created_at,entry_id,PM1.0_CF1_ug/m3,PM2.5_CF1_ug/m3,PM10.0_CF1_ug/m3,UptimeMinutes,RSSI_dbm,Temperature_F,Humidity_%,PM2.5_ATM_ug/m3
2020-09-08 22:56:36 UTC,125,8.49,10.4,10.63,2,-65,75,23,10.4
2020-09-08 22:58:38 UTC,126,8.07,9.96,10.14,4,-64,76,22,9.96
2020-09-08 23:00:36 UTC,127,8.95,11.45,11.72,6,-67,76,22,11.45
2020-09-08 23:02:36 UTC,128,8.93,11.16,11.69,8,-66,77,21,11.16
2020-09-08 23:05:50 UTC,129,37.24,47.31,48.14,1,-72,77,20,39.88
2020-09-08 23:07:50 UTC,130,39.19,52.3,54.11,3,-71,77,19,42.19
2020-09-08 23:09:50 UTC,131,39.59,51.27,53.68,5,-73,77,19,41.73
2020-09-08 23:11:50 UTC,132,39.67,51.6,53,7,-73,78,19,41.98
2020-09-08 23:13:50 UTC,133,40.12,51.07,52.98,9,-72,78,19,41.77
2020-09-08 23:15:50 UTC,134,36.8,48.18,49.34,11,-70,78,19,40.12
2020-09-08 23:17:50 UTC,135,38.91,51.86,53.34,13,-71,78,18,41.9
2020-09-08 23:19:50 UTC,136,39.22,50.64,52.12,15,-71,78,18,41.27
2020-09-08 23:21:50 UTC,137,39.4,51.09,52.22,17,-71,78,18,41.67
2020-09-08 23:23:50 UTC,138,41.94,54.93,56.33,19,-71,78,18,43.56
2020-09-08 23:25:50 UTC,139,40.29,53.86,55.05,21,-71,78,18,42.93
2020-09-08 23:27:50 UTC,140,41.04,54.66,56.21,23,-68,78,18,42.98
2020-09-08 23:29:50 UTC,141,41.09,54.43,56.14,25,-68,78,18,43.09
2020-09-08 23:31:50 UTC,142,43.24,56.75,58.71,27,-68,78,18,44.2
2020-09-08 23:33:50 UTC,143,42.82,54.61,56.88,29,-71,78,18,43.36
2020-09-08 23:35:50 UTC,144,43.16,57.21,58.77,31,-73,78,18,44.46
2020-09-08 23:37:50 UTC,145,44.17,58.79,60.33,33,-73,78,18,44.76
2020-09-08 23:39:50 UTC,146,44.94,59.04,60.69,35,-70,79,18,45.24
2020-09-08 23:41:50 UTC,147,46.85,61.91,64.15,37,-69,79,18,46.23
2020-09-08 23:43:50 UTC,148,46.4,60.75,62.95,39,-69,79,18,45.51
2020-09-08 23:45:50 UTC,149,46.21,60.86,62.18,41,-69,79,18,45.79
2020-09-08 23:47:50 UTC,150,47.13,61.69,63.13,43,-69,79,18,46.05
2020-09-08 23:49:51 UTC,151,49.3,64.61,66.52,45,-69,79,17,47.48
2020-09-08 23:51:50 UTC,152,49.22,64.95,67.44,47,-69,79,17,47.65
2020-09-08 23:53:50 UTC,153,49.96,66.39,67.82,49,-69,79,17,48.04
2020-09-08 23:55:50 UTC,154,51.84,68.67,70.95,51,-69,79,17,49
2020-09-08 23:57:50 UTC,155,53.05,69.61,71.11,53,-69,79,17,49.34
2020-09-08 23:59:50 UTC,156,52.84,70.68,73.64,55,-69,79,17,49.34
2020-09-09 00:01:50 UTC,157,53.84,72.96,75.28,57,-69,79,17,50.37
2020-09-09 00:03:50 UTC,158,53.95,69.81,72.37,59,-69,79,17,49.33
2020-09-09 00:05:50 UTC,159,53.22,70,72.13,61,-69,79,17,49.22
2020-09-09 00:07:50 UTC,160,55.25,72.05,74.88,63,-68,79,17,50.25
2020-09-09 00:09:50 UTC,161,55.51,74.82,77.09,65,-70,79,17,51.11
2020-09-09 00:11:50 UTC,162,53.72,71.93,74.04,67,-69,79,17,50.15
2020-09-09 00:13:50 UTC,163,53.84,72.18,73.68,69,-68,79,17,50.23
2020-09-09 00:15:50 UTC,164,56.04,73.87,75.98,71,-69,79,17,50.78
2020-09-09 00:17:50 UTC,165,54.07,71.59,73.88,73,-74,79,17,50.09
2020-09-09 00:19:50 UTC,166,55.45,73.84,76.11,75,-73,79,17,50.87
2020-09-09 00:21:50 UTC,167,54.68,72.54,76.82,77,-68,79,17,50.39
2020-09-09 00:23:50 UTC,168,55.41,74.27,76.71,79,-73,79,17,51.04
2020-09-09 00:25:50 UTC,169,56.34,74.38,76.02,81,-73,79,17,51.05
2020-09-09 00:27:50 UTC,170,55.6,74.75,77.28,83,-68,79,17,51.04
2020-09-09 00:29:50 UTC,171,55.52,76.11,78.43,85,-68,79,17,51.54
2020-09-09 00:31:50 UTC,172,55.12,73.75,76.07,87,-69,79,17,50.86
2020-09-09 00:33:50 UTC,173,55.86,73.98,75.89,89,-69,79,17,50.96
2020-09-09 00:35:50 UTC,174,55.55,75.28,78.36,91,-69,79,17,51.24
2020-09-09 00:37:50 UTC,175,57.11,76.21,78.5,93,-68,79,17,51.77
2020-09-09 00:39:52 UTC,176,58.13,77.57,80.06,95,-68,79,17,52.3
2020-09-09 00:41:50 UTC,177,55.29,74.32,76.48,97,-68,79,17,50.95
2020-09-09 00:43:50 UTC,178,56.7,75.44,77.56,99,-68,79,17,51.32
2020-09-09 00:45:50 UTC,179,56.58,76.78,78.93,101,-69,79,17,51.56
2020-09-09 00:47:50 UTC,180,56.64,75.47,77.98,103,-73,79,17,51.04
2020-09-09 00:49:50 UTC,181,54.64,74.22,76.56,105,-73,79,17,50.78
2020-09-09 00:51:50 UTC,182,56.38,73.55,75.48,107,-73,79,17,50.79
2020-09-09 00:53:50 UTC,183,56.11,74.63,76.74,109,-73,79,17,51.16
2020-09-09 00:55:50 UTC,184,55.38,72.18,73.88,111,-73,79,17,50.32
2020-09-09 00:57:50 UTC,185,56.5,73.91,75.57,113,-73,79,17,50.98
2020-09-09 00:59:50 UTC,186,54.81,73.65,76.09,115,-73,79,17,50.84
2020-09-09 01:01:50 UTC,187,56.25,74.87,77.31,117,-73,79,18,51.2
2020-09-09 01:03:50 UTC,188,57.29,75.22,77.43,119,-73,79,18,51.17
2020-09-09 01:05:50 UTC,189,56.56,74.91,78.09,121,-71,79,18,51.24
2020-09-09 01:07:50 UTC,190,57.79,78.16,80.69,123,-71,79,18,52.52
2020-09-09 01:09:50 UTC,191,58.07,77.19,79.07,125,-71,79,18,51.95
2020-09-09 01:11:50 UTC,192,55.45,74.86,76.89,127,-71,79,18,50.88
2020-09-09 01:13:50 UTC,193,58.53,76.08,78.94,129,-71,79,18,51.6
2020-09-09 01:15:50 UTC,194,57.07,76.38,79.11,131,-70,79,18,51.6
2020-09-09 01:17:50 UTC,195,59.47,80.38,82.13,133,-69,79,18,53.33
2020-09-09 01:19:50 UTC,196,57.72,77.71,80.88,135,-70,79,18,52.36
2020-09-09 01:21:50 UTC,197,57.04,76,79.3,137,-74,79,18,51.85
2020-09-09 01:23:50 UTC,198,56.53,74.11,76.69,139,-73,79,18,51.04
2020-09-09 01:25:50 UTC,199,57.7,76.51,80.05,141,-70,79,18,51.75
2020-09-09 01:27:50 UTC,200,55.55,73.52,75.6,143,-69,79,18,50.66
2020-09-09 01:29:50 UTC,201,53.45,71.93,74.02,145,-69,79,18,49.93
2020-09-09 01:31:50 UTC,202,53.17,72.79,75.64,147,-69,79,18,50.36
2020-09-09 01:33:50 UTC,203,55.39,72.05,74.52,149,-69,79,18,50.25
2020-09-09 01:35:50 UTC,204,52.26,70.51,73.56,151,-69,79,18,49.44
2020-09-09 01:37:50 UTC,205,54.23,71.81,74.26,153,-69,79,18,50.11
2020-09-09 01:39:50 UTC,206,52.57,70.86,73.09,155,-68,79,18,49.82
2020-09-09 01:41:50 UTC,207,53.12,71,73.22,157,-68,79,18,49.81
2020-09-09 01:43:50 UTC,208,52.83,70.52,72.69,159,-72,79,18,49.52
2020-09-09 01:45:50 UTC,209,52.49,71.84,74.82,161,-70,79,18,50.18
2020-09-09 01:47:50 UTC,210,52.25,69.95,72.22,163,-71,79,18,49.33
2020-09-09 01:49:50 UTC,211,51.85,70.22,72.58,165,-72,79,18,49.58
2020-09-09 01:51:50 UTC,212,51.77,69.54,71.44,167,-73,79,18,49.11
2020-09-09 01:53:50 UTC,213,52.18,68.57,70.46,169,-73,79,18,48.75
2020-09-09 01:55:50 UTC,214,52.26,69.7,71.74,171,-73,80,18,49.26
2020-09-09 01:57:50 UTC,215,51.46,69.27,72.23,173,-72,80,18,49.25
2020-09-09 01:59:50 UTC,216,52.52,69.11,71.34,175,-73,80,18,49.18
2020-09-09 02:01:50 UTC,217,51.53,68.22,70.14,177,-72,80,18,48.45
2020-09-09 02:03:50 UTC,218,51.18,68.02,69.38,179,-72,80,18,48.73
2020-09-09 02:05:50 UTC,219,52.59,71.46,72.8,181,-71,80,18,49.96
2020-09-09 02:07:50 UTC,220,53.26,71.39,73.84,183,-73,80,18,49.82
2020-09-09 02:09:50 UTC,221,52.43,69.98,72.16,185,-70,80,18,49.57
2020-09-09 02:11:50 UTC,222,52.11,70.52,73.55,187,-70,80,18,49.57
2020-09-09 02:13:50 UTC,223,52.53,71.53,74.27,189,-70,80,18,50.11
2020-09-09 02:15:50 UTC,224,54.51,73.12,74.77,191,-70,80,18,50.72
2020-09-09 02:17:50 UTC,225,51.38,68.61,69.89,193,-70,80,18,48.8
2020-09-09 02:19:50 UTC,226,52.03,70.34,72.64,195,-70,80,18,49.71
2020-09-09 02:21:50 UTC,227,51.15,69.05,71.4,197,-70,80,18,49.13
2020-09-09 02:23:50 UTC,228,51.19,68.41,70.19,199,-70,80,18,48.78
2020-09-09 02:25:50 UTC,229,51.4,65.82,69.39,201,-70,80,18,47.7
2020-09-09 02:27:50 UTC,230,50.75,67.96,69.02,203,-70,80,18,48.75
2020-09-09 02:29:50 UTC,231,51.76,69.94,72,205,-70,80,18,49.57
2020-09-09 02:31:50 UTC,232,52.18,69.34,71.45,207,-71,80,18,49.38
2020-09-09 02:33:50 UTC,233,51.75,69.45,73.21,209,-70,80,18,49.23
2020-09-09 02:35:50 UTC,234,49.46,67.53,69.16,211,-70,80,18,48.35
2020-09-09 02:37:50 UTC,235,50.56,67.63,70.82,213,-70,80,18,48.63
2020-09-09 02:39:50 UTC,236,50,66.31,69.47,215,-76,80,18,47.85
2020-09-09 02:41:50 UTC,237,50.64,68.75,70.11,217,-74,80,18,48.75
2020-09-09 02:43:50 UTC,238,50.97,68.24,70.59,219,-74,80,18,48.83
2020-09-09 02:45:50 UTC,239,52.16,69.26,71.74,221,-73,80,18,49.26
2020-09-09 02:47:50 UTC,240,51.53,69.08,72.32,223,-74,80,18,49.02
2020-09-09 02:49:50 UTC,241,51.02,65.09,68.44,225,-74,80,18,47.44
2020-09-09 02:51:50 UTC,242,51.61,69.08,71.31,227,-74,80,18,49.15
2020-09-09 02:53:50 UTC,243,53.37,69.46,72.14,229,-73,80,18,49.11
2020-09-09 02:55:50 UTC,244,51.62,69.42,72.7,231,-74,80,18,49.08
2020-09-09 02:57:50 UTC,245,52.8,71.25,73.05,233,-74,80,18,49.89
2020-09-09 02:59:50 UTC,246,51.67,70,72.19,235,-73,80,18,49.19
2020-09-09 03:01:50 UTC,247,52.04,70,72.02,237,-73,80,18,49.43
2020-09-09 03:03:50 UTC,248,53.36,71.2,74.15,239,-74,80,18,50.04
2020-09-09 03:05:51 UTC,249,52.84,70.38,72.65,241,-74,80,18,49.67
2020-09-09 03:07:50 UTC,250,53.18,72.21,74.95,243,-73,80,18,50.12
2020-09-09 03:09:50 UTC,251,51.76,68.98,71.26,245,-74,80,18,48.69
2020-09-09 03:11:50 UTC,252,55.53,73.5,75.4,247,-74,80,18,50.66
2020-09-09 03:13:50 UTC,253,54.82,73.38,75.95,249,-71,80,18,50.41
2020-09-09 03:15:50 UTC,254,53.28,71.04,73.33,251,-73,80,18,49.56
2020-09-09 03:17:50 UTC,255,53.07,72.05,73.39,253,-73,80,19,49.77
2020-09-09 03:19:50 UTC,256,54.55,71.66,73.93,255,-70,78,19,49.98
2020-09-09 03:21:50 UTC,257,54,71.45,74.11,257,-71,80,19,49.83
2020-09-09 03:23:50 UTC,258,56.61,73.14,76.02,259,-71,80,19,50.67
2020-09-09 03:25:50 UTC,259,54.88,75.02,77.37,261,-70,80,19,51.33
2020-09-09 03:27:50 UTC,260,55.64,75.67,78.21,263,-71,80,19,51.45
2020-09-09 03:29:50 UTC,261,55.42,74.56,76.07,265,-73,80,19,50.91
2020-09-09 03:31:50 UTC,262,56.35,75.98,78.58,267,-75,80,19,51.6
2020-09-09 03:33:50 UTC,263,56.61,74.93,77.16,269,-73,80,19,51.19
2020-09-09 03:35:50 UTC,264,55.42,74.18,77.02,271,-71,80,19,50.95
2020-09-09 03:37:50 UTC,265,54.87,73.7,76.41,273,-73,80,19,50.78
2020-09-09 03:39:50 UTC,266,55.36,73.18,74.11,275,-73,80,19,50.56
2020-09-09 03:41:50 UTC,267,57.15,77.33,79.62,277,-73,80,19,51.75
2020-09-09 03:43:50 UTC,268,57.08,75.49,77.81,279,-73,80,19,51.42
2020-09-09 03:45:50 UTC,269,54.85,72.89,74.82,281,-73,80,19,50.47
2020-09-09 03:47:50 UTC,270,56.53,74.13,77.22,283,-73,80,19,50.78
2020-09-09 03:49:50 UTC,271,55.95,73.9,75.67,285,-71,80,19,50.91
2020-09-09 03:51:50 UTC,272,57.62,77.09,79.57,287,-71,80,19,51.93
2020-09-09 03:53:50 UTC,273,56.91,76.48,78.96,289,-70,80,19,51.66
2020-09-09 03:55:51 UTC,274,55.29,73.64,74.85,291,-71,80,19,50.69
2020-09-09 03:57:50 UTC,275,57.79,76.41,78.21,293,-70,80,19,51.66
2020-09-09 03:59:50 UTC,276,56.38,73.77,76.45,295,-71,80,19,51.02
2020-09-09 04:01:50 UTC,277,58.32,77.41,79.93,297,-70,80,19,51.96
2020-09-09 04:03:50 UTC,278,56.11,75.65,78.36,299,-71,80,19,51.38
2020-09-09 04:05:50 UTC,279,57.35,76.91,81.31,301,-70,80,19,51.98
2020-09-09 04:07:50 UTC,280,56.26,75.84,78.65,303,-71,80,19,51.37
2020-09-09 04:09:50 UTC,281,55.42,74.6,77.16,305,-70,80,19,50.82
2020-09-09 04:11:50 UTC,282,57.11,77.89,80.26,307,-71,80,19,52.04
2020-09-09 04:13:50 UTC,283,55.02,75.57,78.09,309,-71,80,19,51.54
2020-09-09 04:15:50 UTC,284,56.02,74.14,76.74,311,-70,80,19,51.05
2020-09-09 04:17:50 UTC,285,56.02,73.48,75.95,313,-71,80,19,50.71
2020-09-09 04:19:50 UTC,286,56.87,76.02,77.42,315,-71,80,19,51.82
2020-09-09 04:21:50 UTC,287,56.42,76.26,79.43,317,-70,80,19,51.57
2020-09-09 04:23:50 UTC,288,55.02,74.47,77.91,319,-73,80,19,51.19
2020-09-09 04:25:50 UTC,289,55.77,74.88,77.4,321,-73,80,19,51.32
2020-09-09 04:27:50 UTC,290,57.04,76.63,78.8,323,-73,80,19,51.87
2020-09-09 04:29:50 UTC,291,56.6,75.98,78.62,325,-73,80,19,51.57
2020-09-09 04:31:50 UTC,292,57.91,76.19,78.36,327,-72,80,19,51.72
2020-09-09 04:33:50 UTC,293,56.58,75.93,78.53,329,-72,80,19,51.54
2020-09-09 04:35:50 UTC,294,55.62,73.84,75.78,331,-72,80,19,50.55
2020-09-09 04:37:50 UTC,295,58.15,77.93,80.15,333,-72,80,19,52.29
2020-09-09 04:39:50 UTC,296,57.12,77.75,80.52,335,-72,77,19,52.12
2020-09-09 04:41:50 UTC,297,54.98,75.81,78.82,337,-72,80,19,51.6
2020-09-09 04:43:50 UTC,298,56.71,76.14,78.02,339,-71,80,19,51.59
2020-09-09 04:45:50 UTC,299,56.13,76.37,79.28,341,-71,79,19,51.87
2020-09-09 04:47:50 UTC,300,57.69,76.94,79.28,343,-74,80,19,51.98
2020-09-09 04:49:50 UTC,301,57.21,75.32,77.49,345,-74,80,19,51.21
2020-09-09 04:51:50 UTC,302,56.68,74.51,76.58,347,-68,80,19,50.98
2020-09-09 04:53:50 UTC,303,55.2,73.64,76.47,349,-73,80,19,50.67
2020-09-09 04:55:50 UTC,304,56.21,75,77.34,351,-74,80,19,51.15
2020-09-09 04:57:50 UTC,305,55.25,74.6,77.19,353,-69,79,19,51.25
2020-09-09 04:59:50 UTC,306,55.11,74.42,76.6,355,-68,80,19,51.16
2020-09-09 05:01:50 UTC,307,54.8,73.29,76.86,357,-69,80,19,50.73
2020-09-09 05:03:50 UTC,308,54.22,72.35,74.57,359,-68,80,19,50.37
2020-09-09 05:05:50 UTC,309,56.43,76.77,79.45,361,-68,80,19,51.89
2020-09-09 05:07:50 UTC,310,54.68,74.05,75.67,363,-68,80,19,50.88
2020-09-09 05:09:50 UTC,311,54.52,73,75.07,365,-69,80,19,50.57
2020-09-09 05:11:52 UTC,312,56.77,76.02,78.5,367,-68,80,19,51.63
2020-09-09 05:13:50 UTC,313,53.93,72.07,74.49,369,-68,80,19,50.13
2020-09-09 05:15:50 UTC,314,55.58,75.25,77.76,371,-69,80,19,51.29
2020-09-09 05:17:50 UTC,315,55.77,75.18,77.09,373,-69,80,19,51.42
2020-09-09 05:19:50 UTC,316,54.89,71.91,74.36,375,-69,80,19,50.02
2020-09-09 05:21:50 UTC,317,54.02,71.49,72.87,377,-68,80,19,49.85
2020-09-09 05:23:50 UTC,318,54.66,72.12,74.46,379,-69,80,19,50.1
2020-09-09 05:25:50 UTC,319,55.07,71.32,74.02,381,-68,80,19,49.88
2020-09-09 05:27:50 UTC,320,54.26,71.79,73.89,383,-72,80,19,49.88
2020-09-09 05:29:50 UTC,321,52.06,68.77,72.73,385,-72,80,19,49.17
2020-09-09 05:31:50 UTC,322,54.53,71.54,74.02,387,-73,80,19,50.04
2020-09-09 05:33:50 UTC,323,54.28,73.21,75.21,389,-72,80,19,50.49
2020-09-09 05:35:50 UTC,324,52.47,70.36,72.42,391,-72,80,20,49.4
2020-09-09 05:37:50 UTC,325,54,71.82,73.18,393,-72,80,20,50
2020-09-09 05:39:50 UTC,326,51.6,69.02,71.64,395,-72,80,20,48.96
2020-09-09 05:41:50 UTC,327,55.78,73.77,76.38,397,-72,80,20,50.95
2020-09-09 05:43:50 UTC,328,53.77,71.96,74.81,399,-72,80,20,50.37
2020-09-09 05:45:50 UTC,329,51.4,69.36,71.89,401,-72,80,20,49
2020-09-09 05:47:50 UTC,330,54,73,75.05,403,-72,80,20,50.65
2020-09-09 05:49:50 UTC,331,52.61,72.96,75.88,405,-72,80,20,50.44
2020-09-09 05:51:50 UTC,332,53.84,72.1,74.22,407,-72,80,20,50.17
2020-09-09 05:53:50 UTC,333,52.76,70.09,72.15,409,-71,80,20,49.64
2020-09-09 05:55:50 UTC,334,51.98,71.26,73.09,411,-72,80,20,49.85
2020-09-09 05:57:52 UTC,335,53.78,71.78,74.17,413,-71,80,20,50.12
2020-09-09 05:59:50 UTC,336,52.98,72.82,75.68,415,-70,80,20,50.5
2020-09-09 06:01:50 UTC,337,52.05,67.82,69.67,417,-70,80,20,48.38
2020-09-09 06:03:50 UTC,338,52.02,70.65,73.13,419,-74,80,20,49.3
2020-09-09 06:05:50 UTC,339,52.2,68.61,71.46,421,-73,80,20,48.91
2020-09-09 06:07:50 UTC,340,53.73,71.93,74.04,423,-71,80,20,50.12
2020-09-09 06:09:50 UTC,341,51.64,70.64,73.42,425,-71,80,20,49.75
2020-09-09 06:11:50 UTC,342,52.09,69.07,72.07,427,-71,80,20,49.14
2020-09-09 06:13:50 UTC,343,50.55,67.27,69.3,429,-71,80,20,48.25
2020-09-09 06:15:50 UTC,344,51.58,67.61,70.29,431,-70,80,20,48.59
2020-09-09 06:17:50 UTC,345,50.74,68.44,70.53,433,-71,80,20,48.86
2020-09-09 06:19:50 UTC,346,50,67.28,69.35,435,-71,80,20,48.43
2020-09-09 06:21:50 UTC,347,50.76,68.53,70.51,437,-71,79,20,49.02
2020-09-09 06:23:50 UTC,348,49.44,66.68,68.54,439,-71,80,20,48
2020-09-09 06:25:50 UTC,349,49.95,66.7,69.32,441,-71,80,20,47.96
2020-09-09 06:27:51 UTC,350,49.02,66.29,69.11,443,-71,80,20,47.84
2020-09-09 06:29:50 UTC,351,50.6,67.85,70.04,445,-71,80,20,48.51
2020-09-09 06:31:50 UTC,352,50.29,67.66,70.27,447,-72,80,20,48.68
2020-09-09 06:33:50 UTC,353,50.16,67.62,69.98,449,-72,80,20,48.59
2020-09-09 06:35:50 UTC,354,52.29,69.61,72,451,-72,80,20,49.27
2020-09-09 06:37:50 UTC,355,49.67,67,69.69,453,-72,80,20,48.31
2020-09-09 06:39:50 UTC,356,48.71,66.98,68.95,455,-70,80,20,48.2
2020-09-09 06:41:50 UTC,357,50.35,67.88,69.91,457,-69,80,20,48.6
2020-09-09 06:43:50 UTC,358,50.26,68.39,70.74,459,-69,80,20,48.89
2020-09-09 06:45:50 UTC,359,48.69,67,69.94,461,-69,80,20,48.02
2020-09-09 06:47:50 UTC,360,50.28,66.68,69.65,463,-69,80,20,47.91
2020-09-09 06:49:50 UTC,361,48.23,64.61,66.49,465,-71,80,20,47.33
2020-09-09 06:51:50 UTC,362,49.93,67.45,68.98,467,-69,80,20,48.46
2020-09-09 06:53:50 UTC,363,48.82,64.71,66.77,469,-69,80,20,47.41
2020-09-09 06:55:50 UTC,364,50.27,66.62,69.2,471,-71,80,20,48.18
2020-09-09 06:57:50 UTC,365,49.5,66.4,67.9,473,-70,80,20,47.93
2020-09-09 06:59:50 UTC,366,49.05,63.98,66.84,475,-71,80,20,47.12
2020-09-09 07:01:50 UTC,367,48.49,65.55,68.07,477,-71,80,20,47.65
2020-09-09 07:03:50 UTC,368,47.27,64.75,68.12,479,-71,80,20,47.3
2020-09-09 07:05:50 UTC,369,48.5,65.39,67.05,481,-71,80,20,47.62
2020-09-09 07:07:50 UTC,370,48.64,65.34,67.71,483,-71,80,20,47.73
2020-09-09 07:09:50 UTC,371,47.66,64.64,66.14,485,-71,80,20,47.45
2020-09-09 07:11:50 UTC,372,47,65.15,68.1,487,-71,80,20,47.37
2020-09-09 07:13:50 UTC,373,47.3,65.11,68.18,489,-72,80,20,47.41
2020-09-09 07:15:50 UTC,374,48.29,66.19,68.93,491,-70,80,20,47.54
2020-09-09 07:17:50 UTC,375,48.61,65.27,66.71,493,-71,80,20,47.54
2020-09-09 07:19:50 UTC,376,47.52,64.06,66.2,495,-71,80,20,47.19
2020-09-09 07:21:50 UTC,377,47.47,63.57,66.09,497,-69,80,20,46.75
2020-09-09 07:23:50 UTC,378,47.66,65.59,68.86,499,-68,80,20,47.78
2020-09-09 07:25:50 UTC,379,47.45,63.1,65.97,501,-68,80,20,46.9
2020-09-09 07:27:50 UTC,380,48.42,65.58,68.11,503,-71,80,20,47.62
2020-09-09 07:29:50 UTC,381,48.89,64.5,66.31,505,-70,80,20,47.22
2020-09-09 07:31:50 UTC,382,46.46,63.93,65.81,507,-70,80,20,46.78
2020-09-09 07:33:50 UTC,383,46.68,63.36,65.9,509,-68,80,20,46.78
2020-09-09 07:35:50 UTC,384,46.07,62.8,65.07,511,-67,80,20,46.56
2020-09-09 07:37:50 UTC,385,47.15,63.52,65.19,513,-68,80,20,46.89
2020-09-09 07:39:50 UTC,386,46.44,61.56,65.34,515,-68,80,20,46.02
2020-09-09 07:41:50 UTC,387,46.29,63.66,66.48,517,-68,80,20,46.98
2020-09-09 07:43:50 UTC,388,46.07,60.93,62.95,519,-68,80,20,45.84
2020-09-09 07:45:50 UTC,389,47.5,64.04,65.7,521,-69,80,20,47.2
2020-09-09 07:47:50 UTC,390,46.95,63.74,65.16,523,-68,80,20,47.04
2020-09-09 07:49:50 UTC,391,46.98,63.36,64.84,525,-69,80,20,46.88
2020-09-09 07:51:50 UTC,392,47.64,62.84,65.62,527,-71,80,20,46.65
2020-09-09 07:53:50 UTC,393,46.2,61.65,64.7,529,-70,80,20,45.91
2020-09-09 07:55:50 UTC,394,47.42,64.27,67.09,531,-70,80,20,47.15
2020-09-09 07:57:50 UTC,395,46.46,62.37,64.95,533,-70,80,20,46.28
2020-09-09 07:59:50 UTC,396,47.21,63.23,65.32,535,-70,80,20,46.88
2020-09-09 08:01:50 UTC,397,48.11,63.09,65.51,537,-71,80,20,46.73
2020-09-09 08:03:50 UTC,398,46.2,62.09,64.07,539,-70,80,20,46.3
2020-09-09 08:05:50 UTC,399,46.64,63.44,65.15,541,-73,80,20,46.68
2020-09-09 08:07:50 UTC,400,45.45,62.04,63.52,543,-73,80,20,45.98
2020-09-09 08:09:50 UTC,401,46.05,61.79,64.84,545,-74,80,20,46.31
2020-09-09 08:11:50 UTC,402,46.56,63.91,65.56,547,-68,81,20,46.87
2020-09-09 08:13:50 UTC,403,47.66,66.27,68.68,549,-73,80,20,47.82
2020-09-09 08:15:50 UTC,404,46.02,61.87,63.98,551,-74,80,20,46.27
2020-09-09 08:17:50 UTC,405,45.57,60.82,62.2,553,-74,80,20,45.96
2020-09-09 08:19:50 UTC,406,45.07,61,63.46,555,-74,80,20,46.04
2020-09-09 08:21:50 UTC,407,45.4,60.35,63.84,557,-74,81,20,45.6
2020-09-09 08:23:50 UTC,408,45.88,60.23,61.75,559,-74,80,20,45.3
2020-09-09 08:25:50 UTC,409,46.89,64.44,66.58,561,-74,81,20,47.31
2020-09-09 08:27:50 UTC,410,46.65,63.56,65.98,563,-73,80,20,47.04
2020-09-09 08:29:50 UTC,411,46.05,61.93,64.29,565,-71,81,20,46.1
2020-09-09 08:31:50 UTC,412,47.32,63.63,66.61,567,-72,81,20,46.98
2020-09-09 08:33:50 UTC,413,44.93,59.15,60.92,569,-72,81,20,45.27
2020-09-09 08:35:50 UTC,414,45.28,61.04,63.46,571,-73,81,20,45.83
2020-09-09 08:37:50 UTC,415,44.39,62.02,64.76,573,-70,81,20,46.24
2020-09-09 08:39:50 UTC,416,45.88,62.5,64.45,575,-73,80,20,46.57
2020-09-09 08:41:50 UTC,417,45.96,62.74,64.4,577,-74,81,20,46.58
2020-09-09 08:43:50 UTC,418,43.85,60.82,63.87,579,-71,80,20,45.82
2020-09-09 08:45:50 UTC,419,44.93,60.96,63.26,581,-71,81,20,45.75
2020-09-09 08:47:50 UTC,420,47.69,61.78,63.81,583,-71,81,20,46.1
2020-09-09 08:49:50 UTC,421,44.91,61.86,63.5,585,-71,80,20,46.24
2020-09-09 08:51:50 UTC,422,46.19,61.62,63.05,587,-71,81,20,46.07
2020-09-09 08:53:50 UTC,423,45.31,62.13,64.78,589,-72,81,20,46.31
2020-09-09 08:55:50 UTC,424,45.77,61.77,64.49,591,-71,81,20,46.11
2020-09-09 08:57:50 UTC,425,45.18,60.18,62.79,593,-71,81,20,45.33
2020-09-09 08:59:50 UTC,426,44.09,59.81,61.25,595,-71,81,20,45.35
2020-09-09 09:01:50 UTC,427,45.46,61.43,63.29,597,-70,81,20,46.09
2020-09-09 09:03:50 UTC,428,45.12,60.35,61.63,599,-70,81,20,45.65
2020-09-09 09:05:50 UTC,429,45.52,61.17,63.02,601,-71,81,20,45.67
2020-09-09 09:07:50 UTC,430,44.79,61.88,64.98,603,-70,81,20,45.81
2020-09-09 09:09:50 UTC,431,44.87,61.44,63.76,605,-70,81,20,46.09
2020-09-09 09:11:50 UTC,432,45.11,61.06,63.44,607,-70,81,20,46
2020-09-09 09:13:50 UTC,433,45.03,61.72,63.38,609,-70,81,20,46.31
2020-09-09 09:15:50 UTC,434,43.54,59.96,62.32,611,-68,81,20,45.53
2020-09-09 09:17:50 UTC,435,44.85,61.65,63.7,613,-71,81,20,46.19
2020-09-09 09:19:50 UTC,436,44.11,61.3,63.17,615,-71,80,20,45.78
2020-09-09 09:21:50 UTC,437,43.91,60.91,63.75,617,-71,81,20,45.67
2020-09-09 09:23:50 UTC,438,45.07,60.91,63.11,619,-71,81,20,45.79
2020-09-09 09:25:50 UTC,439,43.43,58.66,60.32,621,-72,81,20,44.55
2020-09-09 09:27:50 UTC,440,45.55,60.91,62.78,623,-71,81,20,45.93
