created_at,entry_id,PM1.0_CF1_ug/m3,PM2.5_CF1_ug/m3,PM10.0_CF1_ug/m3,UptimeMinutes,RSSI_dbm,Temperature_F,Humidity_%
2020-03-04 00:00:34 UTC,5343,0,0.03,0.03,7377,-80,56,56
2020-03-04 00:02:34 UTC,5344,0,0,0,7379,-79,55,55
2020-03-04 00:04:34 UTC,5345,0.09,0.17,0.17,7381,-81,55,56
2020-03-04 00:06:34 UTC,5346,0,0.03,0.03,7383,-79,56,56
2020-03-04 00:08:34 UTC,5347,0.17,0.5,0.5,7385,-81,56,54
2020-03-04 00:10:34 UTC,5348,0,0.22,0.35,7387,-79,56,56
2020-03-04 00:12:34 UTC,5349,0.06,0.33,0.82,7389,-81,56,55
2020-03-04 00:14:34 UTC,5350,0,0.43,0.46,7391,-80,55,56
2020-03-04 00:16:36 UTC,5351,0.35,0.53,0.72,7393,-80,55,56
2020-03-04 00:18:34 UTC,5352,0,0.09,0.17,7395,-81,55,56
2020-03-04 00:20:34 UTC,5353,0,0.12,0.12,7397,-81,55,55
2020-03-04 00:22:34 UTC,5354,0.09,0.64,0.71,7399,-79,54,54
2020-03-04 00:24:34 UTC,5355,0.09,0.14,0.2,7401,-78,55,55
2020-03-04 00:26:34 UTC,5356,0,0,0.31,7403,-83,56,55
2020-03-04 00:28:34 UTC,5357,0,0,0.26,7405,-78,56,55
2020-03-04 00:30:34 UTC,5358,0,0.2,0.48,7407,-80,56,54
2020-03-04 00:32:34 UTC,5359,0,0.14,0.14,7409,-79,56,54
2020-03-04 00:34:34 UTC,5360,0,0.17,0.17,7411,-81,55,54
2020-03-04 00:36:35 UTC,5361,0.04,0.13,0.13,7413,-82,55,54
2020-03-04 00:38:34 UTC,5362,0,0,0,7415,-81,55,55
2020-03-04 00:40:34 UTC,5363,0,0,0,7417,-81,56,55
2020-03-04 00:42:34 UTC,5364,0,0.2,0.2,7419,-79,56,54
2020-03-04 00:44:34 UTC,5365,0,0.23,0.23,7421,-79,55,54
2020-03-04 00:46:34 UTC,5366,0,0.13,0.54,7423,-79,55,55
2020-03-04 00:48:34 UTC,5367,0,0.5,0.68,7425,-81,54,55
2020-03-04 00:50:34 UTC,5368,0.03,0.22,0.29,7427,-79,55,57
2020-03-04 00:52:34 UTC,5369,0,0.2,0.35,7429,-79,57,56
2020-03-04 00:54:34 UTC,5370,0.01,0.15,0.16,7431,-79,58,55
2020-03-04 00:56:34 UTC,5371,0,0.04,0.19,7433,-79,56,53
2020-03-04 00:58:34 UTC,5372,0.24,0.32,0.32,7435,-81,56,55
2020-03-04 01:00:34 UTC,5373,0,0.07,0.29,7437,-79,56,56
2020-03-04 01:02:34 UTC,5374,0,0,0.18,7439,-80,55,54
2020-03-04 01:04:34 UTC,5375,0,0.41,0.41,7441,-79,56,56
2020-03-04 01:06:34 UTC,5376,0.03,0.21,0.21,7443,-83,57,54
2020-03-04 01:08:34 UTC,5377,0,0.21,0.49,7445,-80,56,54
2020-03-04 01:10:34 UTC,5378,0,0.15,0.31,7447,-79,56,53
2020-03-04 01:12:35 UTC,5379,0,0,0,7449,-79,57,53
2020-03-04 01:14:34 UTC,5380,0.16,0.25,0.5,7451,-79,57,53
2020-03-04 01:16:34 UTC,5381,0,0.03,0.31,7453,-81,56,53
2020-03-04 01:18:34 UTC,5382,0,0.16,0.24,7455,-81,54,53
2020-03-04 01:20:34 UTC,5383,0,0.19,0.19,7457,-78,55,55
2020-03-04 01:22:34 UTC,5384,0,0.04,0.04,7459,-83,56,53
2020-03-04 01:24:34 UTC,5385,0,0.04,0.11,7461,-80,55,53
2020-03-04 01:26:34 UTC,5386,0.23,0.23,0.42,7463,-78,55,54
2020-03-04 01:28:34 UTC,5387,0,0,0.09,7465,-79,56,53
2020-03-04 01:30:34 UTC,5388,0,0.04,0.21,7467,-79,55,53
2020-03-04 01:32:34 UTC,5389,0,0,0.41,7469,-82,54,54
2020-03-04 01:34:34 UTC,5390,0,0,0,7471,-81,54,56
2020-03-04 01:36:34 UTC,5391,0,0,0,7473,-81,55,56
2020-03-04 01:38:34 UTC,5392,0,0,0,7475,-83,53,55
2020-03-04 01:40:34 UTC,5393,0,0.18,0.18,7477,-79,54,55
2020-03-04 01:42:34 UTC,5394,0,0.07,0.25,7479,-79,53,55
2020-03-04 01:44:34 UTC,5395,0,0.16,0.16,7481,-79,53,56
2020-03-04 01:46:34 UTC,5396,0,0.09,0.09,7483,-79,53,57
2020-03-04 01:48:34 UTC,5397,0,0,0,7485,-80,53,58
2020-03-04 01:50:34 UTC,5398,0,0.1,0.21,7487,-79,52,56
2020-03-04 01:52:34 UTC,5399,0,0.09,0.09,7489,-80,53,57
2020-03-04 01:54:34 UTC,5400,0.05,0.14,0.14,7491,-80,52,56
2020-03-04 01:56:34 UTC,5401,0.14,0.14,0.14,7493,-83,53,58
2020-03-04 01:58:34 UTC,5402,0.21,0.21,0.21,7495,-81,53,58
2020-03-04 02:00:34 UTC,5403,0,0.26,0.43,7497,-79,52,58
2020-03-04 02:02:34 UTC,5404,0,0.27,0.91,7499,-80,52,59
2020-03-04 02:04:35 UTC,5405,0,0,0.33,7501,-80,52,58
2020-03-04 02:06:34 UTC,5406,0,0.09,0.34,7503,-83,52,59
2020-03-04 02:08:34 UTC,5407,0.09,0.31,0.41,7505,-80,53,60
2020-03-04 02:10:34 UTC,5408,0.23,0.55,0.55,7507,-79,52,58
2020-03-04 02:12:34 UTC,5409,0,0.29,0.29,7509,-79,52,57
2020-03-04 02:14:34 UTC,5410,0,0.25,0.49,7511,-79,52,58
2020-03-04 02:16:34 UTC,5411,0,0.03,0.03,7513,-79,52,58
2020-03-04 02:18:34 UTC,5412,0.06,0.59,0.94,7515,-80,51,59
2020-03-04 02:20:34 UTC,5413,0.06,0.47,0.47,7517,-79,50,59
2020-03-04 02:22:34 UTC,5414,0.41,0.6,0.84,7519,-78,50,60
2020-03-04 02:24:34 UTC,5415,1.58,2,2,7521,-81,50,61
2020-03-04 02:26:34 UTC,5416,3.59,3.91,4.13,7523,-78,50,61
2020-03-04 02:28:34 UTC,5417,0.46,0.93,1.36,7525,-79,50,61
2020-03-04 02:30:34 UTC,5418,0.09,0.69,0.87,7527,-79,50,61
2020-03-04 02:32:36 UTC,5419,0.3,0.59,0.72,7529,-80,49,62
2020-03-04 02:34:34 UTC,5420,0.01,0.41,0.41,7531,-81,49,62
2020-03-04 02:36:34 UTC,5421,0.21,0.87,1.48,7533,-81,49,62
2020-03-04 02:38:34 UTC,5422,0.18,0.72,0.96,7535,-79,49,63
2020-03-04 02:40:34 UTC,5423,0.13,0.48,0.82,7537,-81,49,64
2020-03-04 02:42:34 UTC,5424,0.4,0.49,0.83,7539,-79,49,64
2020-03-04 02:44:34 UTC,5425,0.25,0.62,0.71,7541,-81,49,64
2020-03-04 02:46:34 UTC,5426,0.09,0.62,0.81,7543,-79,49,65
2020-03-04 02:48:34 UTC,5427,0.21,0.36,0.36,7545,-81,49,65
2020-03-04 02:50:34 UTC,5428,0.23,0.64,0.89,7547,-80,49,65
2020-03-04 02:52:34 UTC,5429,0.32,0.96,0.96,7549,-78,49,65
2020-03-04 02:54:34 UTC,5430,0,0.36,0.85,7551,-80,49,65
2020-03-04 02:56:34 UTC,5431,0,0.41,0.43,7553,-80,49,65
2020-03-04 02:58:34 UTC,5432,0.1,0.41,0.49,7555,-79,49,65
2020-03-04 03:00:34 UTC,5433,0,0.01,0.3,7557,-79,49,65
2020-03-04 03:02:34 UTC,5434,0,0.07,0.25,7559,-80,49,65
2020-03-04 03:04:34 UTC,5435,0,0.2,0.2,7561,-79,49,65
2020-03-04 03:06:34 UTC,5436,0,0.37,0.37,7563,-78,49,65
2020-03-04 03:08:34 UTC,5437,0.04,0.2,0.35,7565,-80,49,65
2020-03-04 03:10:34 UTC,5438,0,0.04,0.31,7567,-79,49,65
2020-03-04 03:12:34 UTC,5439,0.03,0.28,0.42,7569,-80,49,65
2020-03-04 03:14:34 UTC,5440,0.26,0.34,0.34,7571,-80,49,65
2020-03-04 03:16:34 UTC,5441,0,0,0.21,7573,-79,49,65
2020-03-04 03:18:34 UTC,5442,0,0.22,0.22,7575,-79,49,66
2020-03-04 03:20:34 UTC,5443,0,0,0.22,7577,-80,49,66
2020-03-04 03:22:34 UTC,5444,0,0.38,0.38,7579,-79,49,66
2020-03-04 03:24:34 UTC,5445,0,0.17,0.17,7581,-79,49,66
2020-03-04 03:26:34 UTC,5446,0,0.14,0.23,7583,-81,49,67
2020-03-04 03:28:34 UTC,5447,0,0.24,0.37,7585,-79,49,67
2020-03-04 03:30:34 UTC,5448,0.07,0.33,0.58,7587,-79,49,67
2020-03-04 03:32:34 UTC,5449,0,0.06,0.57,7589,-81,49,67
2020-03-04 03:34:34 UTC,5450,0,0.37,0.37,7591,-80,49,68
2020-03-04 03:36:34 UTC,5451,0.1,0.26,0.26,7593,-80,49,68
2020-03-04 03:38:34 UTC,5452,0,0.06,0.06,7595,-80,49,68
2020-03-04 03:40:34 UTC,5453,0,0.51,0.63,7597,-79,49,68
2020-03-04 03:42:34 UTC,5454,0.1,0.54,0.54,7599,-79,49,68
2020-03-04 03:44:34 UTC,5455,0.16,0.88,0.91,7601,-81,49,68
2020-03-04 03:46:34 UTC,5456,0.56,0.99,0.99,7603,-78,49,68
2020-03-04 03:48:34 UTC,5457,0.35,0.97,0.97,7605,-83,49,68
2020-03-04 03:50:34 UTC,5458,0.38,0.99,1.14,7607,-83,49,69
2020-03-04 03:52:34 UTC,5459,0.35,0.74,0.95,7609,-79,49,69
2020-03-04 03:54:34 UTC,5460,0.71,1.15,1.19,7611,-81,49,70
2020-03-04 03:56:34 UTC,5461,0.82,1.22,1.29,7613,-80,49,70
2020-03-04 03:58:34 UTC,5462,0.54,1.38,1.38,7615,-80,49,71
2020-03-04 04:00:34 UTC,5463,0.72,0.91,0.91,7617,-80,48,71
2020-03-04 04:02:34 UTC,5464,0.57,0.87,0.97,7619,-80,48,72
2020-03-04 04:04:34 UTC,5465,0.51,0.84,0.93,7621,-80,48,72
2020-03-04 04:06:34 UTC,5466,0.47,0.86,0.94,7623,-79,48,73
2020-03-04 04:08:34 UTC,5467,0.49,0.9,0.9,7625,-79,48,73
2020-03-04 04:10:34 UTC,5468,0.68,0.92,0.92,7627,-81,48,74
2020-03-04 04:12:34 UTC,5469,0.59,0.87,0.87,7629,-81,48,75
2020-03-04 04:14:34 UTC,5470,0.65,1.25,1.46,7631,-79,48,75
2020-03-04 04:16:34 UTC,5471,0.53,1.07,1.07,7633,-81,49,75
2020-03-04 04:18:34 UTC,5472,0.57,0.87,0.91,7635,-79,48,75
2020-03-04 04:20:34 UTC,5473,0.96,1.64,1.68,7637,-80,48,75
2020-03-04 04:22:34 UTC,5474,1.03,1.83,1.96,7639,-79,48,75
2020-03-04 04:24:34 UTC,5475,0.94,1.26,1.26,7641,-80,48,76
2020-03-04 04:26:34 UTC,5476,1.1,1.39,1.39,7643,-79,48,76
2020-03-04 04:28:34 UTC,5477,1.09,1.5,1.67,7645,-82,48,77
2020-03-04 04:30:34 UTC,5478,1,1.21,1.3,7647,-77,48,77
2020-03-04 04:32:34 UTC,5479,1.35,1.81,1.85,7649,-79,48,77
2020-03-04 04:34:34 UTC,5480,1.65,1.94,2.08,7651,-80,48,77
2020-03-04 04:36:34 UTC,5481,1.12,1.84,1.99,7653,-79,48,77
2020-03-04 04:38:34 UTC,5482,1.06,1.63,1.86,7655,-81,48,77
2020-03-04 04:40:34 UTC,5483,1.26,1.87,1.99,7657,-81,48,77
2020-03-04 04:42:34 UTC,5484,1,1.67,1.71,7659,-81,48,77
2020-03-04 04:44:34 UTC,5485,1.21,1.6,1.7,7661,-79,48,77
2020-03-04 04:46:34 UTC,5486,1.03,1.31,1.31,7663,-78,48,77
2020-03-04 04:48:34 UTC,5487,1.27,2.06,2.06,7665,-78,48,77
2020-03-04 04:50:34 UTC,5488,1.37,1.85,1.85,7667,-81,48,77
2020-03-04 04:52:34 UTC,5489,1.9,2.23,2.68,7669,-79,49,77
2020-03-04 04:54:34 UTC,5490,2.39,2.79,3.13,7671,-79,49,77
2020-03-04 04:56:34 UTC,5491,1.94,2.47,2.51,7673,-81,49,77
2020-03-04 04:58:34 UTC,5492,1.71,2.25,2.41,7675,-80,49,77
2020-03-04 05:00:34 UTC,5493,1.9,2.48,2.48,7677,-80,49,77
2020-03-04 05:02:34 UTC,5494,1.74,2.66,2.66,7679,-79,48,77
2020-03-04 05:04:34 UTC,5495,1.54,1.87,1.87,7681,-78,49,77
2020-03-04 05:06:34 UTC,5496,1.53,2.07,2.3,7683,-79,49,77
2020-03-04 05:08:34 UTC,5497,1.44,1.74,1.74,7685,-81,49,77
2020-03-04 05:10:34 UTC,5498,1.13,1.62,1.62,7687,-80,49,77
2020-03-04 05:12:34 UTC,5499,1.48,1.97,2.03,7689,-80,49,77
2020-03-04 05:14:34 UTC,5500,1.72,2.49,2.59,7691,-79,49,77
2020-03-04 05:16:34 UTC,5501,1.51,2.29,2.59,7693,-79,49,77
2020-03-04 05:18:34 UTC,5502,1.85,2.18,2.42,7695,-80,49,77
2020-03-04 05:20:34 UTC,5503,1.5,2.06,2.14,7697,-81,49,76
2020-03-04 05:22:34 UTC,5504,2.25,2.79,2.93,7699,-81,49,77
2020-03-04 05:24:34 UTC,5505,1.96,2.71,2.71,7701,-79,49,76
2020-03-04 05:26:34 UTC,5506,1.76,2.33,2.64,7703,-81,50,77
2020-03-04 05:28:34 UTC,5507,1.81,2.17,2.45,7705,-79,50,77
2020-03-04 05:30:34 UTC,5508,1.46,1.96,1.96,7707,-78,50,76
2020-03-04 05:32:34 UTC,5509,1.76,2.46,2.57,7709,-79,50,76
2020-03-04 05:34:34 UTC,5510,1.83,2.48,2.61,7711,-81,49,76
2020-03-04 05:36:34 UTC,5511,1.94,2.35,2.51,7713,-80,49,76
2020-03-04 05:38:36 UTC,5512,1.57,2.17,2.17,7715,-80,49,76
2020-03-04 05:40:34 UTC,5513,1.19,1.57,1.68,7717,-81,49,77
2020-03-04 05:42:34 UTC,5514,1.42,1.74,1.74,7719,-81,49,77
2020-03-04 05:44:34 UTC,5515,1.68,1.92,1.97,7721,-79,49,76
2020-03-04 05:46:34 UTC,5516,1.35,1.81,1.85,7723,-79,49,77
2020-03-04 05:48:34 UTC,5517,1.21,1.4,1.49,7725,-80,50,77
2020-03-04 05:50:34 UTC,5518,1.24,1.85,1.85,7727,-81,50,76
2020-03-04 05:52:34 UTC,5519,1.38,1.77,2.28,7729,-79,49,76
2020-03-04 05:54:34 UTC,5520,1.16,1.54,1.64,7731,-79,49,76
2020-03-04 05:56:34 UTC,5521,1.52,2.06,2.06,7733,-78,49,76
2020-03-04 05:58:34 UTC,5522,0.61,0.91,0.91,7735,-80,49,76
2020-03-04 06:00:34 UTC,5523,0.93,1.25,1.51,7737,-81,49,76
2020-03-04 06:02:34 UTC,5524,0.85,1.26,1.26,7739,-80,49,77
2020-03-04 06:04:34 UTC,5525,0.57,0.74,1,7741,-81,49,76
2020-03-04 06:06:34 UTC,5526,0.48,0.67,0.79,7743,-81,50,76
2020-03-04 06:08:34 UTC,5527,0.78,1.38,1.38,7745,-81,50,76
2020-03-04 06:10:34 UTC,5528,0.86,1.12,1.12,7747,-83,49,76
2020-03-04 06:12:34 UTC,5529,0.44,0.8,0.8,7749,-79,49,76
2020-03-04 06:14:34 UTC,5530,0.49,0.52,0.72,7751,-80,49,76
2020-03-04 06:16:34 UTC,5531,0.53,0.81,0.81,7753,-81,49,76
2020-03-04 06:18:34 UTC,5532,0.73,1.07,1.21,7755,-81,49,75
2020-03-04 06:20:34 UTC,5533,0.68,0.81,0.87,7757,-80,49,75
2020-03-04 06:22:34 UTC,5534,0.54,0.73,0.73,7759,-79,49,75
2020-03-04 06:24:34 UTC,5535,0.54,0.91,0.91,7761,-81,49,75
2020-03-04 06:26:34 UTC,5536,0.71,1.08,1.36,7763,-79,50,76
2020-03-04 06:28:34 UTC,5537,0.47,0.69,0.76,7765,-83,50,75
2020-03-04 06:30:34 UTC,5538,0.76,0.81,0.81,7767,-79,50,75
2020-03-04 06:32:34 UTC,5539,0.91,1.41,1.41,7769,-80,49,75
2020-03-04 06:34:34 UTC,5540,0.37,0.49,0.49,7771,-80,49,75
2020-03-04 06:36:34 UTC,5541,0.63,0.72,0.72,7773,-81,50,75
2020-03-04 06:38:34 UTC,5542,0.66,0.72,0.89,7775,-80,50,75
2020-03-04 06:40:34 UTC,5543,0.63,0.71,0.71,7777,-79,50,75
2020-03-04 06:42:34 UTC,5544,0.6,0.63,0.63,7779,-81,49,74
2020-03-04 06:44:34 UTC,5545,0.76,0.91,0.91,7781,-80,50,74
2020-03-04 06:46:34 UTC,5546,0.73,0.77,0.77,7783,-81,49,74
2020-03-04 06:48:34 UTC,5547,0.07,0.37,0.41,7785,-79,50,74
2020-03-04 06:50:34 UTC,5548,0.3,0.7,0.85,7787,-79,50,74
2020-03-04 06:52:34 UTC,5549,0.45,0.7,0.77,7789,-79,50,74
2020-03-04 06:54:34 UTC,5550,0.24,0.29,0.32,7791,-79,50,73
2020-03-04 06:56:34 UTC,5551,0.09,0.46,0.46,7793,-79,50,73
2020-03-04 06:58:34 UTC,5552,0.22,0.39,0.39,7795,-81,50,73
2020-03-04 07:00:34 UTC,5553,0.26,0.59,0.85,7797,-79,50,73
2020-03-04 07:02:34 UTC,5554,0.39,0.7,0.7,7799,-82,50,73
2020-03-04 07:04:34 UTC,5555,0.39,0.41,0.53,7801,-81,50,72
2020-03-04 07:06:34 UTC,5556,0.96,1.17,1.17,7803,-80,50,72
2020-03-04 07:08:34 UTC,5557,0.18,0.69,0.88,7805,-80,50,72
2020-03-04 07:10:34 UTC,5558,0.09,0.09,0.24,7807,-79,50,71
2020-03-04 07:12:34 UTC,5559,0.09,0.26,0.43,7809,-81,50,71
2020-03-04 07:14:34 UTC,5560,0,0.07,0.16,7811,-81,50,70
2020-03-04 07:16:34 UTC,5561,0,0.18,0.18,7813,-79,50,70
2020-03-04 07:18:34 UTC,5562,0,0.22,0.24,7815,-83,50,70
2020-03-04 07:20:34 UTC,5563,0,0.16,0.32,7817,-81,50,70
2020-03-04 07:22:34 UTC,5564,0,0,0.21,7819,-79,50,70
2020-03-04 07:24:34 UTC,5565,0,0,0,7821,-81,50,70
2020-03-04 07:26:34 UTC,5566,0,0,0,7823,-80,50,70
2020-03-04 07:28:34 UTC,5567,0.03,0.13,0.13,7825,-80,50,70
2020-03-04 07:30:34 UTC,5568,0,0.2,0.3,7827,-81,50,69
2020-03-04 07:32:34 UTC,5569,0,0.35,0.35,7829,-81,50,69
2020-03-04 07:34:34 UTC,5570,0,0,0.79,7831,-79,50,69
2020-03-04 07:36:34 UTC,5571,0,0.34,0.59,7833,-80,50,68
2020-03-04 07:38:34 UTC,5572,0,0.29,0.66,7835,-80,50,68
2020-03-04 07:40:34 UTC,5573,0,0.18,0.22,7837,-79,50,68
2020-03-04 07:42:34 UTC,5574,0,0.35,0.57,7839,-80,50,68
2020-03-04 07:44:34 UTC,5575,0,0.03,0.2,7841,-79,50,68
2020-03-04 07:46:34 UTC,5576,0.37,1.23,1.56,7843,-79,50,68
2020-03-04 07:48:34 UTC,5577,0.07,0.51,0.82,7845,-79,50,68
2020-03-04 07:50:34 UTC,5578,0.24,0.81,1.18,7847,-83,50,68
2020-03-04 07:52:34 UTC,5579,0.24,0.73,1.49,7849,-79,50,67
2020-03-04 07:54:34 UTC,5580,0.15,0.92,1.38,7851,-81,50,68
2020-03-04 07:56:34 UTC,5581,0.23,0.69,0.91,7853,-79,50,68
2020-03-04 07:58:34 UTC,5582,0.29,0.84,1.06,7855,-80,50,68
2020-03-04 08:00:34 UTC,5583,0,0.94,1.8,7857,-81,50,68
2020-03-04 08:02:34 UTC,5584,0.65,1.59,1.59,7859,-79,50,68
2020-03-04 08:04:34 UTC,5585,0.15,1.14,1.85,7861,-80,50,68
2020-03-04 08:06:34 UTC,5586,0.53,1.19,1.62,7863,-81,50,68
2020-03-04 08:08:34 UTC,5587,0.22,1.22,1.49,7865,-81,50,67
2020-03-04 08:10:34 UTC,5588,0.26,1.07,1.26,7867,-81,50,67
2020-03-04 08:12:34 UTC,5589,0.1,0.64,1.91,7869,-78,50,67
2020-03-04 08:14:34 UTC,5590,0.18,0.57,1.47,7871,-80,50,67
2020-03-04 08:16:34 UTC,5591,0.52,1.33,1.91,7873,-79,49,67
2020-03-04 08:18:34 UTC,5592,0.82,1.99,2.4,7875,-81,50,67
2020-03-04 08:20:34 UTC,5593,0,0.39,1.03,7877,-81,50,66
2020-03-04 08:22:34 UTC,5594,0.31,1.13,1.47,7879,-80,49,66
2020-03-04 08:24:34 UTC,5595,0.04,0.61,1.21,7881,-82,50,66
2020-03-04 08:26:34 UTC,5596,0.32,1.12,1.58,7883,-81,50,66
2020-03-04 08:28:34 UTC,5597,0.28,0.97,1.99,7885,-79,50,66
2020-03-04 08:30:34 UTC,5598,0.22,1.33,1.93,7887,-79,50,66
2020-03-04 08:32:34 UTC,5599,0.33,1.29,1.73,7889,-81,50,66
2020-03-04 08:34:34 UTC,5600,0.31,1.15,2.12,7891,-81,50,65
2020-03-04 08:36:34 UTC,5601,0.33,1.25,2.1,7893,-79,50,65
2020-03-04 08:38:34 UTC,5602,0.5,1.34,1.43,7895,-78,50,65
2020-03-04 08:40:34 UTC,5603,0.21,1.45,2.08,7897,-80,49,65
2020-03-04 08:42:34 UTC,5604,0.39,1.3,1.88,7899,-82,49,65
2020-03-04 08:44:34 UTC,5605,0.63,1.43,1.87,7901,-80,49,64
2020-03-04 08:46:34 UTC,5606,0.43,1.41,1.81,7903,-80,50,64
2020-03-04 08:48:34 UTC,5607,1,2.15,2.56,7905,-79,50,64
2020-03-04 08:50:34 UTC,5608,0.65,2.44,3.36,7907,-79,50,63
2020-03-04 08:52:34 UTC,5609,0.53,2.24,2.57,7909,-81,49,63
2020-03-04 08:54:34 UTC,5610,0.92,1.52,2,7911,-79,50,63
2020-03-04 08:56:34 UTC,5611,0.71,1.9,2.61,7913,-78,50,63
2020-03-04 08:58:34 UTC,5612,0.32,1.86,2.41,7915,-80,49,63
2020-03-04 09:00:34 UTC,5613,0.44,1.97,2.64,7917,-79,49,62
2020-03-04 09:02:34 UTC,5614,0.97,2.57,3.5,7919,-79,49,62
2020-03-04 09:04:34 UTC,5615,0.83,2.53,3.8,7921,-79,49,62
2020-03-04 09:06:34 UTC,5616,0.98,2.47,3,7923,-79,49,62
2020-03-04 09:08:34 UTC,5617,0.56,1.71,2.38,7925,-83,50,62
2020-03-04 09:10:34 UTC,5618,0.35,1.83,2.64,7927,-80,50,61
2020-03-04 09:12:34 UTC,5619,1.09,2.37,3.47,7929,-79,50,61
2020-03-04 09:14:34 UTC,5620,1,2.24,2.78,7931,-79,50,61
2020-03-04 09:16:34 UTC,5621,0.67,2.1,2.73,7933,-79,50,60
2020-03-04 09:18:34 UTC,5622,0.43,1.25,1.43,7935,-79,51,60
2020-03-04 09:20:34 UTC,5623,0.81,2.31,2.76,7937,-81,51,59
2020-03-04 09:22:34 UTC,5624,0.84,2.19,2.53,7939,-81,52,58
2020-03-04 09:24:34 UTC,5625,1,2.99,4.39,7941,-81,53,59
2020-03-04 09:26:34 UTC,5626,0.63,1.75,3.01,7943,-79,53,58
2020-03-04 09:28:34 UTC,5627,0.46,2.25,2.97,7945,-81,53,56
2020-03-04 09:30:34 UTC,5628,1,2.47,3.46,7947,-81,53,55
2020-03-04 09:32:34 UTC,5629,0.96,1.96,2.6,7949,-79,53,55
2020-03-04 09:34:34 UTC,5630,0.95,2.71,3.03,7951,-79,52,54
2020-03-04 09:36:34 UTC,5631,1.1,2.48,3.43,7953,-81,52,56
2020-03-04 09:38:34 UTC,5632,0.87,2.86,3.81,7955,-78,52,56
2020-03-04 09:40:34 UTC,5633,1.3,3.46,4.18,7957,-79,52,56
2020-03-04 09:42:34 UTC,5634,1.34,3.27,4.4,7959,-82,52,56
2020-03-04 09:44:34 UTC,5635,0.9,3.61,4.42,7961,-81,52,56
2020-03-04 09:46:34 UTC,5636,0.71,3.21,4.37,7963,-79,53,58
2020-03-04 09:48:34 UTC,5637,0.32,1.47,2.16,7965,-79,54,56
2020-03-04 09:50:34 UTC,5638,0.91,2.4,2.9,7967,-81,54,56
2020-03-04 09:52:34 UTC,5639,0.3,1.3,1.65,7969,-81,55,56
2020-03-04 09:54:34 UTC,5640,1.15,2.72,3.31,7971,-81,54,54
2020-03-04 09:56:34 UTC,5641,0.81,2.78,3.5,7973,-79,54,56
2020-03-04 09:58:34 UTC,5642,0.52,2.58,3.28,7975,-81,54,54
2020-03-04 10:00:34 UTC,5643,1.72,4.15,5.66,7977,-80,53,54
2020-03-04 10:02:34 UTC,5644,1.12,3.67,5.26,7979,-79,54,55
2020-03-04 10:04:34 UTC,5645,1.32,3.57,5.12,7981,-80,53,54
2020-03-04 10:06:34 UTC,5646,1.55,4.03,4.75,7983,-81,52,54
2020-03-04 10:08:34 UTC,5647,1.47,4.5,5.79,7985,-80,52,55
2020-03-04 10:10:34 UTC,5648,0.62,2.75,3.11,7987,-81,53,55
2020-03-04 10:12:34 UTC,5649,0.81,3.1,4.9,7989,-81,54,55
2020-03-04 10:14:34 UTC,5650,1.58,3.82,4.96,7991,-79,53,53
2020-03-04 10:16:34 UTC,5651,1.46,4.22,5.36,7993,-79,54,55
2020-03-04 10:18:34 UTC,5652,0.97,3.09,3.97,7995,-81,54,55
2020-03-04 10:20:34 UTC,5653,0.78,1.75,2.91,7997,-79,55,54
2020-03-04 10:22:34 UTC,5654,0.81,2.43,3.16,7999,-83,56,53
2020-03-04 10:24:34 UTC,5655,0.99,3.54,4.46,8001,-79,55,52
2020-03-04 10:26:34 UTC,5656,0.56,2.24,2.82,8003,-79,56,53
2020-03-04 10:28:34 UTC,5657,0.26,1.7,2.52,8005,-79,58,52
2020-03-04 10:30:34 UTC,5658,0.59,1.76,2.28,8007,-80,58,51
2020-03-04 10:32:34 UTC,5659,1.6,3.03,3.72,8009,-81,56,49
2020-03-04 10:34:34 UTC,5660,1.09,4.1,6.77,8011,-79,55,50
2020-03-04 10:36:34 UTC,5661,1.17,3.14,3.9,8013,-80,54,51
2020-03-04 10:38:34 UTC,5662,1.89,4.31,6.03,8015,-79,54,52
2020-03-04 10:40:34 UTC,5663,1.4,4.01,4.9,8017,-79,54,52
2020-03-04 10:42:34 UTC,5664,1.24,4.01,5.49,8019,-81,54,53
2020-03-04 10:44:34 UTC,5665,0.27,2.83,3.69,8021,-82,54,53
2020-03-04 10:46:34 UTC,5666,0.75,2.82,3.59,8023,-81,54,53
2020-03-04 10:48:34 UTC,5667,1.31,3.39,3.72,8025,-79,54,53
2020-03-04 10:50:34 UTC,5668,0.71,2.37,2.85,8027,-79,54,52
2020-03-04 10:52:34 UTC,5669,1.47,4.07,5.41,8029,-80,53,53
2020-03-04 10:54:34 UTC,5670,1.06,3.21,3.93,8031,-81,54,54
2020-03-04 10:56:34 UTC,5671,0.99,3.63,4.84,8033,-79,54,55
2020-03-04 10:58:34 UTC,5672,0.32,1.92,2.42,8035,-79,55,54
2020-03-04 11:00:34 UTC,5673,0.33,1.33,2.16,8037,-80,56,54
2020-03-04 11:02:34 UTC,5674,0.26,1.38,2.13,8039,-80,57,53
2020-03-04 11:04:34 UTC,5675,0.63,1.84,2.43,8041,-79,56,50
2020-03-04 11:06:34 UTC,5676,0.73,2.42,2.94,8043,-79,56,52
2020-03-04 11:08:34 UTC,5677,0.66,2.42,3.99,8045,-81,56,52
2020-03-04 11:10:34 UTC,5678,0.47,1.77,2.44,8047,-81,57,51
2020-03-04 11:12:34 UTC,5679,0.34,1.76,2.24,8049,-80,57,51
