"","ID_10m","PM1","PM25","PM10","TempC","RH","CO2"
"1",2020-09-08 22:10:00,13.4520591161132,14.8513975096204,16.7046253727111,22.95,22,511
"2",2020-09-08 22:20:00,13.7388781321587,15.1975706668381,16.3893570739705,23.1,22,523.5
"3",2020-09-08 22:30:00,14.0213591219565,15.4890838085535,16.8298435165773,23.6,21.5,530
"4",2020-09-08 22:40:00,13.9065437542941,15.3329786035539,16.5426418067932,24.15,21,530.5
"5",2020-09-08 22:50:00,14.0899083370153,15.5415041809024,16.3519189377524,24.6,21,527.5
"6",2020-09-08 23:00:00,13.9504093249078,15.3097481884946,16.1022861492376,25,20,522.5
"7",2020-09-08 23:10:00,13.6832551532393,15.1335606897097,16.6054169025181,25.05,20.5,523.5
"8",2020-09-08 23:20:00,13.7311677635315,15.0924420882434,16.0756658741276,25.2,20,516.5
"9",2020-09-08 23:30:00,14.4126234765728,15.8597032445012,16.831009166314,25.35,20,513
"10",2020-09-08 23:40:00,15.3544459628988,16.8653959479582,17.5447142000236,25.45,20,510.5
"11",2020-09-08 23:50:00,16.8632168666228,18.4109406130607,19.4716305154084,25.55,20,508.5
"12",2020-09-09 00:00:00,18.3810696277028,20.0449210416517,21.5763665748167,25.5,20,508.5
"13",2020-09-09 00:10:00,19.6203390681004,21.3777377697664,22.9747315553237,25.6,20,509
"14",2020-09-09 00:20:00,20.3255851769075,22.1378219437871,23.4785816518109,25.55,20,509
"15",2020-09-09 00:30:00,20.5581087178987,22.4258287037002,23.3852167614417,25.65,20,508
"16",2020-09-09 00:40:00,20.0600817088653,21.8523187107847,23.5089018166986,25.4,20,507.5
"17",2020-09-09 00:50:00,19.9411345861686,21.6430500689127,22.7156578353318,25.25,21,507
"18",2020-09-09 01:00:00,19.9335869361122,21.6632440283173,22.8490715034139,25.05,21,508.5
"19",2020-09-09 01:10:00,20.3904205439863,22.143948323402,23.1986792937141,24.95,21,510
"20",2020-09-09 01:20:00,20.7504561793202,22.5633380999081,23.5644386818993,25,21,513
"21",2020-09-09 01:30:00,20.5192759564052,22.274739196946,23.4665256040783,25.2,21.5,512.5
"22",2020-09-09 01:40:00,20.0563966671573,21.8092792928646,23.6803839520623,25.55,21,511.5
"23",2020-09-09 01:50:00,20.1070423138193,21.9257306177828,23.8921781895511,25.85,21,509
"24",2020-09-09 02:00:00,20.0254596463377,21.7789874257534,24.0731762594831,25.95,21,506.5
"25",2020-09-09 02:10:00,19.7990221866904,21.6138395684035,24.0212481108108,26.05,21,505.5
"26",2020-09-09 02:20:00,19.8245587306942,21.7335685538329,24.2244021447394,26.2,21,504
"27",2020-09-09 02:30:00,19.3298423326826,21.1465951755209,23.4288661451792,26.2,21,504
"28",2020-09-09 02:40:00,19.344753125191,21.1989248831162,24.2320212892679,26.25,21,502.5
"29",2020-09-09 02:50:00,19.4609708218362,21.3674000301413,24.0429605141533,26.25,21,503.5
"30",2020-09-09 03:00:00,19.6845568673535,21.6445338334553,24.4690676183589,26.3,22,502.5
"31",2020-09-09 03:10:00,19.9013354289132,21.8593769338899,24.5826088741872,26.3,22,504
"32",2020-09-09 03:20:00,20.4318164280671,22.4492120742161,25.5001852764748,26.3,22,503
"33",2020-09-09 03:30:00,20.6223115419584,22.7429317814504,25.513835178033,26.3,22,503.5
"34",2020-09-09 03:40:00,20.794924240867,22.900705945066,26.4403115742489,26.35,22,502.5
"35",2020-09-09 03:50:00,20.8770816354255,23.0660881680073,26.7069956417965,26.35,22,503.5
"36",2020-09-09 04:00:00,20.9912121358783,23.1098969142451,26.8580651646762,26.3,22,505
"37",2020-09-09 04:10:00,20.9041317926597,23.0131392654006,26.4812377101557,26.4,22,504.5
"38",2020-09-09 04:20:00,20.9988381450964,23.2581664318932,26.6487987601846,26.4,22,503.5
"39",2020-09-09 04:30:00,21.0166098097518,23.2507771019212,27.5054545753836,26.4,22,502.5
"40",2020-09-09 04:40:00,20.8198483274252,23.0424028528435,26.2602261521008,26.4,22.5,503
"41",2020-09-09 04:50:00,20.6002595144489,22.7402343651927,26.4168954311959,26.35,22.5,504.5
"42",2020-09-09 05:00:00,20.5011158774364,22.6120588113025,26.5628307509461,26.4,23,504
"43",2020-09-09 05:10:00,20.3669778320417,22.5598552868739,25.8253500424164,26.4,23,505
"44",2020-09-09 05:20:00,20.331341931119,22.4938971616567,26.3195315285514,26.35,23,504.5
"45",2020-09-09 05:30:00,20.0539484137112,22.2545677130441,26.3841076137575,26.4,23,504
"46",2020-09-09 05:40:00,19.69385440309,21.8428614057514,26.3597318887828,26.4,23,503.5
"47",2020-09-09 05:50:00,19.6600659172909,21.8064923051187,26.5736379336479,26.4,23,503.5
"48",2020-09-09 06:00:00,19.2248032747265,21.3505847438857,25.4384121203495,26.4,23,504
"49",2020-09-09 06:10:00,19.2835724426368,21.4145151414632,26.3663876630979,26.35,23,503
"50",2020-09-09 06:20:00,19.0286745388173,21.0886503297203,25.4029171235392,26.4,23,504
"51",2020-09-09 06:30:00,18.8649254509816,20.9868359978904,24.8005525007138,26.4,23,504
"52",2020-09-09 06:40:00,18.8206626945065,20.9057994800368,24.6837623906463,26.4,23,502.5
"53",2020-09-09 06:50:00,18.6269178110841,20.6178621551889,24.717607395724,26.4,23,502
"54",2020-09-09 07:00:00,18.4533725059419,20.4094785497933,24.6462792271487,26.4,23.5,502.5
"55",2020-09-09 07:10:00,18.2686189422456,20.2744018216435,24.2728452175723,26.4,24,502.5
"56",2020-09-09 07:20:00,18.1433603984093,20.1278532054301,24.3289002905715,26.4,24,502.5
