"","TimeStamp_1h","Spot_O","Model_O","RH_O","CO2_O","BP_O","TempC_O","PM1_O","PM25_O","PM10_O","Spot_M","Model_M","RH_M","CO2_M","BP_M","TempC_M","PM1_M","PM25_M","PM10_M","Spot_E","Model_E","RH_E","CO2_E","BP_E","TempC_E","PM1_E","PM25_E","PM10_E","Wind Speed (m/s)","Wind Direction","TOSAC","Opening","Bscat.rev","Tower_Neph","Bellevue","Weller","LFP","Lynnwood","Duwamish","Lynn_Dis","LFP_Dis","Wel_Dis","Bel_Dis","Duw_Dis","occupancy","Wind_NS","Lynn_Travel","LFP_Travel","Wel_Travel","Bel_Travel","Duw_Travel"
"671",2019-08-29 00:00:00,"O3",2658,47,348.333333333333,100.359375,25.2166666666667,1.67565391666667,2.21758308333333,2.85220941666667,"Mixing",1423,56,611.083333333333,100.40625,22.7166666666667,3.52663241666667,5.7728425,19.5826666666667,"Exhaust",1702,50.3333333333333,358.083333333333,100.354166666667,24.8416666666667,3.59326858333333,5.90119858333333,20.4409925,1.17464713333333,257.55,23.05,0,0.0601166666666667,1.9347195,4.5,11,6.8,6.1,8.6,16208.12,10733.51,7081.74,14163.54,11352.23,NA,1,3.83285790923387,2.53823507583488,1.67467313730018,3.34936046325856,2.68454851907204
"672",2019-08-29 01:00:00,"O3",2658,47,343.636363636364,100.414772727273,25.2727272727273,1.89649090909091,2.50938672727273,3.23962672727273,"Mixing",1423,57.5833333333333,624.25,100.369791666667,22.6083333333333,3.78623491666667,6.243303,22.6790308333333,"Exhaust",1702,51.25,370.25,100.401041666667,24.7916666666667,3.89158666666667,6.41338483333333,22.8709625,1.14892493333333,192.1,22.6666666666667,0,0.0607666666666667,1.9491125,4.4,16,7.3,5.8,9.1,16208.12,10733.51,7081.74,14163.54,11352.23,NA,1,3.91866816093313,2.59506123424909,1.71216581947855,3.42434614527181,2.74465035158858
"673",2019-08-29 02:00:00,"O3",2658,46.0833333333333,340,100.421875,25.65,2.08710083333333,2.74117916666667,3.50988133333333,"Mixing",1423,58.75,629.083333333333,100.364583333333,22.625,4.001051,6.51252683333333,20.2895775,"Exhaust",1702,52.5833333333333,372,100.375,24.7333333333333,4.06122,6.6722645,20.7015775,1.3889988,124.616666666667,21.6666666666667,0,0.0628916666666667,1.99601,4.3,9,7.6,5.8,9.1,16208.12,10733.51,7081.74,14163.54,11352.23,NA,1,3.24136749114222,2.1465321320332,1.41623592475386,2.83248384855816,2.2702663402029
"674",2019-08-29 03:00:00,"O3",2658,46.3333333333333,337.25,100.401041666667,25.6583333333333,2.2304925,2.89059225,3.61360941666667,"Mixing",1423,58.75,626,100.442708333333,22.6083333333333,3.67651158333333,5.97293625,18.63666,"Exhaust",1702,53.3333333333333,370.916666666667,100.442708333333,24.525,3.81751908333333,6.20405025,19.7328125,1.29468406666667,207.516666666667,21.4416666666667,0,0.0684583333333333,2.119516,4.2,12,8.2,6,11.5,16208.12,10733.51,7081.74,14163.54,11352.23,NA,1,3.47749359976848,2.30290202244621,1.51940542920613,3.03882373156571,2.43564998087993
"675",2019-08-29 04:00:00,"O3",2658,47,334.75,100.484375,25.625,2.328468,3.02372866666667,3.82520483333333,"Mixing",1423,58.0833333333333,623.083333333333,100.494791666667,22.2166666666667,3.60389575,6.444185,25.6061233333333,"Exhaust",1702,52.3333333333333,365.916666666667,100.546875,24.2666666666667,3.72919766666667,6.58378775,25.9115833333333,1.35470253333333,206.933333333333,21.325,0,0.0676,2.101016,4.3,11,8.7,6,10.2,16208.12,10733.51,7081.74,14163.54,11352.23,NA,1,3.32342742762683,2.20087471765429,1.45208999879826,2.90419230042039,2.32774143742323
"676",2019-08-29 05:00:00,"O3",2658,47.1666666666667,331.166666666667,100.536458333333,25.5416666666667,2.29714125,3.00476725,3.73970208333333,"Mixing",1423,58.4166666666667,622,100.520833333333,22.2833333333333,3.12319275,5.47112208333333,16.9480251666667,"Exhaust",1702,52.8333333333333,365.166666666667,100.583333333333,24.1666666666667,3.4681335,6.07401691666667,19.01284375,1.86914653333333,212.566666666667,19.4583333333333,0.23725,0.069825,2.1498005,4.5,9,8.6,5.9,9.8,16208.12,10733.51,7081.74,14163.54,11352.23,NA,1,2.40872263103229,1.59512938252008,1.05243220096388,2.10487331865331,1.68707865648106
"677",2019-08-29 06:00:00,"O3",2658,50.1666666666667,315.75,100.520833333333,24.3083333333333,1.67609266666667,2.04081966666667,3.2614075,"Mixing",1423,78.3333333333333,595.916666666667,100.536458333333,16.3333333333333,4.08311366666667,6.71050208333333,19.3871375,"Exhaust",1702,55.25,361,100.65625,23.15,1.48866833333333,1.93909316666667,3.21927,1.9548872,212.583333333333,17.3,1,0.02895,1.242616,4.8,9,7.5,6,11.4,16208.12,10733.51,7081.74,14163.54,11352.23,NA,1,2.30307690160105,1.52516756749727,1.00627289390406,2.01255431344922,1.61308397856522
"678",2019-08-29 07:00:00,"O3",2658,51.9166666666667,310.583333333333,100.583333333333,23.3,1.74719708333333,2.21708383333333,3.83096141666667,"Mixing",1423,78.3333333333333,618.833333333333,100.598958333333,16.0083333333333,4.64814366666667,7.88315941666667,25.7281733333333,"Exhaust",1702,54.8333333333333,358.916666666667,100.619791666667,23.025,1.46487908333333,1.82283191666667,2.70574691666667,1.86057246666667,159.55,16.775,1,0.0167166666666667,0.9710175,5,10,7,5.5,11.6,16208.12,10733.51,7081.74,14163.54,11352.23,NA,1,2.41982273532276,1.60248020916764,1.05728211894067,2.1145731956978,1.69485321250171
"679",2019-08-29 08:00:00,"O3",2658,52,335.166666666667,100.651041666667,23.05,2.02609091666667,2.90371491666667,6.71643841666667,"Mixing",1423,77.9166666666667,635.083333333333,100.666666666667,15.8583333333333,5.616711,10.9622401666667,87.9387333333333,"Exhaust",1702,53.3333333333333,375.5,100.729166666667,23.325,1.66905383333333,2.30732583333333,3.54678366666667,2.04920193333333,145.583333333333,16.7166666666667,1,0.0202666666666667,1.0499015,4.6,10,7.7,5.8,10.8,16208.12,10733.51,7081.74,14163.54,11352.23,NA,1,2.19707754629724,1.45497157066685,0.959959078703452,1.91992629065449,1.53884161971912
"680",2019-08-29 09:00:00,"O3",2658,52.0833333333333,368,100.666666666667,22.9333333333333,2.36809575,3.39571808333333,8.51742008333333,"Mixing",1423,74.1666666666667,640.25,100.677083333333,16.875,5.82053391666667,11.1999338333333,101.172856666667,"Exhaust",1702,53.4545454545455,406.090909090909,100.721590909091,23.3363636363636,1.95389054545455,2.68983509090909,4.94664518181818,2.2121092,156.866666666667,17.7,1,0.0215416666666667,1.0779475,5,8,8.4,6.5,12.4,16208.12,10733.51,7081.74,14163.54,11352.23,NA,1,2.03527726188,1.34782250150922,0.889264417868702,1.77853637002489,1.42551607408089
"681",2019-08-29 10:00:00,"O3",2658,52.5833333333333,384,100.651041666667,22.9916666666667,2.43661275,3.51154641666667,9.1963675,"Mixing",1423,74.1666666666667,636.416666666667,100.734375,17.275,6.07738166666667,11.2046334166667,72.3402983333333,"Exhaust",1702,54.5,421.833333333333,100.75,23.0833333333333,2.04443825,2.78615016666667,5.2501685,1.94631313333333,148.116666666667,18.1333333333333,1,0.0225166666666667,1.0999255,5.4,9,7.7,5.8,11.3,16208.12,10733.51,7081.74,14163.54,11352.23,NA,1,2.31322261482396,1.53188636735409,1.01070581414152,2.02142019148204,1.62019007538709
"682",2019-08-29 11:00:00,"O3",2658,53.1666666666667,401.166666666667,100.682291666667,23.025,2.52822891666667,3.738322,12.4840475,"Mixing",1423,72,629,100.755208333333,18.1666666666667,6.15056741666667,12.6114583333333,87.9194441666667,"Exhaust",1702,55.4166666666667,429.833333333333,100.734375,23.0166666666667,2.10243308333333,2.92736958333333,6.86523116666667,1.79197993333333,133.15,19.15,1,0.0265416666666667,1.189299,4.9,11,7.7,5.8,11.8,16208.12,10733.51,7081.74,14163.54,11352.23,NA,1,2.51244752901933,1.66381916454248,1.09775224789534,2.19551379649006,1.7597279766166
"683",2019-08-29 12:00:00,"O3",2658,54.3333333333333,401.75,100.677083333333,23,2.90897841666667,4.13606075,11.56387025,"Mixing",1423,72.25,622.25,100.671875,18.65,6.93103458333333,12.8762333333333,50.9955216666667,"Exhaust",1702,56.4166666666667,424.583333333333,100.776041666667,23.0666666666667,2.48875516666667,3.34659458333333,5.87020225,1.76625773333333,120.1,19.975,1,0.02615,1.1801415,5,11,8.2,6.5,11.3,16208.12,10733.51,7081.74,14163.54,11352.23,NA,1,2.54903657070408,1.68804954072514,1.11373893111711,2.22748729838069,1.78535508307218
"684",2019-08-29 13:00:00,"O3",2658,55,380.083333333333,100.661458333333,22.9333333333333,2.83252866666667,3.9887515,11.4066283333333,"Mixing",1423,68.25,624.083333333333,100.713541666667,19.5666666666667,5.69237616666667,11.5995091666667,51.7080875,"Exhaust",1702,57,418.25,100.791666666667,22.975,2.33143566666667,3.14841533333333,5.555824,2.24640546666667,197,21.2,1,0.0285416666666667,1.2337545,5.4,9,8.1,6.7,11.7,16208.12,10733.51,7081.74,14163.54,11352.23,NA,1,2.00420432658412,1.32724505873809,0.875687861870706,1.75138314300161,1.40375246989645
"685",2019-08-29 14:00:00,"O3",2658,54.6666666666667,390.416666666667,100.59375,22.9666666666667,2.89927775,4.37248625,10.331419,"Mixing",1423,64.9166666666667,627,100.744791666667,20.825,6.10381183333334,14.3330691666667,128.644259166667,"Exhaust",1702,57.1666666666667,425.583333333333,100.791666666667,22.9416666666667,2.42101691666667,3.453908,6.01227625,2.89803453333333,120.866666666667,21.9833333333333,1,0.01955,1.033973,5.5,12,8.2,6.6,13.2,16208.12,10733.51,7081.74,14163.54,11352.23,NA,1,1.55355483303266,1.02881125854846,0.678787632574335,1.35758101617285,1.08811581986056
"686",2019-08-29 15:00:00,"O3",2658,55.1666666666667,385.666666666667,100.635416666667,22.9833333333333,2.82401683333333,4.35195575,11.5970255833333,"Mixing",1423,62.1666666666667,616,100.666666666667,21.8166666666667,5.19851675,14.4620635833333,228.649910833333,"Exhaust",1702,57.75,423.083333333333,100.770833333333,23.0666666666667,2.45281016666667,3.50634625,6.30108541666667,2.79514573333333,127.3,23.1833333333333,1,0.0154833333333333,0.9434155,5.2,8,8.7,7,13,16208.12,10733.51,7081.74,14163.54,11352.23,NA,1,1.61074090050626,1.06668161162386,0.703773680399157,1.40755332351663,1.12816916292291
"687",2019-08-29 16:00:00,"O3",2658,55,381.083333333333,100.645833333333,23.0083333333333,2.39972366666667,3.95099575,8.07060416666667,"Mixing",1423,59.3333333333333,608.5,100.671875,22.6,4.32007283333333,11.77901825,171.835925,"Exhaust",1702,57.6666666666667,423.583333333333,100.729166666667,22.9083333333333,2.03659391666667,3.1045385,6.13763475,3.50679326666667,169.733333333333,23.5666666666667,1,0.0207583333333333,1.0605945,5.1,6,8,6.5,13.5,16208.12,10733.51,7081.74,14163.54,11352.23,NA,1,1.28386683023237,0.850215661098724,0.560954082665343,1.12191291801081,0.899225298564475
"688",2019-08-29 17:00:00,"O3",2658,55,368.666666666667,100.697916666667,23.0583333333333,2.40095325,3.6259925,7.92536166666667,"Mixing",1423,60.6666666666667,613.833333333333,100.682291666667,22.075,4.51390183333333,9.70169041666666,52.8334308333333,"Exhaust",1702,57.8333333333333,410.5,100.770833333333,22.8916666666667,2.03447541666667,2.92263716666667,5.20590108333333,3.30958973333333,176.683333333333,23.0583333333333,1,0.032375,1.3184475,5.2,6,7,5.7,12.8,16208.12,10733.51,7081.74,14163.54,11352.23,NA,1,1.36036666726694,0.900876179765229,0.594378807798251,1.18876265146741,0.95280608060329
"689",2019-08-29 18:00:00,"O3",2658,55.9166666666667,321.5,100.713541666667,22.95,2.56005958333333,3.68090666666667,4.8498505,"Mixing",1423,67,607.75,100.71875,20.4,4.503981,11.0259478333333,36.375245,"Exhaust",1702,58.1666666666667,376.916666666667,100.833333333333,23.025,2.09379358333333,2.94657933333333,4.00826233333333,3.66112646666667,204.5,21.5,1,0.0408916666666667,1.5075175,5,5,7,6.1,10.7,16208.12,10733.51,7081.74,14163.54,11352.23,NA,1,1.22974598024599,0.814375188265523,0.537307306346897,1.07461916502675,0.861318845697588
"690",2019-08-29 19:00:00,"O3",2658,53.3333333333333,310.416666666667,100.682291666667,23.825,2.17762758333333,3.16492775,4.52257116666667,"Mixing",1423,66.5833333333333,597.333333333333,100.802083333333,20.875,3.52949783333333,8.98061725,28.6431066666667,"Exhaust",1702,56.5833333333333,357.833333333333,100.8125,23.7166666666667,2.18711733333333,4.35332816666667,9.56739508333333,2.38359053333333,191.516666666667,21.1916666666667,0.0339166666666667,0.0309583333333333,1.286942,4.8,6,5.4,4.4,10.1,16208.12,10733.51,7081.74,14163.54,11352.23,NA,1,1.88885443728432,1.25085685391863,0.825288560468076,1.65058411318857,1.32296096083766
"691",2019-08-29 20:00:00,"O3",2658,50.25,314.75,100.75,24.925,2.09742058333333,2.90784125,3.60106341666667,"Mixing",1423,62.5833333333333,591.083333333333,100.802083333333,22.25,3.48898066666667,9.04278658333333,24.8925516666667,"Exhaust",1702,55.9166666666667,354.416666666667,100.885416666667,24.3083333333333,3.097944,7.73670691666667,19.6337133333333,1.75768366666667,156.116666666667,20.5583333333333,0,0.0575416666666667,1.877092,4.4,21,5.9,4,10.5,16208.12,10733.51,7081.74,14163.54,11352.23,NA,1,2.56147089543922,1.69628392872867,1.11917180395183,2.23835309008011,1.7940641322579
"692",2019-08-29 21:00:00,"O3",2658,50,314.916666666667,100.765625,25.0583333333333,2.36696316666667,3.62888375,4.40652441666667,"Mixing",1423,67.8333333333333,601.25,100.833333333333,21.7333333333333,6.01032316666667,14.297,35.0827483333333,"Exhaust",1702,59.8333333333333,361,100.828125,24.0583333333333,5.93440058333333,14.061295,34.0485475,1.38042473333333,149.35,20.3416666666667,0,0.0878416666666667,2.549012,4.1,9,7.1,5,13.1,16208.12,10733.51,7081.74,14163.54,11352.23,NA,1,3.26150020847851,2.15986462974769,1.4250324211809,2.85007691594051,2.28436737337186
"693",2019-08-29 22:00:00,"O3",2658,50,315.25,100.802083333333,25.1416666666667,2.8034265,4.57071741666667,5.42979675,"Mixing",1423,69.4166666666667,600.25,100.859375,21.5333333333333,5.88013516666667,15.3360458333333,38.9512925,"Exhaust",1702,61.5,358.083333333333,100.838541666667,23.9333333333333,5.96322941666667,15.3660216666667,37.6981125,1.65479486666667,113.45,19.5083333333333,0,0.101266666666667,2.8472875,4.4,10,8.4,6.6,15.6,16208.12,10733.51,7081.74,14163.54,11352.23,NA,1,2.72073333453388,1.80175235953046,1.1887576155965,2.37752530293483,1.90561216120658
"694",2019-08-29 23:00:00,"O3",2658,50.5833333333333,313.666666666667,100.859375,25.2083333333333,3.11930941666667,5.16552191666667,5.99182716666667,"Mixing",1423,68.5,600.5,100.921875,21.6083333333333,4.99749008333333,14.0138366666667,35.91887,"Exhaust",1702,61.0909090909091,356.545454545455,100.954545454545,23.9181818181818,5.16579345454545,14.2868572727273,35.3533072727273,1.53475793333333,175.466666666667,21.0583333333333,0,0.0965083333333333,2.743817,4.6,7,7.9,7.5,15.1,16208.12,10733.51,7081.74,14163.54,11352.23,NA,1,2.93352812047508,1.94267153848815,1.28173307156494,2.56347700260571,2.05465445314453
"695",2019-08-30 00:00:00,"O3",2658,51,311.666666666667,100.880208333333,25.1583333333333,3.2500015,5.29728933333333,5.94879925,"Mixing",1423,66.5,591.833333333333,100.953125,21.7916666666667,4.20123908333333,12.4746908333333,30.42796,"Exhaust",1702,59.6666666666667,349.75,101,23.95,4.36989275,12.6803325,30.4667508333333,1.9034428,200.716666666667,21.0833333333333,0,0.0886416666666667,2.567808,4.4,4,7.3,6.1,12.8,16208.12,10733.51,7081.74,14163.54,11352.23,NA,1,2.36532222326595,1.56638831256477,1.03346945860417,2.06694767327217,1.65668084285077
"696",2019-08-30 01:00:00,"O3",2658,51,309.416666666667,100.854166666667,25.1583333333333,3.23234508333333,5.23070883333333,5.81667041666667,"Mixing",1423,66.0833333333333,591.75,100.96875,21.675,4.26961733333333,14.2397158333333,37.1220158333333,"Exhaust",1702,59.4166666666667,349.166666666667,100.984375,23.8166666666667,4.35785566666667,14.3296733333333,36.3995725,1.86057246666667,139.55,19.575,0,0.0845333333333333,2.476233,4.7,6,6.8,5.2,11.8,16208.12,10733.51,7081.74,14163.54,11352.23,NA,1,2.41982273532276,1.60248020916764,1.05728211894067,2.1145731956978,1.69485321250171
"697",2019-08-30 02:00:00,"O3",2658,50.8333333333333,307.916666666667,100.901041666667,25.25,3.23425975,5.4134815,5.9686555,"Mixing",1423,67.3333333333333,596,100.947916666667,21.325,4.41716666666667,14.8971516666667,42.0450525,"Exhaust",1702,60,350.833333333333,100.96875,23.6416666666667,4.45848358333333,14.9407266666667,40.2056025,1.53475793333333,136.05,19.6833333333333,0,0.0887833333333333,2.5707495,4.8,5,7.3,5.5,13,16208.12,10733.51,7081.74,14163.54,11352.23,NA,1,2.93352812047508,1.94267153848815,1.28173307156494,2.56347700260571,2.05465445314453
"698",2019-08-30 03:00:00,"O3",2658,50.75,305.5,100.911458333333,25.275,3.24638575,5.500445,6.06058483333333,"Mixing",1423,65.3333333333333,596.5,101.005208333333,21.7333333333333,4.24469575,15.0148916666667,47.5754883333333,"Exhaust",1702,59.1666666666667,352.5,100.973958333333,23.6833333333333,4.33848041666667,15.2535133333333,46.8954425,1.92059093333333,160.583333333333,20.5416666666667,0,0.0844083333333333,2.4737725,4.6,5,7.4,5.8,13.7,16208.12,10733.51,7081.74,14163.54,11352.23,NA,1,2.34420327484393,1.55240270263115,1.02424205272377,2.04849278333224,1.64188904961103
"699",2019-08-30 04:00:00,"O3",2658,50.5,304.583333333333,100.901041666667,25.35,3.21069475,5.35249741666667,5.80041058333333,"Mixing",1423,62.9166666666667,590.75,101.015625,22.1916666666667,3.947782,13.7944391666667,42.0705666666667,"Exhaust",1702,57.5833333333333,350.916666666667,101.052083333333,24,4.01400516666667,13.6800208333333,39.2140441666667,2.38359053333333,193,20.8166666666667,0,0.084125,2.467427,4.3,2,7.4,6,10.9,16208.12,10733.51,7081.74,14163.54,11352.23,NA,1,1.88885443728432,1.25085685391863,0.825288560468076,1.65058411318857,1.32296096083766
"700",2019-08-30 05:00:00,"O3",2658,50.75,303.416666666667,100.90625,25.25,3.01525716666667,4.99781441666667,5.44870691666667,"Mixing",1423,62.5833333333333,590.75,101.005208333333,22.1083333333333,3.44183741666667,11.623246,35.971443,"Exhaust",1702,56.8333333333333,349.083333333333,101.09375,23.9916666666667,3.8282105,12.7043413333333,35.9233225,2.2378314,192.3,19.675,0.2205,0.08215,2.4236375,4.4,5,7.2,5.7,11.8,16208.12,10733.51,7081.74,14163.54,11352.23,NA,1,2.01188327036414,1.33233028884819,0.879042987778257,1.758093423243,1.40913083185008
"701",2019-08-30 06:00:00,"O3",2658,53.8333333333333,305.333333333333,100.927083333333,24.1083333333333,2.02051316666667,3.17738116666667,3.57762266666667,"Mixing",1423,77.4166666666667,599.75,100.947916666667,17.7,4.70490175,15.2183258333333,60.9461783333333,"Exhaust",1702,58.4166666666667,356.5,101.03125,23.2333333333333,1.76126925,3.08533966666667,4.841238,2.02347973333333,166.1,18.575,1,0.031525,1.299744,4.4,7,7.3,5.7,13.5,16208.12,10733.51,7081.74,14163.54,11352.23,NA,1,2.22500649815695,1.47346697198889,0.972161948347988,1.9443321333323,1.5584031657325
"702",2019-08-30 07:00:00,"O3",2658,56.25,312.666666666667,100.958333333333,23.325,2.44111116666667,3.80550383333333,4.86718675,"Mixing",1423,83.3333333333333,622.5,100.984375,17.0833333333333,6.98233958333333,20.0286375,85.8817933333333,"Exhaust",1702,59.5454545454545,368.545454545455,101.0625,23.1363636363636,2.00448809090909,3.04447609090909,3.970819,1.70623926666667,116.2,17.975,1,0.0222,1.092729,4.2,10,8.5,5.9,13.9,16208.12,10733.51,7081.74,14163.54,11352.23,NA,1,2.63870117369367,1.74742816778582,1.15291567743781,2.30584112294684,1.84815651815513
"703",2019-08-30 08:00:00,"O3",2658,57.25,327.583333333333,100.911458333333,23.2083333333333,2.52452591666667,4.09214175,6.77167491666667,"Mixing",1423,85.6666666666667,628.25,100.994791666667,16.7416666666667,6.36236008333333,18.3923266666667,83.0199241666667,"Exhaust",1702,59.4166666666667,373.583333333333,101.088541666667,23.5,1.98950466666667,3.2085225,4.51352883333333,2.2121092,124.366666666667,17.6833333333333,1,0.0272583333333333,1.204987,3.8,7,8.5,7.8,13.2,16208.12,10733.51,7081.74,14163.54,11352.23,NA,1,2.03527726188,1.34782250150922,0.889264417868702,1.77853637002489,1.42551607408089
"704",2019-08-30 09:00:00,"O3",2658,57.3333333333333,353.25,100.963541666667,23.225,2.401049,3.93931066666667,8.917998,"Mixing",1423,82.9166666666667,642.75,100.994791666667,17.125,5.961997,16.3072525,73.7612866666667,"Exhaust",1702,59.6666666666667,392.75,101.114583333333,23.4666666666667,1.94358525,3.09905558333333,5.28300408333333,2.01490566666667,133.883333333333,18.0083333333333,1,0.032,1.310141,3.6,6,7,6.5,11.3,16208.12,10733.51,7081.74,14163.54,11352.23,NA,1,2.23447461091506,1.47973704421012,0.97629880770266,1.95260588709116,1.5650346685654
"705",2019-08-30 10:00:00,"O3",2658,57,367.25,100.979166666667,23.15,2.3865595,3.884929,11.8331513333333,"Mixing",1423,80.1666666666667,633.75,100.973958333333,17.45,5.39542991666667,13.9606,59.6437575,"Exhaust",1702,59.25,405.333333333333,101.119791666667,23.2,1.95846241666667,3.03586941666667,5.78889575,2.47790526666667,132.45,18.4166666666667,1,0.0492666666666667,1.693313,3.8,4,6.5,5.6,11,16208.12,10733.51,7081.74,14163.54,11352.23,NA,1,1.81696032375446,1.20324638543037,0.79387619311462,1.58775911234056,1.27260604537325
"706",2019-08-30 11:00:00,"O3",2658,57,377.416666666667,101.026041666667,23.05,2.40976483333333,3.90286541666667,11.3574890833333,"Mixing",1423,76.3333333333333,633.916666666667,101.036458333333,18.2,5.28360516666667,14.32221,63.2351091666667,"Exhaust",1702,59,409.5,101.135416666667,23.1833333333333,1.93537125,3.00836941666667,5.54091541666667,2.22068326666667,141.4,19.2083333333333,1,0.03775,1.4380315,3.8,9,6.2,5.3,10.8,16208.12,10733.51,7081.74,14163.54,11352.23,NA,1,2.02741904851367,1.34261855362694,0.885830964517857,1.77166943423329,1.42001215101494
"707",2019-08-30 12:00:00,"O3",2658,56.4166666666667,382.166666666667,101.041666666667,23.0583333333333,2.32399475,3.94859908333333,11.11024275,"Mixing",1423,72.5833333333333,628.833333333333,101.057291666667,18.975,4.65258341666667,13.7753791666667,68.5717283333333,"Exhaust",1702,59,412.833333333333,101.145833333333,23.0333333333333,1.8682965,3.045917,5.2616465,2.11779446666667,116.25,19.9666666666667,1,0.0271,1.2015645,3.6,12,6.4,5.2,9.9,16208.12,10733.51,7081.74,14163.54,11352.23,NA,1,2.12591713993943,1.4078469853821,0.928867286680668,1.85774244318389,1.48900059559866
"708",2019-08-30 13:00:00,"O3",2658,55.9166666666667,368.083333333333,100.984375,23.0083333333333,1.9617915,3.39360275,9.09928025,"Mixing",1423,69.3333333333333,616.916666666667,101.03125,19.4666666666667,3.90755908333333,11.8158533333333,47.2158833333333,"Exhaust",1702,58.1666666666667,402.416666666667,101.145833333333,23.0583333333333,1.56553308333333,2.60745641666667,4.86589166666667,2.30642393333333,101.9,20.6333333333333,1,0.029475,1.2542525,3.3,7,6.1,5.2,8,16208.12,10733.51,7081.74,14163.54,11352.23,NA,1,1.95205031065071,1.29270708323189,0.8529004453908,1.70580811697555,1.36722359521513
"709",2019-08-30 14:00:00,"O3",2658,54.9166666666667,364.5,101,23.0166666666667,1.78992741666667,3.08292291666667,7.4081145,"Mixing",1423,65.75,614.75,101.010416666667,19.9833333333333,3.37994833333333,10.216104,40.5709033333333,"Exhaust",1702,57.3333333333333,399.5,101.130208333333,22.9333333333333,1.43363091666667,2.3911465,4.21457983333333,2.37501646666667,103.65,21.275,1,0.0197166666666667,1.0374325,3.3,6,5.6,4.4,7.4,16208.12,10733.51,7081.74,14163.54,11352.23,NA,1,1.89567340637198,1.25537258263313,0.828267941552798,1.6565429006008,1.32773699318726
"710",2019-08-30 15:00:00,"O3",2658,53.5833333333333,365.916666666667,100.916666666667,23.0166666666667,1.5516495,2.6362605,6.35364091666667,"Mixing",1423,60.5833333333333,609.166666666667,100.984375,20.8083333333333,2.75197541666667,7.93750608333333,30.4265158333333,"Exhaust",1702,56,401.75,101.046875,22.9,1.26928858333333,2.08497808333333,3.9471445,2.06635006666667,161.116666666667,22.525,1,0.00932166666666667,0.806796666666667,3.1,7,4.8,4.1,7.5,16208.12,10733.51,7081.74,14163.54,11352.23,NA,1,2.17884453761427,1.44289711779825,0.951992613320021,1.90399329239179,1.52607114984593
"711",2019-08-30 16:00:00,"O3",2658,52.5,352.416666666667,100.921875,22.9083333333333,1.39499741666667,2.24068641666667,5.044364,"Mixing",1423,57.25,611.083333333333,100.984375,21.5916666666667,2.55114966666667,6.9607755,25.4801441666667,"Exhaust",1702,55,401.5,101.036458333333,22.7333333333333,1.15717433333333,1.806629,3.47413683333333,1.50046166666667,144.6,22.9333333333333,1,0.0162166666666667,0.96001375,3,7,4.5,3.9,7.1,16208.12,10733.51,7081.74,14163.54,11352.23,NA,1,3.00058019180023,1.98707545936788,1.31102982748643,2.62207076266527,2.10161798350211
"712",2019-08-30 17:00:00,"O3",2658,50.0833333333333,334.416666666667,100.901041666667,23.2583333333333,1.27430266666667,1.97827291666667,4.06389916666667,"Mixing",1423,55.1666666666667,606.75,100.875,21.75,2.23250066666667,5.78353425,19.96182,"Exhaust",1702,53.5833333333333,388.916666666667,100.942708333333,22.7083333333333,1.0548672,1.62668816666667,2.7271045,1.8519984,221.133333333333,23.2916666666667,1,0.004395,0.697583916666667,3.2,5,4.3,3.1,6.6,16208.12,10733.51,7081.74,14163.54,11352.23,NA,1,2.43102561835667,1.6098990990249,1.06217694356539,2.12436288641862,1.70269975515218
"713",2019-08-30 18:00:00,"O3",2658,49,326.833333333333,100.84375,23.45,1.20865183333333,1.87961166666667,2.77543783333333,"Mixing",1423,55,602.454545454545,100.801136363636,21.7,2.14395663636364,5.65511781818182,19.5686818181818,"Exhaust",1702,52.5833333333333,372.583333333333,100.9375,22.85,0.997458525,1.50659225,2.21769158333333,1.8777206,225.583333333333,23.3333333333333,1,0.0026335,0.658455333333333,3,4,4.2,3.1,6.6,16208.12,10733.51,7081.74,14163.54,11352.23,NA,1,2.39772389755726,1.58784568670949,1.04762657447546,2.09526202496083,1.67937510097201
"714",2019-08-30 19:00:00,"O3",2658,47.8,346,100.7625,24.22,1.2201292,1.7543162,4.6122198,"Mixing",1423,53.6666666666667,590,100.921875,22.55,1.66971433333333,3.98162283333333,13.5397499166667,"Exhaust",1702,50.4166666666667,358.833333333333,100.890625,23.6916666666667,1.16439625,2.049547,4.01400816666667,1.80912806666667,195.766666666667,23.275,0.0335833333333333,0.00691383333333333,0.753468333333333,3.2,5,4.6,3.4,7,16208.12,10733.51,7081.74,14163.54,11352.23,NA,1,2.48863286049782,1.6480483667743,1.08734701331813,2.17470323917736,1.74304809058232
"715",2019-08-30 20:00:00,"O3",2658,45.9166666666667,317.416666666667,100.828125,25.35,1.24871558333333,1.78215,2.499208,"Mixing",1423,52.9166666666667,585.833333333333,100.895833333333,23.0416666666667,2.41422808333333,5.96375633333333,18.9889891666667,"Exhaust",1702,48.0833333333333,349.666666666667,100.864583333333,24.7666666666667,2.13690241666667,5.18385575,14.47581625,1.58620233333333,226.583333333333,22.875,0,0.0387083333333333,1.4590475,3.2,3,6.3,3.6,8,16208.12,10733.51,7081.74,14163.54,11352.23,NA,1,2.83838666791913,1.87966597507772,1.240163350325,2.48033720792661,1.98801701142092
