"","ID_10m","PA_Floor_A","PA_Floor_B"
"3717",2020-10-04 18:20:00,5.41,5.494
"3718",2020-10-04 18:30:00,5.298,5.38
"3719",2020-10-04 18:40:00,4.862,5.306
"3720",2020-10-04 18:50:00,4.786,5.438
"3721",2020-10-04 19:00:00,4.782,5.114
"3722",2020-10-04 19:10:00,4.72,5.014
"3723",2020-10-04 19:20:00,4.76,5.032
"3724",2020-10-04 19:30:00,4.368,5.282
"3725",2020-10-04 19:40:00,4.576,4.866
"3726",2020-10-04 19:50:00,4.618,4.49
"3727",2020-10-04 20:00:00,4.204,5.114
"3728",2020-10-04 20:10:00,4.662,4.558
"3729",2020-10-04 20:20:00,4.396,4.762
"3730",2020-10-04 20:30:00,4.588,4.926
"3731",2020-10-04 20:40:00,4.424,4.528
"3732",2020-10-04 20:50:00,4.486,4.566
"3733",2020-10-04 21:00:00,4.378,4.89
"3734",2020-10-04 21:10:00,4.314,4.824
"3735",2020-10-04 21:20:00,4.152,4.57
"3736",2020-10-04 21:30:00,4.612,5.042
"3737",2020-10-04 21:40:00,4.324,5.12
"3738",2020-10-04 21:50:00,4.982,4.896
"3739",2020-10-04 22:00:00,4.83,4.956
"3740",2020-10-04 22:10:00,4.586,4.602
"3741",2020-10-04 22:20:00,4.564,4.95
"3742",2020-10-04 22:30:00,4.39,4.442
"3743",2020-10-04 22:40:00,4.478,4.5
"3744",2020-10-04 22:50:00,4.264,4.914
"3745",2020-10-04 23:00:00,4.712,4.314
"3746",2020-10-04 23:10:00,4.208,4.762
"3747",2020-10-04 23:20:00,4.264,4.536
"3748",2020-10-04 23:30:00,4.538,4.384
"3749",2020-10-04 23:40:00,4.296,4.43
"3750",2020-10-04 23:50:00,4.366,4.63
"3751",2020-10-05 00:00:00,4.326,4.544
"3752",2020-10-05 00:10:00,4.316,4.782
"3753",2020-10-05 00:20:00,4.392,4.78
"3754",2020-10-05 00:30:00,4.55,4.68
"3755",2020-10-05 00:40:00,4.83,4.914
"3756",2020-10-05 00:50:00,4.434,4.738
"3757",2020-10-05 01:00:00,4.784,4.506
"3758",2020-10-05 01:10:00,4.932,4.744
"3759",2020-10-05 01:20:00,4.618,4.984
"3760",2020-10-05 01:30:00,4.798,4.878
"3761",2020-10-05 01:40:00,4.998,5.122
"3762",2020-10-05 01:50:00,5.132,5.268
"3763",2020-10-05 02:00:00,5.252,5.06
"3764",2020-10-05 02:10:00,5.458,5.532
"3765",2020-10-05 02:20:00,5.304,5.804
"3766",2020-10-05 02:30:00,5.774,5.698
"3767",2020-10-05 02:40:00,5.802,5.556
"3768",2020-10-05 02:50:00,6.012,5.902
"3769",2020-10-05 03:00:00,6.12,6.122
"3770",2020-10-05 03:10:00,6.068,6.26
"3771",2020-10-05 03:20:00,6.218,6.462
"3772",2020-10-05 03:30:00,6.412,5.892
"3773",2020-10-05 03:40:00,6.376,6.982
"3774",2020-10-05 03:50:00,6.576,6.548
"3775",2020-10-05 04:00:00,6.65,6.836
"3776",2020-10-05 04:10:00,6.836,6.928
"3777",2020-10-05 04:20:00,6.812,6.722
"3778",2020-10-05 04:30:00,6.694,6.594
"3779",2020-10-05 04:40:00,7.096,7.024
"3780",2020-10-05 04:50:00,7.294,7.378
"3781",2020-10-05 05:00:00,7.496,7.368
"3782",2020-10-05 05:10:00,7.28,7.628
"3783",2020-10-05 05:20:00,8.072,7.97
"3784",2020-10-05 05:30:00,7.734,7.802
"3785",2020-10-05 05:40:00,7.81,7.694
"3786",2020-10-05 05:50:00,7.974,8.044
"3787",2020-10-05 06:00:00,8.27,7.778
"3788",2020-10-05 06:10:00,7.982,8.03
"3789",2020-10-05 06:20:00,8.332,8.118
"3790",2020-10-05 06:30:00,8.6,8.396
"3791",2020-10-05 06:40:00,8.524,8.578
"3792",2020-10-05 06:50:00,8.406,8.832
"3793",2020-10-05 07:00:00,8.722,8.584
"3794",2020-10-05 07:10:00,8.96,8.946
"3795",2020-10-05 07:20:00,9.226,8.438
"3796",2020-10-05 07:30:00,8.638,9.13
"3797",2020-10-05 07:40:00,9.25,8.804
"3798",2020-10-05 07:50:00,9.564,9.182
"3799",2020-10-05 08:00:00,9.146,9.556
"3800",2020-10-05 08:10:00,9.56,8.86
"3801",2020-10-05 08:20:00,9.666,9.454
"3802",2020-10-05 08:30:00,9.73,9.408
"3803",2020-10-05 08:40:00,10.392,9.984
"3804",2020-10-05 08:50:00,10.134,9.806
"3805",2020-10-05 09:00:00,9.99,10.054
"3806",2020-10-05 09:10:00,10.09,10.4
"3807",2020-10-05 09:20:00,10.282,9.554
"3808",2020-10-05 09:30:00,10.376,9.862
"3809",2020-10-05 09:40:00,10.214,10.698
"3810",2020-10-05 09:50:00,10.138,10.322
"3811",2020-10-05 10:00:00,10.23,9.856
"3812",2020-10-05 10:10:00,10.28,9.62
"3813",2020-10-05 10:20:00,10.668,9.758
"3814",2020-10-05 10:30:00,10.326,9.712
"3815",2020-10-05 10:40:00,10.15,9.262
"3816",2020-10-05 10:50:00,9.878,9.336
"3817",2020-10-05 11:00:00,10.054,9.892
"3818",2020-10-05 11:10:00,10.238,9.188
"3819",2020-10-05 11:20:00,10.384,9.616
"3820",2020-10-05 11:30:00,9.842,9.742
"3821",2020-10-05 11:40:00,10.078,10.02
"3822",2020-10-05 11:50:00,10.016,9.518
"3823",2020-10-05 12:00:00,10.402,9.386
"3824",2020-10-05 12:10:00,10.072,9.968
"3825",2020-10-05 12:20:00,9.526,9.358
"3826",2020-10-05 12:30:00,7.708,7.438
"3827",2020-10-05 12:40:00,6.556,6.968
"3828",2020-10-05 12:50:00,6.244,5.394
"3829",2020-10-05 13:00:00,5.986,5.636
"3830",2020-10-05 13:10:00,5.172,5.494
"3831",2020-10-05 13:20:00,4.956,5.004
"3832",2020-10-05 13:30:00,4.556,5.022
"3833",2020-10-05 13:40:00,4.838,5.39
"3834",2020-10-05 13:50:00,4.78,4.664
"3835",2020-10-05 14:00:00,4.556,4.34
"3836",2020-10-05 14:10:00,4.494,4.752
"3837",2020-10-05 14:20:00,4.494,5.05
"3838",2020-10-05 14:30:00,4.798,4.944
"3839",2020-10-05 14:40:00,4.468,4.58
"3840",2020-10-05 14:50:00,4.3,4.45
"3841",2020-10-05 15:00:00,4.24,4.068
"3842",2020-10-05 15:10:00,4.5,4.218
"3843",2020-10-05 15:20:00,4.056,4.282
"3844",2020-10-05 15:30:00,3.92,4.188
"3845",2020-10-05 15:40:00,4.506,4.158
"3846",2020-10-05 15:50:00,4.188,4.366
"3847",2020-10-05 16:00:00,4.3,4.44
"3848",2020-10-05 16:10:00,4.382,4.252
"3849",2020-10-05 16:20:00,4.242,4.512
"3850",2020-10-05 16:30:00,4.13,4.684
"3851",2020-10-05 16:40:00,4.086,4.336
"3852",2020-10-05 16:50:00,4.206,4.67
"3853",2020-10-05 17:00:00,4.268,4.236
"3854",2020-10-05 17:10:00,4.086,4.192
"3855",2020-10-05 17:20:00,4.312,3.854
"3856",2020-10-05 17:30:00,4.034,4.006
"3857",2020-10-05 17:40:00,3.992,4.384
"3858",2020-10-05 17:50:00,3.756,4.542
"3859",2020-10-05 18:00:00,4.114,4.402
"3860",2020-10-05 18:10:00,4.152,3.97
"3861",2020-10-05 18:20:00,3.944,4.358
"3862",2020-10-05 18:30:00,3.876,3.738
"3863",2020-10-05 18:40:00,4.072,3.902
"3864",2020-10-05 18:50:00,3.596,4.03
"3865",2020-10-05 19:00:00,3.896,4.29
"3866",2020-10-05 19:10:00,3.996,4.108
"3867",2020-10-05 19:20:00,3.936,4.494
"3868",2020-10-05 19:30:00,4.168,4.11
"3869",2020-10-05 19:40:00,4.772,4.472
"3870",2020-10-05 19:50:00,4.668,4.752
"3871",2020-10-05 20:00:00,4.638,4.916
"3872",2020-10-05 20:10:00,5.344,5.084
"3873",2020-10-05 20:20:00,5.498,5.458
"3874",2020-10-05 20:30:00,5.554,5.346
"3875",2020-10-05 20:40:00,5.468,5.748
"3876",2020-10-05 20:50:00,5.672,5.324
"3877",2020-10-05 21:00:00,5.994,5.924
"3878",2020-10-05 21:10:00,5.698,5.7
"3879",2020-10-05 21:20:00,5.912,5.952
"3880",2020-10-05 21:30:00,6.364,6.108
"3881",2020-10-05 21:40:00,6.31,6.934
"3882",2020-10-05 21:50:00,6.612,6.272
"3883",2020-10-05 22:00:00,7.11,7.052
"3884",2020-10-05 22:10:00,7.164,7.04
"3885",2020-10-05 22:20:00,7.268,7.398
"3886",2020-10-05 22:30:00,7.148,6.864
"3887",2020-10-05 22:40:00,7.052,6.842
"3888",2020-10-05 22:50:00,6.746,7.354
"3889",2020-10-05 23:00:00,6.94,7.18
"3890",2020-10-05 23:10:00,7.086,6.946
"3891",2020-10-05 23:20:00,7.33,7.284
"3892",2020-10-05 23:30:00,7.722,7.66
"3893",2020-10-05 23:40:00,7.256,7.82
"3894",2020-10-05 23:50:00,7.466,7.742
"3895",2020-10-06 00:00:00,7.322,7.22
"3896",2020-10-06 00:10:00,7.206,6.872
"3897",2020-10-06 00:20:00,7.042,6.476
"3898",2020-10-06 00:30:00,6.858,6.878
"3899",2020-10-06 00:40:00,7.332,6.694
"3900",2020-10-06 00:50:00,6.732,6.65
"3901",2020-10-06 01:00:00,6.284,6.216
"3902",2020-10-06 01:10:00,5.944,5.812
"3903",2020-10-06 01:20:00,5.568,5.484
"3904",2020-10-06 01:30:00,5.892,5.464
"3905",2020-10-06 01:40:00,6.286,6.1
"3906",2020-10-06 01:50:00,5.94,5.864
"3907",2020-10-06 02:00:00,6.112,6.154
"3908",2020-10-06 02:10:00,6.44,6.666
"3909",2020-10-06 02:20:00,6.852,6.67
"3910",2020-10-06 02:30:00,7.012,7.026
"3911",2020-10-06 02:40:00,7.254,7.094
"3912",2020-10-06 02:50:00,7.44,7.13
"3913",2020-10-06 03:00:00,7.986,7.508
"3914",2020-10-06 03:10:00,8.288,8.032
"3915",2020-10-06 03:20:00,8.752,8.516
"3916",2020-10-06 03:30:00,8.71,8.612
"3917",2020-10-06 03:40:00,8.514,8.862
"3918",2020-10-06 03:50:00,9.348,8.606
"3919",2020-10-06 04:00:00,9.286,9.19
"3920",2020-10-06 04:10:00,9.602,9.07
"3921",2020-10-06 04:20:00,9.386,9.464
"3922",2020-10-06 04:30:00,9.714,9.314
"3923",2020-10-06 04:40:00,10.206,10.286
"3924",2020-10-06 04:50:00,10.24,9.712
"3925",2020-10-06 05:00:00,10.024,9.578
"3926",2020-10-06 05:10:00,10.518,9.94
"3927",2020-10-06 05:20:00,10.986,10.084
"3928",2020-10-06 05:30:00,10.76,9.842
"3929",2020-10-06 05:40:00,10.538,10.172
"3930",2020-10-06 05:50:00,10.954,9.804
"3931",2020-10-06 06:00:00,10.63,10.292
"3932",2020-10-06 06:10:00,10.824,9.966
"3933",2020-10-06 06:20:00,10.874,10.462
"3934",2020-10-06 06:30:00,11.022,10.394
"3935",2020-10-06 06:40:00,10.91,10.524
"3936",2020-10-06 06:50:00,11.208,10.986
"3937",2020-10-06 07:00:00,10.652,10.968
"3938",2020-10-06 07:10:00,11.31,10.824
"3939",2020-10-06 07:20:00,11.788,10.486
"3940",2020-10-06 07:30:00,11.918,10.714
"3941",2020-10-06 07:40:00,11.112,10.9
"3942",2020-10-06 07:50:00,11.516,10.46
"3943",2020-10-06 08:00:00,11.802,11.036
"3944",2020-10-06 08:10:00,12.036,10.28
"3945",2020-10-06 08:20:00,11.258,10.802
"3946",2020-10-06 08:30:00,11.574,10.632
"3947",2020-10-06 08:40:00,11.414,11.114
"3948",2020-10-06 08:50:00,11.798,10.78
"3949",2020-10-06 09:00:00,11.704,11.138
"3950",2020-10-06 09:10:00,12.128,11.446
"3951",2020-10-06 09:20:00,11.882,11.242
"3952",2020-10-06 09:30:00,11.904,10.922
"3953",2020-10-06 09:40:00,11.694,11.432
"3954",2020-10-06 09:50:00,12.056,11.31
"3955",2020-10-06 10:00:00,12.014,11.498
"3956",2020-10-06 10:10:00,12.052,11.466
"3957",2020-10-06 10:20:00,12.442,11.65
"3958",2020-10-06 10:30:00,11.872,11.91
"3959",2020-10-06 10:40:00,11.718,10.698
"3960",2020-10-06 10:50:00,12.218,11.68
"3961",2020-10-06 11:00:00,11.93,10.798
"3962",2020-10-06 11:10:00,11.96,11.124
"3963",2020-10-06 11:20:00,12.238,11.3
"3964",2020-10-06 11:30:00,11.616,11.022
"3965",2020-10-06 11:40:00,11.188,11.106
"3966",2020-10-06 11:50:00,11.682,11.052
"3967",2020-10-06 12:00:00,11.514,10.758
"3968",2020-10-06 12:10:00,10.996,11.376
"3969",2020-10-06 12:20:00,11.31,10.494
"3970",2020-10-06 12:30:00,9.352,9.03
"3971",2020-10-06 12:40:00,8.478,7.912
"3972",2020-10-06 12:50:00,7.738,7.816
"3973",2020-10-06 13:00:00,7.204,6.726
"3974",2020-10-06 13:10:00,6.38,6.428
"3975",2020-10-06 13:20:00,5.932,6.508
"3976",2020-10-06 13:30:00,5.682,5.788
"3977",2020-10-06 13:40:00,5.488,5.906
"3978",2020-10-06 13:50:00,5.118,5.412
"3979",2020-10-06 14:00:00,4.828,5.388
"3980",2020-10-06 14:10:00,4.774,4.976
"3981",2020-10-06 14:20:00,4.282,5.19
"3982",2020-10-06 14:30:00,4.264,4.502
"3983",2020-10-06 14:40:00,4.176,4.412
"3984",2020-10-06 14:50:00,4.092,4.268
"3985",2020-10-06 15:00:00,3.95,4.304
"3986",2020-10-06 15:10:00,3.734,4.252
"3987",2020-10-06 15:20:00,3.984,4.672
"3988",2020-10-06 15:30:00,3.704,4.15
"3989",2020-10-06 15:40:00,3.214,3.856
"3990",2020-10-06 15:50:00,3.326,3.614
"3991",2020-10-06 16:00:00,3.256,3.656
"3992",2020-10-06 16:10:00,3.32,3.438
"3993",2020-10-06 16:20:00,3.604,3.462
"3994",2020-10-06 16:30:00,3.538,3.832
"3995",2020-10-06 16:40:00,3.704,4.052
"3996",2020-10-06 16:50:00,3.614,4.282
"3997",2020-10-06 17:00:00,3.692,3.95
"3998",2020-10-06 17:10:00,3.888,3.73
"3999",2020-10-06 17:20:00,4.09,4.116
"4000",2020-10-06 17:30:00,4.348,4.302
"4001",2020-10-06 17:40:00,4.258,4.268
"4002",2020-10-06 17:50:00,4.076,4.748
"4003",2020-10-06 18:00:00,4.142,4.742
"4004",2020-10-06 18:10:00,4.1,4.514
"4005",2020-10-06 18:20:00,4.408,5.026
"4006",2020-10-06 18:30:00,4.728,4.58
"4007",2020-10-06 18:40:00,4.188,4.434
"4008",2020-10-06 18:50:00,4.81,4.904
"4009",2020-10-06 19:00:00,4.624,5.03
"4010",2020-10-06 19:10:00,4.66,4.742
"4011",2020-10-06 19:20:00,4.714,5.114
"4012",2020-10-06 19:30:00,5.02,5.548
"4013",2020-10-06 19:40:00,5.412,5.69
"4014",2020-10-06 19:50:00,5.442,5.312
"4015",2020-10-06 20:00:00,5.28,5.366
"4016",2020-10-06 20:10:00,5.084,5.162
"4017",2020-10-06 20:20:00,5.214,5.29
"4018",2020-10-06 20:30:00,5.044,5.26
"4019",2020-10-06 20:40:00,5.348,5.344
"4020",2020-10-06 20:50:00,5.092,5.296
"4021",2020-10-06 21:00:00,5.662,5.638
"4022",2020-10-06 21:10:00,5.376,5.906
"4023",2020-10-06 21:20:00,5.776,5.946
"4024",2020-10-06 21:30:00,6.164,5.898
"4025",2020-10-06 21:40:00,6.366,6.484
"4026",2020-10-06 21:50:00,6.178,6.438
"4027",2020-10-06 22:00:00,6.458,6.12
"4028",2020-10-06 22:10:00,6.352,6.564
"4029",2020-10-06 22:20:00,6.144,6.374
"4030",2020-10-06 22:30:00,6.332,6.266
"4031",2020-10-06 22:40:00,5.792,6.536
"4032",2020-10-06 22:50:00,6.214,6.402
"4033",2020-10-06 23:00:00,6.456,6.154
"4034",2020-10-06 23:10:00,5.58,5.768
"4035",2020-10-06 23:20:00,5.798,5.898
"4036",2020-10-06 23:30:00,6.798,6.522
"4037",2020-10-06 23:40:00,6.056,6.404
"4038",2020-10-06 23:50:00,6.352,6.668
"4039",2020-10-07 00:00:00,6.576,7.016
"4040",2020-10-07 00:10:00,7.26,6.75
"4041",2020-10-07 00:20:00,7.022,6.696
"4042",2020-10-07 00:30:00,7.398,7.484
"4043",2020-10-07 00:40:00,7.168,7.386
"4044",2020-10-07 00:50:00,7.142,7.458
"4045",2020-10-07 01:00:00,7.268,7.19
"4046",2020-10-07 01:10:00,7.072,7.33
"4047",2020-10-07 01:20:00,7.934,7.466
"4048",2020-10-07 01:30:00,7.556,7.828
"4049",2020-10-07 01:40:00,7.75,7.59
"4050",2020-10-07 01:50:00,7.458,7.598
"4051",2020-10-07 02:00:00,7.63,7.396
"4052",2020-10-07 02:10:00,7.84,7.584
"4053",2020-10-07 02:20:00,7.864,7.488
"4054",2020-10-07 02:30:00,7.906,7.822
"4055",2020-10-07 02:40:00,8.206,7.718
"4056",2020-10-07 02:50:00,8.008,7.908
"4057",2020-10-07 03:00:00,8.094,8.1
"4058",2020-10-07 03:10:00,8.458,8.586
"4059",2020-10-07 03:20:00,8.942,8.55
"4060",2020-10-07 03:30:00,8.714,8.574
"4061",2020-10-07 03:40:00,9.43,8.57
"4062",2020-10-07 03:50:00,9.174,8.718
"4063",2020-10-07 04:00:00,9.596,9.53
"4064",2020-10-07 04:10:00,9.752,9.566
"4065",2020-10-07 04:20:00,9.592,9.4
"4066",2020-10-07 04:30:00,10.112,9.942
"4067",2020-10-07 04:40:00,9.992,9.77
"4068",2020-10-07 04:50:00,10.01,9.532
"4069",2020-10-07 05:00:00,10.236,10.316
"4070",2020-10-07 05:10:00,10.586,9.956
"4071",2020-10-07 05:20:00,10.352,9.986
"4072",2020-10-07 05:30:00,10.12,9.502
"4073",2020-10-07 05:40:00,10.304,9.888
"4074",2020-10-07 05:50:00,9.57,9.462
"4075",2020-10-07 06:00:00,9.71,9.354
"4076",2020-10-07 06:10:00,10.002,9.106
"4077",2020-10-07 06:20:00,9.644,9.204
"4078",2020-10-07 06:30:00,9.526,9.294
"4079",2020-10-07 06:40:00,9.764,9.292
"4080",2020-10-07 06:50:00,9.292,9.154
"4081",2020-10-07 07:00:00,8.972,8.644
"4082",2020-10-07 07:10:00,9.14,8.252
"4083",2020-10-07 07:20:00,8.79,8.434
"4084",2020-10-07 07:30:00,8.572,8.502
"4085",2020-10-07 07:40:00,8.45,8.15
"4086",2020-10-07 07:50:00,8.304,8.878
"4087",2020-10-07 08:00:00,8.062,8.492
"4088",2020-10-07 08:10:00,8.232,7.808
"4089",2020-10-07 08:20:00,8.122,7.756
"4090",2020-10-07 08:30:00,7.85,7.566
"4091",2020-10-07 08:40:00,7.77,7.352
"4092",2020-10-07 08:50:00,7.06,7.22
"4093",2020-10-07 09:00:00,7.334,7.06
"4094",2020-10-07 09:10:00,7.322,6.98
"4095",2020-10-07 09:20:00,7.34,7.406
"4096",2020-10-07 09:30:00,6.942,7.174
"4097",2020-10-07 09:40:00,6.856,6.388
"4098",2020-10-07 09:50:00,7.042,6.984
"4099",2020-10-07 10:00:00,6.922,6.806
"4100",2020-10-07 10:10:00,7.108,6.56
"4101",2020-10-07 10:20:00,6.768,6.116
"4102",2020-10-07 10:30:00,6.682,6.388
"4103",2020-10-07 10:40:00,6.58,6.484
"4104",2020-10-07 10:50:00,6.388,6.054
"4105",2020-10-07 11:00:00,6.15,5.838
"4106",2020-10-07 11:10:00,6.11,6.146
"4107",2020-10-07 11:20:00,6.048,5.396
"4108",2020-10-07 11:30:00,5.814,5.732
"4109",2020-10-07 11:40:00,5.686,5.926
"4110",2020-10-07 11:50:00,5.934,5.706
"4111",2020-10-07 12:00:00,5.594,5.866
"4112",2020-10-07 12:10:00,5.442,5.93
"4113",2020-10-07 12:20:00,5.07,5.228
"4114",2020-10-07 12:30:00,4.434,4.48
"4115",2020-10-07 12:40:00,3.588,3.46
"4116",2020-10-07 12:50:00,3.318,3.558
"4117",2020-10-07 13:00:00,3,3.326
"4118",2020-10-07 13:10:00,2.888,3.158
"4119",2020-10-07 13:20:00,2.892,2.914
"4120",2020-10-07 13:30:00,2.804,3.284
"4121",2020-10-07 13:40:00,2.664,2.664
"4122",2020-10-07 13:50:00,2.848,2.948
"4123",2020-10-07 14:00:00,2.93,3.212
"4124",2020-10-07 14:10:00,2.822,3.226
"4125",2020-10-07 14:20:00,3.174,3.374
"4126",2020-10-07 14:30:00,3.426,3.52
"4127",2020-10-07 14:40:00,3.116,4.022
"4128",2020-10-07 14:50:00,3.582,3.796
"4129",2020-10-07 15:00:00,3.346,3.898
"4130",2020-10-07 15:10:00,3.886,3.998
"4131",2020-10-07 15:20:00,3.554,4.296
"4132",2020-10-07 15:30:00,4.088,3.834
"4133",2020-10-07 15:40:00,3.684,4.054
"4134",2020-10-07 15:50:00,3.938,4.434
"4135",2020-10-07 16:00:00,3.94,4.184
"4136",2020-10-07 16:10:00,3.996,4.598
"4137",2020-10-07 16:20:00,3.52,4.32
"4138",2020-10-07 16:30:00,4.174,4.502
"4139",2020-10-07 16:40:00,3.834,3.934
"4140",2020-10-07 16:50:00,3.936,4.296
"4141",2020-10-07 17:00:00,3.282,4.094
"4142",2020-10-07 17:10:00,3.504,4.054
"4143",2020-10-07 17:20:00,3.326,3.68
"4144",2020-10-07 17:30:00,3.278,3.702
"4145",2020-10-07 17:40:00,3.434,3.616
"4146",2020-10-07 17:50:00,3.648,3.932
"4147",2020-10-07 18:00:00,3.472,3.85
"4148",2020-10-07 18:10:00,3.52,3.8
"4149",2020-10-07 18:20:00,3.604,3.72
"4150",2020-10-07 18:30:00,3.632,3.718
"4151",2020-10-07 18:40:00,3.588,4.098
"4152",2020-10-07 18:50:00,3.788,3.552
"4153",2020-10-07 19:00:00,3.564,3.734
"4154",2020-10-07 19:10:00,3.414,3.694
"4155",2020-10-07 19:20:00,3.65,3.812
"4156",2020-10-07 19:30:00,3.628,4.186
"4157",2020-10-07 19:40:00,3.872,4.054
"4158",2020-10-07 19:50:00,3.574,3.836
"4159",2020-10-07 20:00:00,4.034,4.07
"4160",2020-10-07 20:10:00,4.414,4.318
"4161",2020-10-07 20:20:00,4.186,4.514
"4162",2020-10-07 20:30:00,4.446,4.646
"4163",2020-10-07 20:40:00,4.448,4.538
"4164",2020-10-07 20:50:00,4.588,5.242
"4165",2020-10-07 21:00:00,4.748,4.816
"4166",2020-10-07 21:10:00,4.578,5.038
"4167",2020-10-07 21:20:00,4.716,5.174
"4168",2020-10-07 21:30:00,5.144,5.528
"4169",2020-10-07 21:40:00,5.234,5.47
"4170",2020-10-07 21:50:00,5.298,5.126
"4171",2020-10-07 22:00:00,4.92,5.54
"4172",2020-10-07 22:10:00,5.034,5.366
"4173",2020-10-07 22:20:00,5.24,5.434
"4174",2020-10-07 22:30:00,5.518,6.228
"4175",2020-10-07 22:40:00,6.234,6.266
"4176",2020-10-07 22:50:00,5.742,6.194
"4177",2020-10-07 23:00:00,5.564,5.94
"4178",2020-10-07 23:10:00,5.314,5.296
"4179",2020-10-07 23:20:00,5.374,5.52
"4180",2020-10-07 23:30:00,5.198,5.202
"4181",2020-10-07 23:40:00,5.128,5.208
"4182",2020-10-07 23:50:00,4.904,4.976
"4183",2020-10-08 00:00:00,4.8,4.872
"4184",2020-10-08 00:10:00,4.894,5.288
"4185",2020-10-08 00:20:00,4.54,5.114
"4186",2020-10-08 00:30:00,5.01,5.142
"4187",2020-10-08 00:40:00,4.64,4.962
"4188",2020-10-08 00:50:00,4.966,5.066
"4189",2020-10-08 01:00:00,4.892,4.804
"4190",2020-10-08 01:10:00,4.884,5.114
"4191",2020-10-08 01:20:00,4.96,4.748
"4192",2020-10-08 01:30:00,4.804,4.888
"4193",2020-10-08 01:40:00,4.842,5.222
"4194",2020-10-08 01:50:00,5.1,5.278
"4195",2020-10-08 02:00:00,5.148,5.004
"4196",2020-10-08 02:10:00,5.436,4.854
"4197",2020-10-08 02:20:00,5.434,5.308
"4198",2020-10-08 02:30:00,5.71,5.638
"4199",2020-10-08 02:40:00,6.07,6.054
"4200",2020-10-08 02:50:00,6.202,6.464
"4201",2020-10-08 03:00:00,6.846,6.14
"4202",2020-10-08 03:10:00,6.852,6.688
"4203",2020-10-08 03:20:00,7.342,7.362
"4204",2020-10-08 03:30:00,7.424,7.32
"4205",2020-10-08 03:40:00,8.362,7.85
"4206",2020-10-08 03:50:00,8.404,8.374
"4207",2020-10-08 04:00:00,8.252,8.422
"4208",2020-10-08 04:10:00,9.004,8.626
"4209",2020-10-08 04:20:00,9.172,9.354
"4210",2020-10-08 04:30:00,9.73,9.648
"4211",2020-10-08 04:40:00,9.41,9.156
"4212",2020-10-08 04:50:00,10.254,9.352
"4213",2020-10-08 05:00:00,10.046,10.5
"4214",2020-10-08 05:10:00,10.436,10.21
"4215",2020-10-08 05:20:00,10.85,10.054
"4216",2020-10-08 05:30:00,11.164,10.676
"4217",2020-10-08 05:40:00,10.754,10.466
"4218",2020-10-08 05:50:00,10.89,11.026
"4219",2020-10-08 06:00:00,11.222,10.774
"4220",2020-10-08 06:10:00,10.838,10.778
"4221",2020-10-08 06:20:00,11.592,11.196
"4222",2020-10-08 06:30:00,12.144,11.268
"4223",2020-10-08 06:40:00,11.628,11.466
"4224",2020-10-08 06:50:00,11.748,11.166
"4225",2020-10-08 07:00:00,12.252,11.118
"4226",2020-10-08 07:10:00,12.09,11.03
"4227",2020-10-08 07:20:00,12.006,11.286
"4228",2020-10-08 07:30:00,12.01,11.616
"4229",2020-10-08 07:40:00,13.032,11.784
"4230",2020-10-08 07:50:00,12.662,12.108
"4231",2020-10-08 08:00:00,12.598,12.094
"4232",2020-10-08 08:10:00,12.698,12.018
"4233",2020-10-08 08:20:00,13.174,12.462
"4234",2020-10-08 08:30:00,12.966,11.856
"4235",2020-10-08 08:40:00,12.726,12.51
"4236",2020-10-08 08:50:00,13.31,11.774
"4237",2020-10-08 09:00:00,12.672,11.916
"4238",2020-10-08 09:10:00,12.704,12.218
"4239",2020-10-08 09:20:00,13.26,12.142
"4240",2020-10-08 09:30:00,12.82,11.826
"4241",2020-10-08 09:40:00,12.342,11.894
"4242",2020-10-08 09:50:00,12.552,11.596
"4243",2020-10-08 10:00:00,11.586,11.304
"4244",2020-10-08 10:10:00,11.784,11.09
"4245",2020-10-08 10:20:00,11.116,10.664
"4246",2020-10-08 10:30:00,10.94,10
"4247",2020-10-08 10:40:00,10.788,10.276
"4248",2020-10-08 10:50:00,10.224,9.628
"4249",2020-10-08 11:00:00,9.96,9.56
"4250",2020-10-08 11:10:00,9.84,8.892
"4251",2020-10-08 11:20:00,8.98,8.518
"4252",2020-10-08 11:30:00,9.114,8.602
"4253",2020-10-08 11:40:00,8.042,8.36
"4254",2020-10-08 11:50:00,7.866,8.104
"4255",2020-10-08 12:00:00,7.904,7.788
"4256",2020-10-08 12:10:00,8.09,7.584
"4257",2020-10-08 12:20:00,6.702,7.532
"4258",2020-10-08 12:30:00,5.252,4.738
"4259",2020-10-08 12:40:00,3.316,2.878
"4260",2020-10-08 12:50:00,2.37,2.698
"4261",2020-10-08 13:00:00,1.762,2.172
"4262",2020-10-08 13:10:00,1.184,1.9
"4263",2020-10-08 13:20:00,0.964,1.596
"4264",2020-10-08 13:30:00,0.612,1.218
"4265",2020-10-08 13:40:00,0.416,0.758
"4266",2020-10-08 13:50:00,0.292,0.538
"4267",2020-10-08 14:00:00,0.094,0.55
"4268",2020-10-08 14:10:00,0.096,0.48
"4269",2020-10-08 14:20:00,0.024,0.388
"4270",2020-10-08 14:30:00,0,0.432
"4271",2020-10-08 14:40:00,0.01,0.25
"4272",2020-10-08 14:50:00,0.074,0.17
"4273",2020-10-08 15:00:00,0.018,0.18
"4274",2020-10-08 15:10:00,0,0.132
"4275",2020-10-08 15:20:00,0.018,0.232
