PA_Low_A,PA_Low_B,ID_10m,PM25,TempC,RH,CO2
1.596,0.98,3/17/2020 3:50:00 AM,1.249529762,23.8,21,315
1.75,1.166,3/17/2020 4:00:00 AM,1.300432758,23.75,21,317
1.474,1.31,3/17/2020 4:10:00 AM,1.353579008,23.75,21,315
1.534,1.14,3/17/2020 4:20:00 AM,1.368545201,23.7,21,315
1.576,1.418,3/17/2020 4:30:00 AM,1.414907662,23.8,21,315.5
1.85,1.214,3/17/2020 4:40:00 AM,1.384810880,23.75,21,315
1.69,1.412,3/17/2020 4:50:00 AM,1.444083000,23.75,21,315.5
1.864,1.478,3/17/2020 5:00:00 AM,1.485002551,23.7,21,315
1.69,1.794,3/17/2020 5:10:00 AM,1.526939576,23.7,21,315.5
1.76,1.8,3/17/2020 5:20:00 AM,1.536824653,23.65,21,315.5
2.156,1.756,3/17/2020 5:30:00 AM,1.556486675,23.65,21,315.5
2.176,1.634,3/17/2020 5:40:00 AM,1.557138414,23.6,21,315
2.176,2.026,3/17/2020 5:50:00 AM,1.615392807,23.6,21,317
2.156,2.026,3/17/2020 6:00:00 AM,1.671435727,23.65,21,317
2.398,2.214,3/17/2020 6:10:00 AM,1.689289106,23.65,21,316
2.314,1.962,3/17/2020 6:20:00 AM,1.711462105,23.55,21,316.5
2.438,2.206,3/17/2020 6:30:00 AM,1.739494548,23.5,21,316.5
2.644,2.248,3/17/2020 6:40:00 AM,1.772100503,23.6,21,315.5
2.19,2.328,3/17/2020 6:50:00 AM,1.768089413,23.6,21,315.5
2.502,2.418,3/17/2020 7:00:00 AM,1.777126015,23.6,21,315
2.432,2.564,3/17/2020 7:10:00 AM,1.820558500,23.55,21,316
2.52,2.488,3/17/2020 7:20:00 AM,1.830465162,23.5,21,315.5
2.466,2.748,3/17/2020 7:30:00 AM,1.873834162,23.45,21,315.5
2.764,2.668,3/17/2020 7:40:00 AM,1.882219609,23.45,21,316.5
2.898,2.778,3/17/2020 7:50:00 AM,1.970514951,23.5,21,316.5
3.118,3.09,3/17/2020 8:00:00 AM,2.011912590,23.4,21,317
2.58,3.124,3/17/2020 8:10:00 AM,2.052664668,23.5,21,318
3.268,3.02,3/17/2020 8:20:00 AM,2.151260909,23.5,21,318.5
3.082,3.176,3/17/2020 8:30:00 AM,2.238038494,23.45,21,318.5
3.368,3.416,3/17/2020 8:40:00 AM,2.316956314,23.45,21,320
3.638,3.47,3/17/2020 8:50:00 AM,2.370158982,23.4,21,322
3.818,3.988,3/17/2020 9:00:00 AM,2.405417070,23.4,21,322.5
3.868,3.638,3/17/2020 9:10:00 AM,2.421340888,23.4,21,324
3.806,3.964,3/17/2020 9:20:00 AM,2.497694289,23.4,21,324.5
4.016,3.97,3/17/2020 9:30:00 AM,2.527544985,23.4,21,325.5
3.962,4.106,3/17/2020 9:40:00 AM,2.523557312,23.35,21,326
4.316,4.164,3/17/2020 9:50:00 AM,2.535324814,23.35,21,327.5
4.106,4.32,3/17/2020 10:00:00 AM,2.632040029,23.3,21,328
4.258,4.204,3/17/2020 10:10:00 AM,2.607907416,23.3,21,330
4.234,4.494,3/17/2020 10:20:00 AM,2.649734047,23.4,21,329.5
4.3,4.306,3/17/2020 10:30:00 AM,2.619096123,23.35,21,330.5
4.2,4.588,3/17/2020 10:40:00 AM,2.590052943,23.35,21,330.5
4.436,4.6,3/17/2020 10:50:00 AM,2.566437902,23.4,21,331.5
4.53,4.41,3/17/2020 11:00:00 AM,2.614432354,23.3,21,331.5
4.36,4.286,3/17/2020 11:10:00 AM,2.604424349,23.35,21,331
4.362,4.432,3/17/2020 11:20:00 AM,2.595943025,23.4,21,331.5
4.508,4.308,3/17/2020 11:30:00 AM,2.635095426,23.3,21,332
4.522,4.458,3/17/2020 11:40:00 AM,2.674835471,23.3,21,333
4.894,4.422,3/17/2020 11:50:00 AM,2.673613353,23.35,21,333.5
4.29,4.218,3/17/2020 12:00:00 PM,2.574925125,23.9,21,336.5
4.006,4.458,3/17/2020 12:10:00 PM,2.616268354,24.2,21,342
4.72,4.5,3/17/2020 12:20:00 PM,2.640531905,24.25,21,345.5
5.844,4.484,3/17/2020 12:30:00 PM,2.565062040,24.1,21,348
5.446,4.148,3/17/2020 12:40:00 PM,2.491964434,23.9,21.5,355.5
5.21,4.288,3/17/2020 12:50:00 PM,2.592938884,23.85,22,362
5.366,4.13,3/17/2020 1:00:00 PM,2.744506707,24.1,22,365
5.298,4.424,3/17/2020 1:10:00 PM,2.631948475,24.35,21,363.5
4.954,4.318,3/17/2020 1:20:00 PM,2.673083373,24.15,21,364
5.296,4.16,3/17/2020 1:30:00 PM,2.509649909,24.45,21,362.5
4.734,4.256,3/17/2020 1:40:00 PM,2.490639168,24.45,21,364
5.072,4.256,3/17/2020 1:50:00 PM,2.413516337,24.4,21.5,363
5.696,4.438,3/17/2020 2:00:00 PM,2.409855143,24.45,21,362.5
5.462,4.434,3/17/2020 2:10:00 PM,2.437571531,24.45,21.5,362
5.126,4.302,3/17/2020 2:20:00 PM,2.349126717,24.4,22,363.5
4.772,4.598,3/17/2020 2:30:00 PM,2.287016758,24.4,22,363
4.538,4.516,3/17/2020 2:40:00 PM,2.221884252,24.35,22,363
4.222,5.044,3/17/2020 2:50:00 PM,2.258817884,24.45,22,362.5
4.288,4.796,3/17/2020 3:00:00 PM,2.266431435,24.35,22,362.5
4.272,5.164,3/17/2020 3:10:00 PM,2.258219538,24.3,22,363
4.176,4.948,3/17/2020 3:20:00 PM,2.220736501,24.3,22,364.5
4.308,4.512,3/17/2020 3:30:00 PM,2.192518355,24,23,365.5
4.084,4.158,3/17/2020 3:40:00 PM,2.290594406,23.9,23,365.5
4.448,4.412,3/17/2020 3:50:00 PM,2.272940356,23.95,23,366.5
4.002,4.408,3/17/2020 4:00:00 PM,2.251651403,23.85,23,369.5
4.444,4.63,3/17/2020 4:10:00 PM,2.312740098,23.75,23,371
4.298,4.832,3/17/2020 4:20:00 PM,2.360543891,24.05,23,371.5
4.484,4.646,3/17/2020 4:30:00 PM,2.441929058,24.1,23,373
4.606,4.82,3/17/2020 4:40:00 PM,2.484217784,24.15,23,372
4.886,5.36,3/17/2020 4:50:00 PM,2.553993592,24.15,23,376
5.016,5.018,3/17/2020 5:00:00 PM,2.572751433,24.35,23,378
4.92,4.876,3/17/2020 5:10:00 PM,2.527387962,24,23,378
4.846,4.954,3/17/2020 5:20:00 PM,2.693035975,23.95,23,379.5
4.902,4.792,3/17/2020 5:30:00 PM,2.615193140,24.1,23,377.5
5.08,5.15,3/17/2020 5:40:00 PM,2.664870586,24.1,24,376
5.156,4.978,3/17/2020 5:50:00 PM,2.655829561,24.05,24,372.5
4.978,5.178,3/17/2020 6:00:00 PM,2.661113999,24.05,24,373
4.808,4.904,3/17/2020 6:10:00 PM,2.583382829,24,24,369
4.968,5.298,3/17/2020 6:20:00 PM,2.620049196,23.9,24,365.5
4.954,4.81,3/17/2020 6:30:00 PM,2.618466478,24,24,363
4.898,4.97,3/17/2020 6:40:00 PM,2.678391914,24.05,24,361
4.86,5.122,3/17/2020 6:50:00 PM,2.629442965,24.2,23.5,360
4.77,4.812,3/17/2020 7:00:00 PM,2.524844416,24.1,23,356
4.594,4.806,3/17/2020 7:10:00 PM,2.506223513,24.05,23,353
4.59,4.66,3/17/2020 7:20:00 PM,2.518086511,24.1,23,353
4.688,4.566,3/17/2020 7:30:00 PM,2.590418043,23.9,23.5,352.5
4.284,4.812,3/17/2020 7:40:00 PM,2.524895368,24.2,24,356
4.448,4.546,3/17/2020 7:50:00 PM,2.440766231,23.95,24,354
4.186,4.436,3/17/2020 8:00:00 PM,2.443215298,24,24,353.5
4.512,4.174,3/17/2020 8:10:00 PM,2.516893097,23.95,24,352.5
4.182,4.342,3/17/2020 8:20:00 PM,2.483118264,24,24,351
3.41,3.87,3/17/2020 8:30:00 PM,2.179141872,24.05,23.5,345.5
2.958,3.018,3/17/2020 8:40:00 PM,1.908420782,24.3,23,337
2.428,2.932,3/17/2020 8:50:00 PM,1.815309377,24.3,23.5,335.5
2.72,2.46,3/17/2020 9:00:00 PM,1.691905113,24.25,24,331
2.51,2.604,3/17/2020 9:10:00 PM,1.655225397,24.4,23.5,328.5
2.178,2.494,3/17/2020 9:20:00 PM,1.634104908,24.2,24,324
2.246,2.302,3/17/2020 9:30:00 PM,1.635003293,24.2,24,323
2.352,2.28,3/17/2020 9:40:00 PM,1.616807543,24.1,24,319
2.122,2.334,3/17/2020 9:50:00 PM,1.590161792,24.25,24,320.5
2.2,2.176,3/17/2020 10:00:00 PM,1.626403769,24.15,24,319.5
2.37,2.226,3/17/2020 10:10:00 PM,1.595427213,24.4,24,319
2.15,2.188,3/17/2020 10:20:00 PM,1.548710533,24.2,24,316.5
2.048,2.148,3/17/2020 10:30:00 PM,1.519937033,24.35,23,316.5
1.976,1.922,3/17/2020 10:40:00 PM,1.447044377,24.35,23,317
1.952,2.168,3/17/2020 10:50:00 PM,1.390626721,24.35,23,316.5
2.126,1.914,3/17/2020 11:00:00 PM,1.345269174,24.45,23,315.5
1.8,1.676,3/17/2020 11:10:00 PM,1.433413188,24.45,23,316
1.93,2.278,3/17/2020 11:20:00 PM,1.447193620,24.2,23,312.5
2.114,2.134,3/17/2020 11:30:00 PM,1.402218538,24.1,23,312
2.098,1.954,3/17/2020 11:40:00 PM,1.459044820,24.1,23,311.5
2.238,2.476,3/17/2020 11:50:00 PM,1.505314787,24.25,23,312
2.318,2.192,3/18/2020 12:00:00 AM,1.560539309,24.15,23,310.5
2.476,2.348,3/18/2020 12:10:00 AM,1.558153600,24.4,23,310.5
2.278,2.422,3/18/2020 12:20:00 AM,1.586711980,24.8,23,311
2.326,2.126,3/18/2020 12:30:00 AM,1.613289084,24.95,23,310
2.214,2.708,3/18/2020 12:40:00 AM,1.632863620,24.8,23,309.5
2.47,2.442,3/18/2020 12:50:00 AM,1.661368278,24.55,23.5,309.5
2.698,2.834,3/18/2020 1:00:00 AM,1.719483393,24.45,24,311
2.688,2.656,3/18/2020 1:10:00 AM,1.768096176,24.45,24,312.5
2.498,2.824,3/18/2020 1:20:00 AM,1.799955430,24.5,24,313
2.378,2.586,3/18/2020 1:30:00 AM,1.765540020,24.35,24,313.5
2.186,2.194,3/18/2020 1:40:00 AM,1.751506179,24.3,24,313.5
2.126,2.39,3/18/2020 1:50:00 AM,2.003857741,24.3,24,314
2.624,2.17,3/18/2020 2:00:00 AM,2.194078521,24.35,24,314
2.544,2.412,3/18/2020 2:10:00 AM,2.237612553,24.35,24,314
2.456,2.266,3/18/2020 2:20:00 AM,2.284812354,24.35,24,313.5
2.296,2.586,3/18/2020 2:30:00 AM,2.295885912,24.4,24,314
2.67,2.4,3/18/2020 2:40:00 AM,2.213604394,24.3,24,315.5
2.366,2.684,3/18/2020 2:50:00 AM,2.221445497,24.25,24,315
2.61,2.62,3/18/2020 3:00:00 AM,2.172151431,24.1,24,315
2.54,2.58,3/18/2020 3:10:00 AM,2.168090662,24.1,24,315.5
2.622,2.496,3/18/2020 3:20:00 AM,2.161002489,24.15,24,316.5
2.688,2.99,3/18/2020 3:30:00 AM,2.175860881,24.1,24.5,316.5
2.99,2.86,3/18/2020 3:40:00 AM,2.141164298,24.1,25,316
3.214,2.66,3/18/2020 3:50:00 AM,2.220532493,24.05,25,315
3.3,3.192,3/18/2020 4:00:00 AM,2.207920710,24.1,25,315.5
3.482,3.116,3/18/2020 4:10:00 AM,2.191443803,24.1,25,317
3.422,3.132,3/18/2020 4:20:00 AM,2.233793726,24.05,25,316
3.504,3.338,3/18/2020 4:30:00 AM,2.270092247,24.05,25,316
3.442,3.516,3/18/2020 4:40:00 AM,2.265343535,24.05,25,316.5
3.56,3.482,3/18/2020 4:50:00 AM,2.307766681,24,25,315
3.648,3.306,3/18/2020 5:00:00 AM,2.280955695,24,25,316
3.75,3.676,3/18/2020 5:10:00 AM,2.276138386,24,25,316
3.836,3.696,3/18/2020 5:20:00 AM,2.327383422,23.95,25,316.5
3.908,3.57,3/18/2020 5:30:00 AM,2.381368334,24,25,316.5
3.972,3.63,3/18/2020 5:40:00 AM,2.349605160,24,25,317
4.116,3.71,3/18/2020 5:50:00 AM,2.403142290,24,25,317
4.102,3.982,3/18/2020 6:00:00 AM,2.390791341,23.95,25,317
4.034,4.3,3/18/2020 6:10:00 AM,2.463298532,23.95,25,317
4.274,4.228,3/18/2020 6:20:00 AM,2.487014103,24,25,317.5
4.324,4.302,3/18/2020 6:30:00 AM,2.485854835,23.9,25,318
4.484,4.404,3/18/2020 6:40:00 AM,2.567800263,23.95,25,319.5
4.526,4.434,3/18/2020 6:50:00 AM,2.646068023,23.9,25,320
4.658,4.846,3/18/2020 7:00:00 AM,2.660525110,23.95,25,319.5
4.864,4.72,3/18/2020 7:10:00 AM,2.733664286,23.95,25,321.5
5,4.976,3/18/2020 7:20:00 AM,2.835203369,23.9,25,323
5.108,5.504,3/18/2020 7:30:00 AM,2.898652094,23.9,25,324
5.324,5.32,3/18/2020 7:40:00 AM,2.929438015,23.85,25,325
5.582,5.476,3/18/2020 7:50:00 AM,3.052749047,23.95,25,326.5
5.584,5.296,3/18/2020 8:00:00 AM,3.096198922,23.9,25,327.5
5.586,5.658,3/18/2020 8:10:00 AM,3.148017032,24,25,328
5.768,5.646,3/18/2020 8:20:00 AM,3.107047166,23.9,25,328.5
5.336,5.664,3/18/2020 8:30:00 AM,3.124230501,23.9,25,329
5.874,5.738,3/18/2020 8:40:00 AM,3.129646818,23.9,25,330
6.034,5.732,3/18/2020 8:50:00 AM,3.111059246,23.9,25,329.5
6.09,5.768,3/18/2020 9:00:00 AM,3.166758830,23.9,25,330.5
6.144,5.922,3/18/2020 9:10:00 AM,3.152699463,23.85,25,331
5.742,6.056,3/18/2020 9:20:00 AM,3.202866386,23.85,25,332
6.038,6.352,3/18/2020 9:30:00 AM,3.223835979,23.8,25,332
6.008,6.186,3/18/2020 9:40:00 AM,3.297707744,23.8,25,333.5
6.042,6.442,3/18/2020 9:50:00 AM,3.327709896,23.8,25,335
6.364,6.288,3/18/2020 10:00:00 AM,3.397698026,23.8,25,337
6.606,6.364,3/18/2020 10:10:00 AM,3.416072843,23.7,25,337.5
6.634,6.774,3/18/2020 10:20:00 AM,3.507431540,23.8,25,339
6.64,6.658,3/18/2020 10:30:00 AM,3.438120904,23.75,25,341
6.5,6.714,3/18/2020 10:40:00 AM,3.498025390,23.75,25,341.5
6.718,6.48,3/18/2020 10:50:00 AM,3.508838497,23.7,25,343
6.698,6.84,3/18/2020 11:00:00 AM,3.487735652,23.7,25,345.5
7.168,7.03,3/18/2020 11:10:00 AM,3.533775855,23.75,25,345.5
7.216,6.786,3/18/2020 11:20:00 AM,3.535793591,23.75,25,347.5
7.11,7.054,3/18/2020 11:30:00 AM,3.530067626,23.7,26,347
7.082,7.138,3/18/2020 11:40:00 AM,3.526985177,23.65,25.5,347
7.038,6.986,3/18/2020 11:50:00 AM,3.574789579,23.7,25.5,346.5
6.82,6.392,3/18/2020 12:00:00 PM,3.346759969,24.25,25,348
6.606,6.22,3/18/2020 12:10:00 PM,3.232206197,24.25,25,348.5
6.704,7.12,3/18/2020 12:20:00 PM,3.174879962,24.2,26,349.5
7.034,6.758,3/18/2020 12:30:00 PM,3.294878246,24.05,26,352.5
6.782,6.452,3/18/2020 12:40:00 PM,3.229186598,24.15,26,351
6.682,6.744,3/18/2020 12:50:00 PM,3.168465850,24.2,26,350
6.24,6.91,3/18/2020 1:00:00 PM,2.994542478,24.25,26,349
6.796,6.768,3/18/2020 1:10:00 PM,3.050898708,24.25,26,348.5
6.84,6.924,3/18/2020 1:20:00 PM,3.107244437,24.2,26,350.5
7.192,6.866,3/18/2020 1:30:00 PM,3.121482947,24.2,26,349.5
6.66,6.882,3/18/2020 1:40:00 PM,3.025474058,24.15,26,350
6.414,6.576,3/18/2020 1:50:00 PM,3.031935791,24.05,26,351
6.344,6.512,3/18/2020 2:00:00 PM,3.000147675,24.05,26,352.5
6.444,7.268,3/18/2020 2:10:00 PM,2.999260859,23.85,26,351.5
6.652,6.666,3/18/2020 2:20:00 PM,3.068522197,24,26,353.5
6.556,6.716,3/18/2020 2:30:00 PM,3.017588055,24.05,26,355.5
6.618,6.578,3/18/2020 2:40:00 PM,3.099073829,24.15,26,356
6.23,6.614,3/18/2020 2:50:00 PM,3.060155360,24.2,26,356
6.312,6.698,3/18/2020 3:00:00 PM,3.180626393,24.2,26,355
6.374,6.478,3/18/2020 3:10:00 PM,3.145323379,24.1,26,354
6.442,6.286,3/18/2020 3:20:00 PM,3.246167069,24,26,351.5
5.92,6.54,3/18/2020 3:30:00 PM,3.259343027,23.95,26,350
6.09,6.334,3/18/2020 3:40:00 PM,3.504578906,24.15,26,351.5
5.938,5.932,3/18/2020 3:50:00 PM,3.473073438,24.15,26,349.5
5.836,5.8,3/18/2020 4:00:00 PM,3.569942244,24.05,26.5,347.5
5.388,5.37,3/18/2020 4:10:00 PM,3.608169896,23.85,27,344.5
5.108,5.052,3/18/2020 4:20:00 PM,3.805346870,24,27,343
5.278,5.21,3/18/2020 4:30:00 PM,3.929205551,23.95,27,341
5.11,5.35,3/18/2020 4:40:00 PM,3.999229988,23.95,27,340
4.868,4.918,3/18/2020 4:50:00 PM,4.008256978,24.05,27,341
4.704,4.986,3/18/2020 5:00:00 PM,3.970026504,24.05,27,340.5
4.73,4.836,3/18/2020 5:10:00 PM,4.017955514,24.05,27,339
4.196,4.642,3/18/2020 5:20:00 PM,3.949913192,24.05,27.5,336
3.766,4.436,3/18/2020 5:30:00 PM,3.908615753,24.25,27,334
3.876,4.346,3/18/2020 5:40:00 PM,3.877874452,24.15,27,333
3.68,3.846,3/18/2020 5:50:00 PM,3.828037339,24.15,27.5,331
3.972,4.012,3/18/2020 6:00:00 PM,3.863746539,24.15,28,330.5
3.388,3.932,3/18/2020 6:10:00 PM,3.771026650,24.15,28,331.5
3.516,3.788,3/18/2020 6:20:00 PM,3.777757428,24.15,28,333
2.97,3.254,3/18/2020 6:30:00 PM,3.672642883,24.1,28,328
3.234,3.398,3/18/2020 6:40:00 PM,3.627398858,24.05,28,324
2.874,3.072,3/18/2020 6:50:00 PM,3.656154585,23.95,28,323.5
3.218,2.984,3/18/2020 7:00:00 PM,3.554195536,24,28,320.5
2.942,2.81,3/18/2020 7:10:00 PM,3.495231894,24,28,320.5
2.44,3.024,3/18/2020 7:20:00 PM,3.425906384,24.15,28,320
2.606,2.66,3/18/2020 7:30:00 PM,3.313177144,24,28,319.5
2.686,2.942,3/18/2020 7:40:00 PM,3.479302508,24.05,28,321.5
2.33,2.542,3/18/2020 7:50:00 PM,3.370389706,23.95,28,319.5
2.838,2.76,3/18/2020 8:00:00 PM,3.364588331,23.75,28.5,319
2.664,2.956,3/18/2020 8:10:00 PM,3.349721117,23.55,29,318.5
2.446,2.664,3/18/2020 8:20:00 PM,3.180729567,23.5,29,317.5
2.558,2.756,3/18/2020 8:30:00 PM,3.118654263,23.7,28,317.5
2.49,2.784,3/18/2020 8:40:00 PM,3.032972384,23.65,28.5,318
2.526,2.444,3/18/2020 8:50:00 PM,3.069627310,23.65,28,316.5
2.482,2.786,3/18/2020 9:00:00 PM,3.053275975,23.6,28,315.5
2.438,2.634,3/18/2020 9:10:00 PM,3.050152033,23.5,28,315.5
2.468,2.676,3/18/2020 9:20:00 PM,2.960261006,23.65,28,315.5
2.54,2.586,3/18/2020 9:30:00 PM,2.881127050,24.15,27.5,318
2.568,2.558,3/18/2020 9:40:00 PM,2.812913442,24.45,27,319
2.412,2.274,3/18/2020 9:50:00 PM,2.706577212,24.2,27,317
2.444,2.278,3/18/2020 10:00:00 PM,2.651446151,24.5,27,319
2.532,2.362,3/18/2020 10:10:00 PM,2.569163311,24.5,26.5,317.5
2.408,2.214,3/18/2020 10:20:00 PM,2.499323534,24.4,26,315
2.028,2.462,3/18/2020 10:30:00 PM,2.338767086,24.4,26,313.5
1.744,1.858,3/18/2020 10:40:00 PM,2.214373087,24.35,26,311.5
1.734,2.47,3/18/2020 10:50:00 PM,2.199908601,24.2,26,309.5
2.118,2.118,3/18/2020 11:00:00 PM,2.153488704,24,26,309
1.736,2.024,3/18/2020 11:10:00 PM,2.223144355,24,26,310
2.074,1.898,3/18/2020 11:20:00 PM,2.144661324,24.2,25,309
2.324,2.496,3/18/2020 11:30:00 PM,2.369990568,23.95,25.5,309.5
2.086,2.278,3/18/2020 11:40:00 PM,2.402577530,24.1,25,310
2.19,2.22,3/18/2020 11:50:00 PM,2.332470335,23.95,25,307
2.21,2.19,3/19/2020 12:00:00 AM,2.236010309,24.05,25,308
2.49,2.55,3/19/2020 12:10:00 AM,2.421897436,24.1,25,307.5
2.28,2.784,3/19/2020 12:20:00 AM,2.487273080,24.1,25,307.5
2.542,2.328,3/19/2020 12:30:00 AM,2.458202263,24.05,25,306
2.342,2.548,3/19/2020 12:40:00 AM,2.465903885,24,25,306
2.37,2.26,3/19/2020 12:50:00 AM,2.435169958,24.15,25,306
2.402,2.654,3/19/2020 1:00:00 AM,2.486999941,24.15,25.5,306.5
2.368,2.218,3/19/2020 1:10:00 AM,2.475618489,24.2,26,306.5
2.606,2.816,3/19/2020 1:20:00 AM,2.545051978,24.05,26,305.5
2.624,2.264,3/19/2020 1:30:00 AM,2.401586853,24.3,26,306.5
2.318,2.308,3/19/2020 1:40:00 AM,2.271808191,24.55,26,307.5
2.492,2.39,3/19/2020 1:50:00 AM,2.191649972,24.6,25,308
2.418,2.43,3/19/2020 2:00:00 AM,2.068651665,24.6,25,308.5
2.462,2.148,3/19/2020 2:10:00 AM,2.094512045,24.7,25,309
2.216,2.038,3/19/2020 2:20:00 AM,2.159304368,24.7,25.5,308
2.416,2.264,3/19/2020 2:30:00 AM,2.197588208,24.6,26,308.5
2.378,2.4,3/19/2020 2:40:00 AM,2.287814130,24.6,26,309
2.87,2.45,3/19/2020 2:50:00 AM,2.373312035,24.6,26,309
2.644,2.558,3/19/2020 3:00:00 AM,2.438286552,24.6,26,309.5
2.614,2.692,3/19/2020 3:10:00 AM,2.557968680,24.5,26,309
2.82,2.862,3/19/2020 3:20:00 AM,2.715026450,24.5,26,310.5
2.94,2.762,3/19/2020 3:30:00 AM,2.857033133,24.55,26,309.5
3.166,3.002,3/19/2020 3:40:00 AM,2.938002529,24.5,26,309
3.478,3.156,3/19/2020 3:50:00 AM,3.115618595,24.5,26,310
3.594,3.526,3/19/2020 4:00:00 AM,3.217031902,24.5,26,310.5
3.736,3.626,3/19/2020 4:10:00 AM,3.403326080,24.45,26,312.5
3.818,4.198,3/19/2020 4:20:00 AM,3.582029666,24.45,26,313
3.944,4.052,3/19/2020 4:30:00 AM,3.765262930,24.5,26,313.5
4.292,4.27,3/19/2020 4:40:00 AM,3.829204285,24.5,26,314.5
4.518,4.438,3/19/2020 4:50:00 AM,3.920392001,24.5,26,314
4.452,4.692,3/19/2020 5:00:00 AM,3.954227396,24.4,26,314
4.53,4.642,3/19/2020 5:10:00 AM,3.991836513,24.4,26,314.5
4.452,4.812,3/19/2020 5:20:00 AM,3.957729887,24.4,26,315
4.652,4.974,3/19/2020 5:30:00 AM,4.163006000,24.35,26,315.5
4.9,5.148,3/19/2020 5:40:00 AM,4.085760037,24.3,26,315
4.992,5.174,3/19/2020 5:50:00 AM,4.050890897,24.4,26,315
5.066,5.458,3/19/2020 6:00:00 AM,4.081742439,24.3,26,317
4.908,5.696,3/19/2020 6:10:00 AM,4.118371356,24.3,26,317.5
5.274,5.714,3/19/2020 6:20:00 AM,4.213663317,24.3,26,315
5.526,5.974,3/19/2020 6:30:00 AM,4.150200608,24.3,26,316
5.624,5.708,3/19/2020 6:40:00 AM,4.072105356,24.3,26,316.5
5.484,6.154,3/19/2020 6:50:00 AM,4.141402924,24.3,26,316
5.788,5.704,3/19/2020 7:00:00 AM,4.054722639,24.3,26,316
6.084,6.03,3/19/2020 7:10:00 AM,4.160513152,24.3,26,316
5.624,6.506,3/19/2020 7:20:00 AM,4.171426356,24.3,26,315.5
5.762,6.302,3/19/2020 7:30:00 AM,4.203211140,24.3,26,315
5.812,6.736,3/19/2020 7:40:00 AM,4.285565653,24.25,26,315.5
5.698,6.142,3/19/2020 7:50:00 AM,4.333636126,24.25,26.5,316.5
5.64,6.396,3/19/2020 8:00:00 AM,4.318196117,24.25,26.5,316.5
5.576,6.568,3/19/2020 8:10:00 AM,4.333131622,24.2,27,317
5.83,6.572,3/19/2020 8:20:00 AM,4.368082732,24.15,27,317
5.652,6.396,3/19/2020 8:30:00 AM,4.435476010,24.2,27,316.5
5.674,6.578,3/19/2020 8:40:00 AM,4.591498203,24.2,27,316
5.938,6.572,3/19/2020 8:50:00 AM,4.625107164,24.2,27,315.5
5.498,6.734,3/19/2020 9:00:00 AM,4.663089111,24.15,27,316
5.616,6.54,3/19/2020 9:10:00 AM,4.619112892,24.15,27,316.5
5.57,6.368,3/19/2020 9:20:00 AM,4.619401819,24.1,27,317
6.242,6.866,3/19/2020 9:30:00 AM,4.642783003,24.1,27,317
5.766,6.686,3/19/2020 9:40:00 AM,4.686388402,24.1,27,316.5
5.544,6.642,3/19/2020 9:50:00 AM,4.526798477,24.1,27,315
5.762,6.808,3/19/2020 10:00:00 AM,4.580485385,24.1,27,315.5
5.386,7.204,3/19/2020 10:10:00 AM,4.634113205,24.1,27,315.5
5.336,6.838,3/19/2020 10:20:00 AM,4.561611149,24.1,27,316
5.442,7.018,3/19/2020 10:30:00 AM,4.514841510,24.1,27,315.5
5.69,7.246,3/19/2020 10:40:00 AM,4.596388379,24.1,27,316
5.468,7.486,3/19/2020 10:50:00 AM,4.528016883,24.1,27,315.5
5.654,7.404,3/19/2020 11:00:00 AM,4.547167816,24.05,27,316
5.398,7.47,3/19/2020 11:10:00 AM,4.582415074,24.1,27,316.5
5.602,7.382,3/19/2020 11:20:00 AM,4.597497357,24.1,27,318.5
5.696,8.05,3/19/2020 11:30:00 AM,4.628518864,24.1,27,320.5
5.86,7.65,3/19/2020 11:40:00 AM,4.532681465,24.1,27,319.5
5.73,8.45,3/19/2020 11:50:00 AM,4.578225198,24.1,27,321.5
5.18,7.664,3/19/2020 12:00:00 PM,3.770547419,24.3,27,332
5.132,7.12,3/19/2020 12:10:00 PM,3.675569275,23.75,27,341.5
4.812,6.306,3/19/2020 12:20:00 PM,3.563908029,23.75,27,350
4.95,6.092,3/19/2020 12:30:00 PM,3.494522746,23.7,27.5,352.5
5.262,6.198,3/19/2020 12:40:00 PM,3.442021650,23.9,27,350.5
5.176,6.38,3/19/2020 12:50:00 PM,3.304551230,23.85,27,350
4.918,5.806,3/19/2020 1:00:00 PM,3.353710798,24,27,349
5.514,5.608,3/19/2020 1:10:00 PM,3.442544103,24,27,353
5.328,5.758,3/19/2020 1:20:00 PM,3.526702377,24.1,27,354.5
5.23,5.544,3/19/2020 1:30:00 PM,3.500587775,24.05,27,355
5.292,5.324,3/19/2020 1:40:00 PM,3.423587720,24.1,27,356
5.13,5.52,3/19/2020 1:50:00 PM,3.372953006,23.9,27.5,356.5
5.726,5.238,3/19/2020 2:00:00 PM,3.414816554,24.05,27,360.5
5.12,5.178,3/19/2020 2:10:00 PM,3.336429196,23.95,27,361.5
5.224,5.424,3/19/2020 2:20:00 PM,3.329616525,23.9,27,361.5
5.196,5.728,3/19/2020 2:30:00 PM,3.305723973,23.9,27.5,359.5
5.082,5.526,3/19/2020 2:40:00 PM,3.268633749,23.8,27.5,357
5.256,5.298,3/19/2020 2:50:00 PM,3.284079988,23.9,27,356.5
4.992,5.648,3/19/2020 3:00:00 PM,3.322833449,23.95,27,356.5
5.368,5.588,3/19/2020 3:10:00 PM,3.331731536,23.95,27,357.5
5.194,5.39,3/19/2020 3:20:00 PM,3.213374167,23.95,27,356
