"","ID_10m","PM1","PM25","PM10","TempC","RH"
"1",2020-05-28 07:10:00,0.595667431549187,0.822116383195582,0.983007548158443,24.25,35
"2",2020-05-28 07:20:00,0.613062250164544,0.860156120479557,1.06275980969205,24.25,35
"3",2020-05-28 07:30:00,0.636695291987454,0.905079234679478,1.02425787539271,24.2,35
"4",2020-05-28 07:40:00,0.662237937937657,0.913202730503035,1.06813496343023,24.3,35
"5",2020-05-28 07:50:00,0.696342402861475,0.966016652970288,1.17457927421844,24.25,35
"6",2020-05-28 08:00:00,0.719723968218189,1.02165590374672,1.21830066092355,24.2,35
"7",2020-05-28 08:10:00,0.747431661027045,1.03387990755411,1.19477107251697,24.2,35
"8",2020-05-28 08:20:00,0.757257116826705,1.03273775031107,1.23534143952356,24.2,35
"9",2020-05-28 08:30:00,0.782613958508891,1.0864813551626,1.2414135880898,24.2,35
"10",2020-05-28 08:40:00,0.807238312374768,1.13239578140549,1.35883519876063,24.15,35
"11",2020-05-28 08:50:00,0.825924048601554,1.11108198771183,1.42094645356623,24.15,35
"12",2020-05-28 09:00:00,0.849589151067864,1.15603716255515,1.5195320167305,24.15,35.5
"13",2020-05-28 09:10:00,0.86382110203877,1.19284949331986,1.42524784271066,24.1,36
"14",2020-05-28 09:20:00,0.869662495331815,1.20707788482203,1.46927089439114,24.1,36
"15",2020-05-28 09:30:00,0.890958618805678,1.20772908962727,1.39245598273278,24.1,36
"16",2020-05-28 09:40:00,0.89618030859179,1.21875716278893,1.42136085200143,24.1,36
"17",2020-05-28 09:50:00,0.909237736578933,1.25310466315309,1.55105126493617,24.15,36
"18",2020-05-28 10:00:00,0.917344248651665,1.2857270161448,1.58367361792788,24.1,36
"19",2020-05-28 10:10:00,0.911379850289016,1.25073070090441,1.44141652604558,24.15,36
"20",2020-05-28 10:20:00,0.90923745690639,1.22536277401959,1.42200753119642,24.1,36
"21",2020-05-28 10:30:00,0.905875538685267,1.22006539467329,1.44054587999276,24.05,36
"22",2020-05-28 10:40:00,0.879334995674936,1.20320215728887,1.38792905039438,24.05,36
"23",2020-05-28 10:50:00,0.862921446315754,1.16936945780304,1.51498751587141,24.1,36
"24",2020-05-28 11:00:00,0.837020946633703,1.14669472666296,1.31354482366148,24.05,36
"25",2020-05-28 11:10:00,0.818676716007356,1.09351219578332,1.30207481703148,24.1,35.5
"26",2020-05-28 11:20:00,0.801368316207952,1.08781656273502,1.29042025194751,24.1,35.5
"27",2020-05-28 11:30:00,0.782019044159227,1.06588667585271,1.18506531656594,24.1,35
"28",2020-05-28 11:40:00,0.775131878951555,1.0519028198527,1.26046544110086,24.1,35.5
"29",2020-05-28 11:50:00,0.751384171385794,0.982349198990949,1.26241900466704,24.05,35.5
"30",2020-05-28 12:00:00,0.737638342145114,0.989893442127281,1.2342096555894,23.95,36
"31",2020-05-28 12:10:00,0.684721729004829,0.975040897782259,1.26106963549401,23.9,35.5
"32",2020-05-28 12:20:00,0.543961292026897,0.734281636003213,0.883254936894751,23.55,36
"33",2020-05-28 12:30:00,0.696706256840621,1.02315403328813,1.31514170303555,23.15,36
"34",2020-05-28 12:40:00,0.651081088282084,0.971722481354045,1.31734053942241,22.85,37
"35",2020-05-28 12:50:00,0.65515512907339,0.991925364855209,1.17665225796072,22.65,37
"36",2020-05-28 13:00:00,0.629768921774133,0.914926860884408,1.12348948213256,22.5,38
"37",2020-05-28 13:10:00,0.660853711395792,0.986656334134908,1.24289041166835,22.5,38
"38",2020-05-28 13:20:00,0.635012502292971,0.963395739865664,1.27921913775573,22.4,38
"39",2020-05-28 13:30:00,0.667898586493244,1.04853927444587,1.41203412862123,22.4,39
"40",2020-05-28 13:40:00,0.665997957312121,1.05631595089067,1.30659109638845,22.3,39
"41",2020-05-28 13:50:00,0.68019873750681,1.08600042008682,1.37202915779857,22.3,39
"42",2020-05-28 14:00:00,0.666442992603223,1.08966382530988,1.5663783881628,22.25,39
"43",2020-05-28 14:10:00,0.609835261233292,0.947895804431899,1.34714425082122,22.2,39
"44",2020-05-28 14:20:00,0.61028731376276,0.965767007088013,1.27563147294241,22.2,39
"45",2020-05-28 14:30:00,0.635180102420882,1.01646594408191,1.51701623507748,22.25,39
"46",2020-05-28 14:40:00,0.628978719714748,1.01736125216811,1.42852756262876,22.35,39
"47",2020-05-28 14:50:00,0.643399297103884,1.02468513876491,1.37626212886894,22.35,39.5
"48",2020-05-28 15:00:00,0.677096991025511,1.05644737156135,1.74768348769809,22.4,40
"49",2020-05-28 15:10:00,0.693214723107956,1.15449962460987,1.69080350781941,22.45,39
"50",2020-05-28 15:20:00,0.729292176127345,1.25509244846869,1.85694458407051,22.5,38.5
"51",2020-05-28 15:30:00,0.769814693704212,1.39948471309704,4.85566529378073,22.5,39
"52",2020-05-28 15:40:00,0.688316970401594,1.20250447599184,2.16785146576901,22.55,38
"53",2020-05-28 15:50:00,0.639653795276907,1.15384130086716,1.86891314514654,22.6,37
"54",2020-05-28 16:00:00,0.645608862746513,1.14882875529406,1.58978972593301,22.7,37
"55",2020-05-28 16:10:00,0.631620684534467,1.16064672541778,1.76845779305526,22.65,37
"56",2020-05-28 16:20:00,0.614355379731545,1.31112138479738,2.28838623864587,22.8,37
"57",2020-05-28 16:30:00,0.636081054807509,1.19155839773499,1.80532839740813,22.5,37.5
"58",2020-05-28 16:40:00,0.670983603471485,1.24775101877598,1.84364422234213,22.55,38
"59",2020-05-28 16:50:00,0.650875096741378,1.20441697854368,1.71688513361057,22.6,38
