PA_Floor_A,PA_Floor_B,ID_10m,PM25,TempC,RH,CO2
29.568,25.162,9/15/2020 3:50:00 PM,37.575397901,25.5,49,521
28.97,23.712,9/15/2020 4:00:00 PM,34.917161783,25.45,49,524
26.536,23.64,9/15/2020 4:10:00 PM,34.530719670,25.5,49,527
29.126,24.522,9/15/2020 4:20:00 PM,35.937917955,25.35,49,528.5
28.788,23.146,9/15/2020 4:30:00 PM,35.468015580,25.15,49.5,524.5
29.884,25.052,9/15/2020 4:40:00 PM,37.499736562,25.25,49,520
30.394,25.116,9/15/2020 4:50:00 PM,38.851100385,25.2,49.5,522.5
29.948,24.994,9/15/2020 5:00:00 PM,38.343473387,25.15,49.5,525
30.698,25.494,9/15/2020 5:10:00 PM,38.697331692,25.2,49,527
30.538,25.53,9/15/2020 5:20:00 PM,38.392565046,25,50,528
30.344,25.65,9/15/2020 5:30:00 PM,37.935797619,25.05,50,529
29.842,24.638,9/15/2020 5:40:00 PM,37.387604627,25.05,50,529.5
29.564,25.108,9/15/2020 5:50:00 PM,37.535996107,25.05,50,531
29.752,24.688,9/15/2020 6:00:00 PM,37.393363441,25.05,50,531
29.508,25.088,9/15/2020 6:10:00 PM,36.162085185,24.95,50,532
29.4,24.148,9/15/2020 6:20:00 PM,35.848036157,25.05,50,532.5
28.908,23.522,9/15/2020 6:30:00 PM,35.844276494,24.9,50,534
27.016,23.428,9/15/2020 6:40:00 PM,34.746467968,25,50,536
27.708,23.094,9/15/2020 6:50:00 PM,34.060236059,24.9,50,536
28.662,23.146,9/15/2020 7:00:00 PM,34.056500676,25,50,536.5
29.028,24.388,9/15/2020 7:10:00 PM,35.641097747,25,50,536.5
28.658,24.324,9/15/2020 7:20:00 PM,35.903879213,25,50,535.5
29.68,25.02,9/15/2020 7:30:00 PM,36.701576776,25,50,534
30.496,25.578,9/15/2020 7:40:00 PM,37.306047028,25.15,50,536.5
29.944,24.772,9/15/2020 7:50:00 PM,37.312713074,25.15,50,536.5
29.542,24.288,9/15/2020 8:00:00 PM,36.393789845,25,50,536
30.658,25.282,9/15/2020 8:10:00 PM,36.684092462,25.15,50,536
29.548,25.184,9/15/2020 8:20:00 PM,36.569741707,25.1,50,536.5
29.336,23.296,9/15/2020 8:30:00 PM,35.595321047,25,50,536.5
28.308,23.858,9/15/2020 8:40:00 PM,35.325036729,25.2,50,536.5
27.454,24.088,9/15/2020 8:50:00 PM,35.465807031,25.25,50,536
26.006,23.074,9/15/2020 9:00:00 PM,33.758717962,25.5,49,535
26.374,21.518,9/15/2020 9:10:00 PM,32.663324409,25.45,49,534.5
24.458,21.39,9/15/2020 9:20:00 PM,31.390897551,25.55,49,533.5
24.63,20.254,9/15/2020 9:30:00 PM,30.461410404,25.5,49,534
21.754,19.322,9/15/2020 9:40:00 PM,28.464833938,25.55,49,533.5
21.528,17.728,9/15/2020 9:50:00 PM,27.462974986,25.5,49,531.5
19.872,17.742,9/15/2020 10:00:00 PM,26.591921043,25.5,49,530.5
19.546,17.538,9/15/2020 10:10:00 PM,25.747837755,25.55,49,528
17.792,15.744,9/15/2020 10:20:00 PM,23.784604027,25.35,49,529
18.126,15.778,9/15/2020 10:30:00 PM,25.097461085,25.35,49.5,527.5
17.986,16.16,9/15/2020 10:40:00 PM,24.403616133,25.35,49,525.5
18.378,15.602,9/15/2020 10:50:00 PM,24.650887595,25.25,49.5,524.5
17.732,14.978,9/15/2020 11:00:00 PM,25.005955509,25.25,50,523.5
20.382,17.938,9/15/2020 11:10:00 PM,27.247829585,24.9,50,522
21.358,17.808,9/15/2020 11:20:00 PM,29.744988784,25.05,50,521
24.832,20.168,9/15/2020 11:30:00 PM,31.755860356,24.8,50.5,519
24.906,21.666,9/15/2020 11:40:00 PM,33.007716256,24.7,51,515.5
26.724,22.2,9/15/2020 11:50:00 PM,36.272073227,24.6,51,514
28.282,23.182,9/16/2020 12:00:00 AM,38.050497075,24.6,51,511.5
29.756,24.498,9/16/2020 12:10:00 AM,38.111494140,24.6,51,510
30.76,26.216,9/16/2020 12:20:00 AM,41.563063886,24.6,51,508.5
31.5,26.358,9/16/2020 12:30:00 AM,41.708034183,24.75,51,509
32.842,26.046,9/16/2020 12:40:00 AM,44.164213117,24.8,50.5,508
33.628,27.812,9/16/2020 12:50:00 AM,44.224821742,24.8,50,509
33.766,28.622,9/16/2020 1:00:00 AM,45.099508021,24.85,50,508
32.978,28.286,9/16/2020 1:10:00 AM,45.738591284,24.75,50.5,508.5
33.626,27.098,9/16/2020 1:20:00 AM,44.375741462,24.8,50.5,508.5
32.19,27.348,9/16/2020 1:30:00 AM,42.274407111,24.8,50,508
37.42,31.794,9/16/2020 1:40:00 AM,46.765894819,25.3,49.5,507.5
44.08,37.43,9/16/2020 1:50:00 AM,56.235743598,25.5,49,508.5
50.73,44.744,9/16/2020 2:00:00 AM,64.998045300,25.55,49,509
60.548,51.23,9/16/2020 2:10:00 AM,76.252493555,25.6,49,505
66.316,57.466,9/16/2020 2:20:00 AM,82.569264678,25.45,49,505
71.572,61.542,9/16/2020 2:30:00 AM,87.495812215,25.5,49,503.5
76.604,65.346,9/16/2020 2:40:00 AM,92.415170388,25.45,49,503
82.048,69.724,9/16/2020 2:50:00 AM,97.845266840,25.5,49,501.5
85.662,73.188,9/16/2020 3:00:00 AM,103.966540193,25.45,49,501.5
89.546,77.192,9/16/2020 3:10:00 AM,106.852079509,25.55,49,500.5
92.98,80.678,9/16/2020 3:20:00 AM,111.355456352,25.65,49,503
95.974,82.146,9/16/2020 3:30:00 AM,111.793486837,25.6,49,502.5
98.458,84.328,9/16/2020 3:40:00 AM,115.199636746,25.55,49,501
102,88.04,9/16/2020 3:50:00 AM,118.387427409,25.6,49,501
104.516,89.914,9/16/2020 4:00:00 AM,119.786761505,25.65,49,502
107.186,92.25,9/16/2020 4:10:00 AM,124.057187365,25.65,49,502.5
110.45,94.832,9/16/2020 4:20:00 AM,126.455041429,25.7,49,504.5
113.608,98.638,9/16/2020 4:30:00 AM,129.164077039,25.75,49,502.5
115.19,98.746,9/16/2020 4:40:00 AM,130.976484762,25.75,49,504
117.45,101.136,9/16/2020 4:50:00 AM,133.102216780,25.65,49,506.5
119.678,103.086,9/16/2020 5:00:00 AM,135.064846364,25.7,49,507
120.188,103.108,9/16/2020 5:10:00 AM,137.267466110,25.65,49,508
122.066,106.624,9/16/2020 5:20:00 AM,139.901024303,25.75,49,509.5
124.9,106.942,9/16/2020 5:30:00 AM,141.701857778,25.8,49,511
126.714,109.344,9/16/2020 5:40:00 AM,141.823617771,25.7,49,512.5
126.02,110.184,9/16/2020 5:50:00 AM,142.994988210,25.75,49,513.5
129.29,110.426,9/16/2020 6:00:00 AM,146.444987747,25.8,49.5,514
129.318,112.11,9/16/2020 6:10:00 AM,145.398158925,25.8,49,513
130.492,111.33,9/16/2020 6:20:00 AM,146.329816840,25.85,49,512
128.5,113.058,9/16/2020 6:30:00 AM,148.019625323,25.85,49,511
131.658,112.942,9/16/2020 6:40:00 AM,147.964679711,25.9,49,510.5
130.782,113.706,9/16/2020 6:50:00 AM,146.318918611,25.8,49.5,507.5
130.502,112.478,9/16/2020 7:00:00 AM,146.937100903,25.85,49,506
132.55,113.918,9/16/2020 7:10:00 AM,146.929856367,25.9,49,505
130.814,114.232,9/16/2020 7:20:00 AM,146.008118717,25.95,49,507
131.48,114.222,9/16/2020 7:30:00 AM,148.298267858,25.9,49,507
129.868,114.792,9/16/2020 7:40:00 AM,146.304125510,25.9,49.5,507.5
129.576,113.776,9/16/2020 7:50:00 AM,146.272044781,25.8,50,507
130.122,113.962,9/16/2020 8:00:00 AM,145.200723076,25.75,50,506
129.394,114.394,9/16/2020 8:10:00 AM,145.381489882,25.8,50,505
130.438,112.652,9/16/2020 8:20:00 AM,146.455632008,25.8,50,505
128.644,110.942,9/16/2020 8:30:00 AM,144.515422730,25.75,50,504.5
126.956,109.98,9/16/2020 8:40:00 AM,142.381086560,25.8,49,506
126.6,108.768,9/16/2020 8:50:00 AM,141.566152778,25.85,49,505
126.674,109.086,9/16/2020 9:00:00 AM,140.101517456,25.9,49,503.5
124.316,108.926,9/16/2020 9:10:00 AM,139.238675717,25.8,49,501.5
123.164,107.18,9/16/2020 9:20:00 AM,137.610141631,25.85,49,502.5
123.398,104.292,9/16/2020 9:30:00 AM,137.111447883,25.8,49,502
122.332,107.192,9/16/2020 9:40:00 AM,135.161586215,25.85,49,502
120.44,106.292,9/16/2020 9:50:00 AM,133.672049663,25.75,49.5,502.5
119.316,104.27,9/16/2020 10:00:00 AM,132.781770852,25.9,49,503
119.72,104.29,9/16/2020 10:10:00 AM,131.593849316,25.8,49,501.5
116.69,100.782,9/16/2020 10:20:00 AM,130.634383205,25.8,49,502
117.126,100.792,9/16/2020 10:30:00 AM,129.724982851,25.8,49.5,502
115.032,100.126,9/16/2020 10:40:00 AM,129.149023664,25.8,49.5,503.5
115.428,99.122,9/16/2020 10:50:00 AM,127.838851056,25.8,49,501.5
114.654,97.166,9/16/2020 11:00:00 AM,126.984527506,25.8,49,501.5
112.396,99.804,9/16/2020 11:10:00 AM,126.118745976,25.85,49,500.5
113.42,98.174,9/16/2020 11:20:00 AM,125.121750071,25.8,49,500
111.39,96.826,9/16/2020 11:30:00 AM,123.650658865,25.8,49,501.5
111.742,97.024,9/16/2020 11:40:00 AM,123.952350867,25.8,49,501
111.548,95.464,9/16/2020 11:50:00 AM,123.324742975,25.75,49,501
108.202,95.156,9/16/2020 12:00:00 PM,120.630504458,25.6,50,500
105.53,90.984,9/16/2020 12:10:00 PM,117.568200577,25.85,49,498
97.604,83.296,9/16/2020 12:20:00 PM,108.545309177,25.5,50,496
77.846,66.598,9/16/2020 12:30:00 PM,88.348152530,25.3,50,500
63.676,55.82,9/16/2020 12:40:00 PM,73.574387949,25.3,50.5,500
53.946,45.278,9/16/2020 12:50:00 PM,62.311497118,25.25,50.5,500
46.568,38.864,9/16/2020 1:00:00 PM,54.324621688,25.45,50,499.5
41.976,34.816,9/16/2020 1:10:00 PM,47.902330572,25.5,50,498.5
36.848,30.648,9/16/2020 1:20:00 PM,42.744931325,25.45,50,497.5
33.976,26.75,9/16/2020 1:30:00 PM,39.075086464,25.4,50,499
30.168,25.304,9/16/2020 1:40:00 PM,35.864681733,25.5,50,498.5
28.192,23.034,9/16/2020 1:50:00 PM,33.345168079,25.55,49.5,498.5
26.104,21.854,9/16/2020 2:00:00 PM,31.845492838,25.5,49,497.5
24.626,21.152,9/16/2020 2:10:00 PM,30.618602264,25.45,50,498
23.348,19.984,9/16/2020 2:20:00 PM,29.957692720,25.5,49.5,498.5
22.718,19.28,9/16/2020 2:30:00 PM,28.941954204,25.45,49,501
21.332,18.87,9/16/2020 2:40:00 PM,28.325361647,25.45,49.5,501.5
21.882,17.896,9/16/2020 2:50:00 PM,27.909543137,25.45,49.5,502.5
21.542,17.842,9/16/2020 3:00:00 PM,26.797214623,25.4,50,504.5
21.714,17.396,9/16/2020 3:10:00 PM,26.974878310,25.4,49,505.5
20.08,17.938,9/16/2020 3:20:00 PM,26.613333231,25.4,49,507
21.68,17.608,9/16/2020 3:30:00 PM,27.257896449,25.4,49,509
20.33,16.704,9/16/2020 3:40:00 PM,26.654205873,25.45,49,507.5
20.9,17.65,9/16/2020 3:50:00 PM,27.400896580,25.5,49,508
20.786,17.886,9/16/2020 4:00:00 PM,26.949337215,25.5,49,509
20.898,17.946,9/16/2020 4:10:00 PM,26.959650292,25.5,49,510.5
19.878,17.45,9/16/2020 4:20:00 PM,27.394923155,25.6,49,510.5
20.08,16.894,9/16/2020 4:30:00 PM,26.725807205,25.65,49,512
20.198,17.12,9/16/2020 4:40:00 PM,26.407300832,25.6,49,511
19.768,17.106,9/16/2020 4:50:00 PM,26.845597337,25.7,48.5,510
20.86,16.364,9/16/2020 5:00:00 PM,26.089658165,25.75,48,510.5
20.802,16.86,9/16/2020 5:10:00 PM,26.036451556,25.7,49,510.5
19.146,16.504,9/16/2020 5:20:00 PM,25.266194167,25.8,48.5,510.5
18.226,15.766,9/16/2020 5:30:00 PM,24.075948653,25.75,48.5,510.5
16.766,14.84,9/16/2020 5:40:00 PM,23.382527939,25.8,49,508.5
16.86,15.128,9/16/2020 5:50:00 PM,23.165749377,25.8,48.5,509.5
15.312,13.628,9/16/2020 6:00:00 PM,22.219148075,25.7,49,508.5
15.208,13.24,9/16/2020 6:10:00 PM,20.971296247,25.9,48,505.5
15.546,13.082,9/16/2020 6:20:00 PM,21.062689548,25.8,49,505
15.922,14.046,9/16/2020 6:30:00 PM,21.205565962,25.75,49,505
14.668,12.62,9/16/2020 6:40:00 PM,20.623673496,25.7,49,503.5
14.758,13.268,9/16/2020 6:50:00 PM,19.495197910,25.75,49,504
13.586,12.774,9/16/2020 7:00:00 PM,18.795382356,25.85,49,502.5
14.538,12.94,9/16/2020 7:10:00 PM,18.715772270,25.85,49,502.5
15.2,12.768,9/16/2020 7:20:00 PM,19.375998320,25.8,49,501.5
13.776,12.264,9/16/2020 7:30:00 PM,15.949847121,25.75,49.5,503
13.424,11.928,9/16/2020 7:40:00 PM,18.006375693,25.75,49.5,502.5
15.202,13.672,9/16/2020 7:50:00 PM,18.695113851,25.8,50,504.5
14.314,13.392,9/16/2020 8:00:00 PM,18.080024381,25.9,49.5,505
11.236,10.382,9/16/2020 8:10:00 PM,15.825899682,25.9,49,505
9.052,8.57,9/16/2020 8:20:00 PM,12.851663719,25.85,49,508
7.818,6.974,9/16/2020 8:30:00 PM,11.125764179,25.55,49.5,510
6.238,6.73,9/16/2020 8:40:00 PM,9.365172202,25.5,50,512
6.678,6.356,9/16/2020 8:50:00 PM,9.367504061,25.45,50,512.5
6.636,6.466,9/16/2020 9:00:00 PM,9.583333185,25.35,50,512.5
6.792,7.108,9/16/2020 9:10:00 PM,10.112937589,25.1,51,511
8.356,8.492,9/16/2020 9:20:00 PM,11.699720860,25.05,51,512
9.152,8.762,9/16/2020 9:30:00 PM,12.579244482,25.05,51,510.5
9.396,8.304,9/16/2020 9:40:00 PM,12.985549499,25.05,51,513
10.142,8.634,9/16/2020 9:50:00 PM,13.706486051,25.1,50.5,513
14.672,13.34,9/16/2020 10:00:00 PM,17.268052230,25.1,51,512.5
24.888,21.654,9/16/2020 10:10:00 PM,28.165585765,25.1,51,508
34.298,29.376,9/16/2020 10:20:00 PM,37.227349005,25.25,51,507.5
39.93,34.486,9/16/2020 10:30:00 PM,43.443300718,25.25,51,504.5
43.332,37.764,9/16/2020 10:40:00 PM,48.441361110,25.25,52,503
47.466,41.602,9/16/2020 10:50:00 PM,52.023480856,25.35,52,502
49.694,42.722,9/16/2020 11:00:00 PM,55.129286072,25.25,52,500
51.236,44.332,9/16/2020 11:10:00 PM,56.946222660,25.25,52,499.5
54.078,46.212,9/16/2020 11:20:00 PM,58.344027227,25.05,52.5,497
55.426,46.716,9/16/2020 11:30:00 PM,58.554694893,25,53,496.5
55.068,45.614,9/16/2020 11:40:00 PM,58.313374455,24.95,53,497
55.256,46.128,9/16/2020 11:50:00 PM,58.181300088,24.9,53,498.5
54.494,45.434,9/17/2020 12:00:00 AM,57.656289586,24.9,54,498
55.426,46.32,9/17/2020 12:10:00 AM,58.325844291,24.8,54,497.5
56.312,46.324,9/17/2020 12:20:00 AM,58.427303465,24.75,54,497
55.074,47.5,9/17/2020 12:30:00 AM,58.252175594,24.75,54,500
54.912,46.784,9/17/2020 12:40:00 AM,58.749306202,24.75,54,496
55.332,46.85,9/17/2020 12:50:00 AM,58.475956419,24.75,54,495
53.998,46.312,9/17/2020 1:00:00 AM,58.714768931,24.8,54,496
54.786,44.814,9/17/2020 1:10:00 AM,58.523012646,24.8,54,496
53.882,45.226,9/17/2020 1:20:00 AM,56.867068821,24.9,54,495.5
52.698,44.83,9/17/2020 1:30:00 AM,56.939390921,24.9,54,496
51.432,44.058,9/17/2020 1:40:00 AM,54.986530527,25.5,52,497.5
50.68,42.71,9/17/2020 1:50:00 AM,53.819197798,25.6,52,497.5
48.81,41.714,9/17/2020 2:00:00 AM,53.199633873,25.7,52,497
50.044,42.496,9/17/2020 2:10:00 AM,52.684558076,25.65,52,495.5
50.71,43.112,9/17/2020 2:20:00 AM,53.693722813,25.55,52,494.5
50.886,43.754,9/17/2020 2:30:00 AM,54.663698586,25.65,52,494.5
51.342,44.902,9/17/2020 2:40:00 AM,55.607518850,25.7,51,493
53.358,45.728,9/17/2020 2:50:00 AM,57.037027758,25.65,51.5,492.5
53.764,45.74,9/17/2020 3:00:00 AM,57.680738966,25.55,52,492
53.73,47.648,9/17/2020 3:10:00 AM,58.961897404,25.65,52,493.5
57.114,48.346,9/17/2020 3:20:00 AM,59.782373584,25.5,52,496.5
57.608,48.88,9/17/2020 3:30:00 AM,61.050164794,25.5,52,497.5
58.222,49.096,9/17/2020 3:40:00 AM,61.585300968,25.5,52,498.5
58.208,51.43,9/17/2020 3:50:00 AM,62.036304496,25.5,52,499.5
60.848,51.592,9/17/2020 4:00:00 AM,63.903278595,25.45,52,499.5
61.312,52.754,9/17/2020 4:10:00 AM,64.745205710,25.3,52,501
61.998,53.338,9/17/2020 4:20:00 AM,67.535201716,25.25,52.5,502.5
64.458,55.644,9/17/2020 4:30:00 AM,68.312430274,25.3,53,502
67.308,56.03,9/17/2020 4:40:00 AM,70.491394402,25.35,52,501.5
68.642,59.022,9/17/2020 4:50:00 AM,73.115873255,25.35,52,502.5
70.754,60.162,9/17/2020 5:00:00 AM,73.488990751,25.5,52,503
71.904,61.108,9/17/2020 5:10:00 AM,74.877383575,25.55,52,501
73.136,61.75,9/17/2020 5:20:00 AM,76.077997719,25.6,51.5,500
74.516,63.696,9/17/2020 5:30:00 AM,76.255556045,25.55,52,500
76.11,65.058,9/17/2020 5:40:00 AM,77.901774156,25.6,51,499
77.022,65.666,9/17/2020 5:50:00 AM,78.386271320,25.7,51,498.5
77.406,66.15,9/17/2020 6:00:00 AM,78.903684645,25.75,51,498.5
78.134,66.644,9/17/2020 6:10:00 AM,79.943558240,25.9,51,500
79.136,68.608,9/17/2020 6:20:00 AM,80.939511830,25.8,51,499
80.468,68.694,9/17/2020 6:30:00 AM,81.742350970,25.7,51,499
81.302,69.264,9/17/2020 6:40:00 AM,83.135198519,25.5,52,500
81.256,68.81,9/17/2020 6:50:00 AM,83.035223314,25.6,52,500
82.822,69.768,9/17/2020 7:00:00 AM,84.016011330,25.55,52,502
82.41,71.18,9/17/2020 7:10:00 AM,83.684470361,25.7,51,503
82.554,69.338,9/17/2020 7:20:00 AM,84.554293363,25.8,51,503.5
82.604,70.484,9/17/2020 7:30:00 AM,84.927378214,25.75,51,503.5
82.174,69.984,9/17/2020 7:40:00 AM,85.076648222,25.55,52,503.5
84.252,70.892,9/17/2020 7:50:00 AM,85.218116459,25.65,51.5,503.5
84.41,71.848,9/17/2020 8:00:00 AM,86.272361867,25.65,51.5,505
85.512,71.498,9/17/2020 8:10:00 AM,85.708951892,25.65,51.5,505
85.388,73.996,9/17/2020 8:20:00 AM,86.741017132,25.85,51,504.5
85.406,73.09,9/17/2020 8:30:00 AM,87.077607970,25.9,51,505.5
86.858,73.094,9/17/2020 8:40:00 AM,88.446145137,25.85,51,504.5
87.38,74.362,9/17/2020 8:50:00 AM,88.478238680,25.7,51,504.5
88.602,74.804,9/17/2020 9:00:00 AM,89.708534598,25.8,51,506
88.816,74.89,9/17/2020 9:10:00 AM,88.295448722,25.9,51,506
89.748,75.258,9/17/2020 9:20:00 AM,90.028543270,25.8,51,505.5
89.35,75.436,9/17/2020 9:30:00 AM,88.928222090,26,51,506.5
89.396,76.36,9/17/2020 9:40:00 AM,89.500548865,26,51,506.5
91.412,76.852,9/17/2020 9:50:00 AM,90.623782268,25.85,51,505
91.904,78.652,9/17/2020 10:00:00 AM,93.022331395,25.75,51,506.5
91.24,77.04,9/17/2020 10:10:00 AM,91.769121524,25.8,51,504.5
92.826,77.47,9/17/2020 10:20:00 AM,91.476390154,25.85,51,506.5
92.098,78.906,9/17/2020 10:30:00 AM,91.662373362,25.95,51,508
92.536,77.534,9/17/2020 10:40:00 AM,92.410496526,26.1,51,507.5
91.472,77.808,9/17/2020 10:50:00 AM,92.066627514,26.05,51,509
93.064,78.46,9/17/2020 11:00:00 AM,92.744375329,26,51,509
92.154,77.936,9/17/2020 11:10:00 AM,92.114071800,25.8,51.5,509.5
90.962,77.346,9/17/2020 11:20:00 AM,92.106540219,25.85,51.5,510.5
90.492,77.924,9/17/2020 11:30:00 AM,92.098198222,25.9,51,512
91.298,78.46,9/17/2020 11:40:00 AM,91.539719230,25.95,51,512.5
91.746,76.118,9/17/2020 11:50:00 AM,91.211577426,26.05,51,513.5
87.862,77.486,9/17/2020 12:00:00 PM,89.125337282,26,51,512.5
86.778,73.628,9/17/2020 12:10:00 PM,86.564398429,26.15,51,508
83.198,70.588,9/17/2020 12:20:00 PM,83.028725529,25.8,51.5,508.5
75.896,65.684,9/17/2020 12:30:00 PM,77.166961524,25.6,53,519
74.914,63.79,9/17/2020 12:40:00 PM,74.474180381,25.65,53,526
73.35,62.522,9/17/2020 12:50:00 PM,72.811176451,25.6,53,533
73.43,62.106,9/17/2020 1:00:00 PM,71.331658456,25.4,54,539.5
70.922,60.026,9/17/2020 1:10:00 PM,70.533039703,25.4,54,543
71.276,59.384,9/17/2020 1:20:00 PM,68.825052376,25.3,54,547
68.148,57.9,9/17/2020 1:40:00 PM,67.596495996,25.3,55,545
62.18,52.428,9/17/2020 2:10:00 PM,62.802472158,25.5,54,537
59.926,51.848,9/17/2020 2:20:00 PM,61.688258753,25.4,54.5,535
58.124,49.862,9/17/2020 2:30:00 PM,60.560119639,25.35,54.5,533.5
49.128,42.076,9/17/2020 3:40:00 PM,54.594564144,25.2,55.5,516
49.956,41.936,9/17/2020 3:50:00 PM,54.128998142,25.05,56,515.5
48.78,40.032,9/17/2020 4:00:00 PM,53.532517194,25,56,514
50.466,41.368,9/17/2020 4:10:00 PM,53.728740281,25.05,56,511.5
49.984,42.316,9/17/2020 4:20:00 PM,54.078116096,25.1,56,510
51.186,43.686,9/17/2020 4:40:00 PM,54.414808684,25,56,510
50.422,42.686,9/17/2020 5:00:00 PM,54.066045124,24.9,57,510
50.588,41.724,9/17/2020 5:10:00 PM,53.960872891,24.9,57,509
51.778,42.482,9/17/2020 5:30:00 PM,54.606952621,24.8,57,510
54.332,43.828,9/17/2020 5:40:00 PM,55.362425452,24.7,57,514
52.468,44.75,9/17/2020 5:50:00 PM,55.314936139,24.7,57,515
50.846,42.326,9/17/2020 6:30:00 PM,50.980324261,24.65,57,515.5
49.924,40.732,9/17/2020 6:40:00 PM,50.128346401,24.7,57,514
48.474,40.992,9/17/2020 6:50:00 PM,48.157207983,24.75,57,511.5
47.484,40.392,9/17/2020 7:00:00 PM,47.833219240,24.8,57,508.5
46.988,38.426,9/17/2020 7:10:00 PM,46.540626060,24.7,57,506.5
43.53,36.534,9/17/2020 7:30:00 PM,43.276646341,24.8,57,500
34.066,28.924,9/17/2020 9:10:00 PM,33.225582362,25.1,55,494
49.51,41.36,9/17/2020 11:40:00 PM,44.467376705,24.5,55,495
57.78,50.098,9/18/2020 3:20:00 AM,53.991960986,25.7,52,496
59.366,51.272,9/18/2020 3:30:00 AM,55.049477317,25.8,52,497
59.282,51.796,9/18/2020 3:40:00 AM,55.765031749,25.75,52,496.5
61.06,51.716,9/18/2020 4:00:00 AM,57.494456458,25.8,52,499.5
62.068,54.022,9/18/2020 4:10:00 AM,57.822616695,25.7,52,499
64.612,55.654,9/18/2020 4:30:00 AM,60.036466464,25.75,52,501
65.058,56.476,9/18/2020 4:40:00 AM,60.662209855,25.75,52,500.5
65.896,55.51,9/18/2020 4:50:00 AM,61.709079103,25.8,52,501.5
66.046,56.794,9/18/2020 5:00:00 AM,61.988071915,25.8,52,503
65.754,57.752,9/18/2020 5:10:00 AM,62.472233649,25.9,52,503
66.44,57.53,9/18/2020 5:20:00 AM,62.906973177,25.8,52,501.5
66.152,57.468,9/18/2020 5:30:00 AM,62.426953495,25.8,52,503
67.344,58.31,9/18/2020 5:40:00 AM,63.172442169,25.9,52,503
66.8,57.678,9/18/2020 5:50:00 AM,63.577258362,25.8,52,504
66.928,57.456,9/18/2020 6:00:00 AM,63.964825547,25.85,52,503.5
66.744,59.348,9/18/2020 6:10:00 AM,64.551306041,25.85,52,503
67.39,58.11,9/18/2020 6:20:00 AM,64.448566654,25.9,52,503
67.586,57.502,9/18/2020 6:30:00 AM,64.433069134,25.85,52,502.5
67.332,57.598,9/18/2020 6:40:00 AM,64.453622752,25.8,52,501.5
67.14,58.488,9/18/2020 6:50:00 AM,64.237493997,25.8,52,500
66.306,58.94,9/18/2020 7:10:00 AM,64.994037517,25.85,52,500.5
66.172,59.052,9/18/2020 7:20:00 AM,63.990039680,25.85,51.5,499.5
67.05,57.574,9/18/2020 7:30:00 AM,64.015031422,25.8,52,500
66.128,56.718,9/18/2020 7:50:00 AM,63.570266396,25.85,51,499
65.916,57.42,9/18/2020 8:00:00 AM,64.337176563,25.8,51.5,497.5
65.138,57.748,9/18/2020 8:10:00 AM,64.089700940,25.9,51,498
65.1,57.562,9/18/2020 8:30:00 AM,64.076713684,25.75,51,497.5
65.586,56.242,9/18/2020 8:40:00 AM,64.639984128,25.8,51,497
65.69,55.952,9/18/2020 10:40:00 AM,63.533088355,25.7,52,505
66.026,56.57,9/18/2020 11:40:00 AM,63.996486335,25.85,52,508.5
65.512,56.468,9/18/2020 11:50:00 AM,63.430212030,25.8,52,509
49.892,43.078,9/18/2020 4:10:00 PM,47.607859359,24.8,54,535
51.052,43.172,9/18/2020 4:20:00 PM,48.392831110,24.75,55,533
51.748,44.4,9/18/2020 4:30:00 PM,48.710252404,24.7,55,532
53.542,45.442,9/18/2020 4:40:00 PM,49.214383165,24.8,55,532
29.822,27.196,9/19/2020 3:20:00 AM,23.163431044,24.9,56,503
35.072,30.502,9/19/2020 6:10:00 AM,26.688674624,24.9,55,506
24.392,21.558,9/19/2020 8:20:00 AM,20.258162915,25.1,54,499
2.766,2.866,9/19/2020 4:20:00 PM,3.562232384,25.45,51.5,494.5
2.41,2.716,9/19/2020 4:30:00 PM,3.539590629,25.4,52,496
1.556,1.894,9/19/2020 6:50:00 PM,2.482899027,25.5,51,497
1.332,1.546,9/19/2020 8:00:00 PM,2.201185179,25.9,50,491
1.148,2.034,9/19/2020 8:20:00 PM,2.012832738,25.9,50,490
1.054,1.46,9/19/2020 8:30:00 PM,1.976178397,25.9,50,491
1.044,1.362,9/19/2020 11:00:00 PM,1.843552337,26,50,478
1.118,1.39,9/19/2020 11:10:00 PM,1.846507993,26.05,50,478.5
0.894,1.296,9/19/2020 11:20:00 PM,1.849385747,26.1,49,477
1.282,1.864,9/20/2020 12:10:00 AM,2.129553286,26,50,478
1.368,1.764,9/20/2020 12:20:00 AM,2.155265795,26,49,479
1.43,1.688,9/20/2020 12:30:00 AM,2.263173428,26,49,480
1.33,2.028,9/20/2020 12:40:00 AM,2.262115147,26,50,480
2.728,3.196,9/20/2020 6:40:00 AM,3.681146378,25.2,51,493
2.912,2.962,9/20/2020 6:50:00 AM,3.697291543,25.1,51.5,493
2.732,3.176,9/20/2020 7:00:00 AM,3.619018470,25.1,51.5,493
2.644,3.062,9/20/2020 7:10:00 AM,3.548976948,25,52,492
1.916,2.14,9/20/2020 10:20:00 AM,3.007841238,25.45,50.5,491
1.956,2.446,9/20/2020 10:30:00 AM,3.037115835,25.4,50,491
2.084,2.306,9/20/2020 3:30:00 PM,5.591777743,25.7,50,496
1.718,2.13,9/20/2020 3:40:00 PM,5.418439980,25.6,50,496
1.784,2.402,9/20/2020 3:50:00 PM,5.492222911,25.65,50,495
