PA_Floor_A,PA_Floor_B,ID_10m,PM25,TempC,RH,CO2
1.222,1.924,9/20/2020 5:10:00 PM,3.703409940,25.6,49,494
1.526,1.724,9/20/2020 5:50:00 PM,3.352168938,25.7,49,493
1.042,1.618,9/20/2020 6:30:00 PM,3.072260097,25.6,49,492
0.998,1.628,9/20/2020 7:10:00 PM,2.708048442,25.7,49,490
1.192,1.684,9/20/2020 7:40:00 PM,2.561042790,25.65,49,490.5
1.254,1.574,9/20/2020 7:50:00 PM,2.545547634,25.7,49,489.5
1.408,1.73,9/20/2020 8:00:00 PM,2.521247166,25.7,49,489
1.502,1.782,9/20/2020 8:10:00 PM,2.461034431,25.75,49,488
1.614,1.592,9/20/2020 8:20:00 PM,2.430603820,25.75,49,488
0.894,1.88,9/20/2020 8:30:00 PM,2.336174268,25.7,49,487
1.358,1.75,9/20/2020 10:10:00 PM,2.033993271,26.1,48,476
1.248,1.83,9/20/2020 10:20:00 PM,2.002621588,26.2,48,473
1.158,1.632,9/20/2020 11:30:00 PM,1.918989175,26.4,47,466
1.19,1.424,9/20/2020 11:50:00 PM,1.937482903,26.5,47,461
0.948,1.416,9/21/2020 1:50:00 AM,1.671249134,26.4,46.5,451
1.156,1.516,9/21/2020 2:50:00 AM,1.661079529,26.1,47,474
2.646,3.07,9/21/2020 4:30:00 AM,2.693388058,26.1,46,496
2.696,3.168,9/21/2020 4:40:00 AM,2.758447036,26,46,498
2.954,3.372,9/21/2020 4:50:00 AM,2.855177887,26,46,499
2.952,3.038,9/21/2020 5:00:00 AM,2.840217008,25.9,47,500
4.94,4.534,9/21/2020 7:50:00 AM,3.605230944,25.9,46,520
4.626,5.006,9/21/2020 8:00:00 AM,3.555789517,25.9,46,521
5.162,4.832,9/21/2020 8:10:00 AM,3.539151822,25.9,46,521.5
5.01,4.996,9/21/2020 8:40:00 AM,3.560090321,25.8,46,526
4.88,4.94,9/21/2020 8:50:00 AM,3.503626672,25.8,46,526
5,4.926,9/21/2020 9:00:00 AM,3.496891852,25.8,46,527
4.808,5.242,9/21/2020 9:10:00 AM,3.448779835,25.7,47,528
4.468,4.654,9/21/2020 10:20:00 AM,3.287940562,25.7,47,527
4.214,4.36,9/21/2020 10:40:00 AM,3.452861885,25.3,48,528
4.474,4.728,9/21/2020 10:50:00 AM,3.423762439,25.2,48,528
4.134,4.168,9/21/2020 11:00:00 AM,3.386239715,25.1,48,529
4.042,4.322,9/21/2020 11:10:00 AM,3.388583778,25.2,48,531
4.126,3.848,9/21/2020 11:30:00 AM,3.139321606,25.15,48,532
3.776,4.202,9/21/2020 12:00:00 PM,3.046250397,25.8,46,531
3.792,4.292,9/21/2020 12:10:00 PM,3.064288209,25.9,46,527
3.926,4.604,9/21/2020 12:30:00 PM,3.033054430,25.6,47,530
3.618,3.752,9/21/2020 12:40:00 PM,2.960736602,25.5,47,534
3.856,3.618,9/21/2020 12:50:00 PM,2.922544901,25.45,47,536.5
3.544,3.988,9/21/2020 1:00:00 PM,2.903740304,25.6,47,539.5
3.646,3.944,9/21/2020 1:10:00 PM,2.876936970,25.5,47,541
3.854,4.028,9/21/2020 1:20:00 PM,2.825675485,25.45,47,543
3.322,3.984,9/21/2020 1:30:00 PM,2.770133153,25.6,47,545.5
3.314,3.574,9/21/2020 1:40:00 PM,2.693221881,25.65,46.5,546
2.982,3.59,9/21/2020 1:50:00 PM,2.584875797,25.55,46.5,546
2.902,3.02,9/21/2020 2:00:00 PM,2.466015221,25.5,47,548
2.974,2.892,9/21/2020 2:10:00 PM,2.420069979,25.5,47,547
3.116,3.528,9/21/2020 2:20:00 PM,2.472847341,25.5,47,549
3.1,3.54,9/21/2020 2:30:00 PM,2.619210509,25.4,47,553
3.288,3.692,9/21/2020 2:40:00 PM,2.726916702,25.4,47,556
3.07,3.438,9/21/2020 2:50:00 PM,2.770620165,25.3,47,558.5
2.924,3.134,9/21/2020 3:00:00 PM,2.671639958,25.3,47,560
2.29,2.586,9/21/2020 3:10:00 PM,2.371063519,25.25,46.5,555.5
2.51,2.998,9/21/2020 3:20:00 PM,2.217277308,25.25,46.5,553
2.076,2.504,9/21/2020 3:30:00 PM,2.061821248,25.2,46,549
1.64,2.326,9/21/2020 3:40:00 PM,1.895575422,25.2,46,546.5
1.5,2.204,9/21/2020 3:50:00 PM,1.832416234,25.25,46,545
1.796,2.114,9/21/2020 4:00:00 PM,1.827099913,25.1,46,545
1.784,2.022,9/21/2020 4:10:00 PM,1.778837865,25,46.5,544.5
1.414,1.602,9/21/2020 4:20:00 PM,1.713322233,25.1,46,544.5
1.258,1.96,9/21/2020 4:30:00 PM,1.851449019,25.1,46,546
1.842,1.97,9/21/2020 4:40:00 PM,1.952538058,25.25,46,545.5
2.412,2.702,9/21/2020 4:50:00 PM,2.286387495,25.3,46,546
2.766,3.362,9/21/2020 5:00:00 PM,2.498609708,25.4,45.5,546.5
3.202,3.534,9/21/2020 5:10:00 PM,2.737806846,25.4,45.5,547
3.378,4.124,9/21/2020 5:20:00 PM,2.855197642,25.4,45,547.5
3.49,3.958,9/21/2020 5:30:00 PM,2.984003883,25.4,45,548
3.844,3.856,9/21/2020 5:40:00 PM,3.159556728,25.3,45,552
3.732,4.426,9/21/2020 5:50:00 PM,3.118349318,25.2,46,542
3.94,3.956,9/21/2020 6:00:00 PM,3.195627418,25.2,46,542
4.462,4.67,9/21/2020 6:10:00 PM,3.244239159,25.3,45.5,541.5
4.314,4.77,9/21/2020 6:40:00 PM,3.475282978,25.3,45,540
4.194,4.204,9/21/2020 7:00:00 PM,3.259579274,25.3,45,539
4.412,4.8625,9/21/2020 7:30:00 PM,3.214092315,25.3,45,538
4.306,4.682,9/21/2020 8:00:00 PM,3.241072885,25.1,46,532
4.354,4.652,9/21/2020 8:10:00 PM,3.182697623,25.25,45.5,528
4.126,4.508,9/21/2020 8:20:00 PM,3.194051540,25.2,45,524
4.158,4.102,9/21/2020 8:30:00 PM,3.151911803,25.2,46,521
3.114,3.136,9/22/2020 4:20:00 AM,3.063482853,25.8,45,495
2.818,3.304,9/22/2020 4:30:00 AM,3.129348687,25.8,45,495
3.268,3.36,9/22/2020 4:40:00 AM,3.138608695,25.8,45,494.5
3.15,3.37,9/22/2020 4:50:00 AM,3.152144923,25.8,45,494.5
3.164,3.39,9/22/2020 5:00:00 AM,3.178490356,25.8,45,495
3.188,3.618,9/22/2020 5:10:00 AM,3.222592326,25.8,45,494
3.588,3.862,9/22/2020 6:40:00 AM,3.652287782,25.8,46,492
3.538,3.95,9/22/2020 6:50:00 AM,3.626638911,25.75,46,491.5
2.738,3.278,9/22/2020 11:20:00 AM,2.947085276,25.6,46,491
2.928,3.308,9/22/2020 11:30:00 AM,3.020557720,25.7,46,491
2.944,3.538,9/22/2020 11:40:00 AM,2.929502162,25.7,46,491
0.372,0.986,9/22/2020 3:50:00 PM,1.085686170,24.8,47,496
0.54,0.986,9/22/2020 4:10:00 PM,1.196684236,24.8,48,497
0.178,0.852,9/22/2020 6:50:00 PM,0.805135861,25.4,46,491
0.594,1.25,9/22/2020 7:40:00 PM,1.117251030,25.1,46,494
1.188,1.43,9/22/2020 8:20:00 PM,1.283926713,24.9,44,490
0.848,1.66,9/22/2020 8:30:00 PM,1.340085926,24.9,44,489
0.922,1.212,9/22/2020 8:50:00 PM,1.320829810,25,42,488
1.222,1.404,9/22/2020 9:00:00 PM,1.329199799,25.05,41,488.5
1.006,1.272,9/22/2020 9:10:00 PM,1.350327382,25,41,487
0.912,1.242,9/22/2020 9:20:00 PM,1.185144794,25.2,40,485
0.764,0.968,9/22/2020 9:30:00 PM,1.166358757,25.15,40,486
0.708,1.272,9/22/2020 9:40:00 PM,1.121132885,25.2,39,485
0.648,1.156,9/22/2020 9:50:00 PM,1.107774834,25.35,39,484
0.682,0.962,9/22/2020 10:00:00 PM,1.059404654,25.35,38.5,483.5
0.624,1.05,9/22/2020 10:10:00 PM,1.040722935,25.35,38,483
0.452,1.338,9/22/2020 10:20:00 PM,1.035577800,25.35,38,482.5
0.588,0.992,9/22/2020 10:30:00 PM,0.958390161,25.3,38,481
0.386,1.034,9/22/2020 10:40:00 PM,0.944235679,25.3,37,481
0.604,0.806,9/22/2020 11:10:00 PM,1.030814824,25.3,37,483
0.5,1.134,9/22/2020 11:40:00 PM,0.975162276,25.05,38,479.5
0.714,1.228,9/22/2020 11:50:00 PM,0.958325582,24.8,39,480
0.592,1.194,9/23/2020 12:30:00 AM,0.977257328,24.8,39,480
0.916,1.284,9/23/2020 2:00:00 AM,1.103308922,25.3,39,482
1.018,1.254,9/23/2020 2:10:00 AM,1.133347482,25.45,39,482
1.012,1.61,9/23/2020 2:20:00 AM,1.161740626,25.5,39,481.5
1.252,1.532,9/23/2020 2:30:00 AM,1.154636588,25.55,39,481.5
0.904,1.532,9/23/2020 2:40:00 AM,1.186461416,25.55,39,481.5
0.938,1.522,9/23/2020 2:50:00 AM,1.231875127,25.5,40,480.5
1.144,1.564,9/23/2020 3:00:00 AM,1.264199095,25.5,40,479.5
1.708,1.994,9/23/2020 3:40:00 AM,1.492570567,25.5,40,480
2.84,3.392,9/23/2020 6:40:00 AM,2.256903729,25.55,41,482.5
2.928,3.266,9/23/2020 10:20:00 AM,2.163059811,25.6,42,487
2.908,2.824,9/23/2020 10:30:00 AM,2.135494471,25.6,42,488
3,2.978,9/23/2020 10:40:00 AM,2.075191172,25.6,42,487.5
3.232,2.99,9/23/2020 10:50:00 AM,2.117814158,25.6,42,488.5
2.828,2.94,9/23/2020 11:00:00 AM,2.063557710,25.6,42,489
0.494,0.866666667,9/24/2020 5:30:00 PM,2.465355320,24.9,47,494
0.472,0.876,9/24/2020 5:40:00 PM,2.366483576,24.95,47,495.5
0.588,0.958,9/26/2020 4:50:00 PM,1.905326663,24.4,44,490
0.826,0.966,9/26/2020 5:00:00 PM,1.929755475,24.5,44,491
1.938,1.9,9/28/2020 3:20:00 AM,1.726367507,25.2,40,494
4.05,4.382,9/30/2020 6:40:00 AM,2.150915819,25.7,45,505
5.228,5.2,9/30/2020 6:20:00 PM,2.588786992,24.3,51,601.5
