created_at,entry_id,PM1.0_CF1_ug/m3,PM2.5_CF1_ug/m3,PM10.0_CF1_ug/m3,UptimeMinutes,ADC,Pressure_hpa,IAQ,PM2.5_ATM_ug/m3
2020-09-08 22:56:39 UTC,124,8.82,12.62,12.87,17760,,1014.39,,12.62
2020-09-08 22:58:41 UTC,125,8.59,11.84,12.29,16584,0.04,1014.03,,11.84
2020-09-08 23:00:38 UTC,126,8.27,11.55,12.52,16584,0.04,1014.3,,11.55
2020-09-08 23:02:38 UTC,127,8.14,11.7,11.89,17040,0.04,1014.16,,11.7
2020-09-08 23:05:52 UTC,128,36.14,49.97,51.59,18096,,1014.29,,40.97
2020-09-08 23:07:52 UTC,129,37.71,51.12,53.8,18864,0.05,1014.15,,41.64
2020-09-08 23:09:52 UTC,130,36.87,50.78,52.67,18864,0.05,1014.12,,41.56
2020-09-08 23:11:52 UTC,131,36.29,50.14,52.82,18864,0.05,1014.05,,41.09
2020-09-08 23:13:52 UTC,132,36.95,51.25,54.33,18864,0.04,1014.04,,41.82
2020-09-08 23:15:53 UTC,133,36.84,50.77,54,19032,0.04,1014.01,,41.3
2020-09-08 23:17:52 UTC,134,36.63,48.69,51.85,18864,0.05,1013.96,,40.41
2020-09-08 23:19:52 UTC,135,38.87,53.78,55.84,18864,0.04,1013.98,,42.98
2020-09-08 23:21:53 UTC,136,38.2,52.36,55.14,19032,0.04,1014.03,,42.38
2020-09-08 23:23:52 UTC,137,37.95,52.14,55.18,18864,0.04,1013.9,,42.16
2020-09-08 23:25:52 UTC,138,38.54,53.31,56.1,18864,0.04,1013.83,,42.58
2020-09-08 23:27:52 UTC,139,38.04,52.35,54.47,18864,0.04,1013.84,,42.31
2020-09-08 23:29:52 UTC,140,39.2,53.13,54.76,18864,0.04,1013.82,,42.84
2020-09-08 23:31:52 UTC,141,39.46,53.89,56.09,18864,0.04,1013.84,,42.77
2020-09-08 23:33:52 UTC,142,40.78,55.57,59.47,19032,0.04,1013.8,,43.53
2020-09-08 23:35:52 UTC,143,42.11,57.37,61.11,18864,0.04,1013.79,,44.47
2020-09-08 23:37:52 UTC,144,41.52,56.64,60.09,18864,0.04,1013.78,,44.23
2020-09-08 23:39:52 UTC,145,42.47,58.18,61.37,18864,0.04,1013.72,,44.93
2020-09-08 23:41:52 UTC,146,42.51,58.31,61.02,18864,0.04,1013.69,,44.76
2020-09-08 23:43:52 UTC,147,43.28,58.86,61.6,18864,0.04,1013.68,,45.05
2020-09-08 23:45:53 UTC,148,44.93,61.93,63.94,18864,0.04,1013.64,,46.2
2020-09-08 23:47:52 UTC,149,44.64,61.96,64.62,18864,0.04,1013.64,,46.39
2020-09-08 23:49:54 UTC,150,45.82,63.11,66.31,19032,0.04,1013.58,,46.67
2020-09-08 23:51:52 UTC,151,44.85,61.51,64.78,18864,0.04,1013.6,,45.95
2020-09-08 23:53:52 UTC,152,46.46,66.24,70.2,19032,0.04,1013.58,,47.91
2020-09-08 23:55:52 UTC,153,47.24,65.25,68.56,18864,0.04,1013.51,,47.49
2020-09-08 23:57:52 UTC,154,46.19,65.31,68.55,18864,0.04,1013.48,,47.52
2020-09-08 23:59:52 UTC,155,49.21,67.89,70.32,18864,0.04,1013.47,,48.7
2020-09-09 00:01:52 UTC,156,48.62,67.34,70.68,18864,0.04,1013.48,,48.34
2020-09-09 00:03:52 UTC,157,49.21,66.62,70.96,18864,0.04,1013.5,,48.23
2020-09-09 00:05:53 UTC,158,51.03,69.25,72.2,18864,0.04,1013.46,,49.31
2020-09-09 00:07:52 UTC,159,50.88,70.16,73.67,18696,0.04,1013.47,,49.69
2020-09-09 00:09:52 UTC,160,50.94,69.85,73.15,18864,0.04,1013.49,,49.6
2020-09-09 00:11:53 UTC,161,50.44,70.07,72.7,19032,0.04,1013.5,,49.43
2020-09-09 00:13:53 UTC,162,52.73,73.23,76.18,18864,0.04,1013.51,,50.39
2020-09-09 00:15:52 UTC,163,49.91,68.14,73.37,18864,0.04,1013.5,,48.65
2020-09-09 00:17:52 UTC,164,51.27,71.44,75.31,18864,0.04,1013.52,,49.87
2020-09-09 00:19:52 UTC,165,51.46,70.44,74.57,18864,0.04,1013.48,,49.57
2020-09-09 00:21:52 UTC,166,52.91,73.59,77.04,18864,0.04,1013.53,,50.77
2020-09-09 00:23:52 UTC,167,52.02,71.23,75.75,18864,0.04,1013.5,,50
2020-09-09 00:25:52 UTC,168,52.45,71.58,75.73,18864,0.04,1013.48,,49.95
2020-09-09 00:27:52 UTC,169,51.26,71.02,74.96,18864,0.04,1013.47,,49.91
2020-09-09 00:29:52 UTC,170,51.53,70.61,74.02,18864,0.04,1013.44,,49.68
2020-09-09 00:31:52 UTC,171,50.82,70.31,73.02,18864,0.04,1013.4,,49.56
2020-09-09 00:33:52 UTC,172,50.55,70.73,74.91,18864,0.04,1013.4,,49.57
2020-09-09 00:35:52 UTC,173,51.4,71.93,74.88,18864,0.04,1013.38,,50.19
2020-09-09 00:37:52 UTC,174,49.67,69.19,72.6,18864,0.04,1013.39,,48.97
2020-09-09 00:39:54 UTC,175,49.47,69.09,71.83,19200,0.04,1012.61,,49.1
2020-09-09 00:41:52 UTC,176,49.11,66.86,69.74,18696,0.04,1013.39,,48.05
2020-09-09 00:43:52 UTC,177,51.28,71.11,74.63,18864,0.04,1010.24,,49.8
2020-09-09 00:45:52 UTC,178,50.35,69.87,73.71,18864,0.04,1013.31,,49.27
2020-09-09 00:47:52 UTC,179,51.16,69.56,73.65,18864,0.04,1013.32,,49.22
2020-09-09 00:49:52 UTC,180,49.84,69.39,73.46,19032,0.04,1013.33,,49.14
2020-09-09 00:51:52 UTC,181,50.36,69.38,73.8,19032,0.04,1013.33,,49.27
2020-09-09 00:53:52 UTC,182,49.79,69.21,73,18864,0.04,1013.32,,49.12
2020-09-09 00:55:52 UTC,183,50.98,71.05,73.93,18864,0.04,1013.25,,49.95
2020-09-09 00:57:52 UTC,184,51.56,70.61,74.49,18864,0.04,1013.3,,49.75
2020-09-09 00:59:55 UTC,185,51.62,70.89,76.66,19200,0.04,1013.3,,49.66
2020-09-09 01:01:52 UTC,186,50.11,67.78,71.2,18864,0.04,1013.23,,48.58
2020-09-09 01:03:52 UTC,187,51.25,70.4,74.25,18864,0.04,1013.24,,49.72
2020-09-09 01:05:53 UTC,188,50.54,71.1,74.27,18696,0.04,1013.22,,49.88
2020-09-09 01:07:53 UTC,189,50.69,69.8,72.42,18696,0.04,1013.25,,49.36
2020-09-09 01:09:53 UTC,190,52.47,73.22,76.96,18864,0.04,1013.15,,50.58
2020-09-09 01:11:52 UTC,191,51.02,72.08,77.25,18864,0.04,1013.15,,50.28
2020-09-09 01:13:52 UTC,192,51.5,72,76.17,18864,0.04,1013.14,,50.17
2020-09-09 01:15:52 UTC,193,52.11,71.23,76.95,19032,0.04,1013.07,,49.82
2020-09-09 01:17:52 UTC,194,52.54,73.81,77.74,18864,0.04,1013.12,,50.81
2020-09-09 01:19:52 UTC,195,52.85,72.6,77.81,19032,0.04,1013.13,,50.49
2020-09-09 01:21:52 UTC,196,52.25,71.53,74.56,18864,0.04,1012.31,,49.95
2020-09-09 01:23:52 UTC,197,53.16,74.19,77.72,18864,0.04,1013.16,,51.05
2020-09-09 01:25:52 UTC,198,52.09,71.91,75.5,18864,0.04,1013.11,,50
2020-09-09 01:27:52 UTC,199,51.95,72.91,77.4,18864,0.04,1013.1,,50.6
2020-09-09 01:29:52 UTC,200,50.24,68.98,72.29,18864,0.04,1013.13,,49.08
2020-09-09 01:31:52 UTC,201,50.5,70.14,74.34,18864,0.04,1013.1,,49.55
2020-09-09 01:33:52 UTC,202,51.34,70.66,75.66,18864,0.04,1013.12,,49.62
2020-09-09 01:35:52 UTC,203,48.43,69.28,72.28,19032,0.04,1013.05,,49.25
2020-09-09 01:37:52 UTC,204,49.93,68.73,72.07,19032,0.04,1013.06,,48.73
2020-09-09 01:39:52 UTC,205,49.6,69.96,74.61,18864,0.04,1013.02,,49.47
2020-09-09 01:41:52 UTC,206,50.89,70.34,73.84,18864,0.04,1012.96,,49.52
2020-09-09 01:43:52 UTC,207,49.38,67.83,71.75,18864,0.04,1012.94,,48.75
2020-09-09 01:45:52 UTC,208,50.6,68.86,72.51,18864,0.04,1012.94,,49.05
2020-09-09 01:47:52 UTC,209,49.75,68.81,71.61,18864,0.04,1012.93,,49.02
2020-09-09 01:49:52 UTC,210,50.27,69.5,72.86,18864,0.04,1012.92,,49.07
2020-09-09 01:51:53 UTC,211,51.24,70,74.24,18864,0.04,1012.91,,49.54
2020-09-09 01:53:52 UTC,212,49.81,70.19,74.22,18864,0.04,1012.91,,49.67
2020-09-09 01:55:52 UTC,213,49.74,69.02,72.6,18864,0.04,1012.92,,49.14
2020-09-09 01:57:52 UTC,214,49.7,68.63,71.5,18864,0.04,1012.93,,48.82
2020-09-09 01:59:52 UTC,215,51.16,71.22,75.35,18864,0.04,1012.93,,49.78
2020-09-09 02:01:53 UTC,216,50.7,69.11,73.21,19032,0.04,1012.91,,49.11
2020-09-09 02:03:52 UTC,217,51.69,69.39,72.15,18864,0.04,1012.93,,49.31
2020-09-09 02:05:53 UTC,218,50.52,70.12,73.9,18864,0.04,1012.88,,49.53
2020-09-09 02:07:52 UTC,219,50.21,69.02,71.95,18696,0.04,1012.84,,48.98
2020-09-09 02:09:52 UTC,220,49.19,68.26,72.09,18864,0.04,1012.88,,48.83
2020-09-09 02:11:53 UTC,221,48.39,66.09,70.18,18864,0.04,1012.93,,47.91
2020-09-09 02:13:52 UTC,222,50.45,69.57,74.62,18864,0.04,1012.91,,49.1
2020-09-09 02:15:52 UTC,223,50.23,68.84,72.5,18864,0.04,1012.88,,49.11
2020-09-09 02:17:53 UTC,224,49.54,68.8,71.74,19032,0.04,1012.86,,48.7
2020-09-09 02:19:52 UTC,225,46.73,65.93,69.15,18864,0.04,1012.88,,47.76
2020-09-09 02:21:52 UTC,226,49.09,67.88,71.07,18864,0.04,1012.87,,48.74
2020-09-09 02:23:52 UTC,227,50.02,69.46,72.43,18864,0.04,1012.83,,49.32
2020-09-09 02:25:52 UTC,228,49.81,69.62,73.29,18864,0.04,1012.73,,49.31
2020-09-09 02:27:52 UTC,229,48.5,66.26,69.43,18864,0.04,1012.85,,47.94
2020-09-09 02:29:52 UTC,230,49.45,67.69,70.48,18864,0.04,1012.86,,48.71
2020-09-09 02:31:52 UTC,231,48.73,67.85,71.56,18864,0.04,1012.87,,48.54
2020-09-09 02:33:52 UTC,232,49.2,66.73,70.31,18864,0.04,1012.85,,48.29
2020-09-09 02:35:52 UTC,233,50.24,69.27,72.33,18864,0.04,1012.87,,49.47
2020-09-09 02:37:52 UTC,234,48.37,66.67,69.95,18864,0.04,1012.91,,48.3
2020-09-09 02:39:52 UTC,235,49.19,67.98,71.8,18864,0.04,1012.86,,48.75
2020-09-09 02:41:53 UTC,236,49.16,68.16,70.71,18864,0.04,1012.85,,48.9
2020-09-09 02:43:52 UTC,237,47.91,68.18,71.14,18864,0.04,1012.89,,48.79
2020-09-09 02:45:52 UTC,238,48.74,67.79,71.12,18864,0.04,1012.91,,48.54
2020-09-09 02:47:52 UTC,239,49.65,68.37,71.86,18864,0.04,1012.84,,48.72
2020-09-09 02:49:52 UTC,240,48.05,67.84,71.3,18864,0.04,1012.89,,48.56
2020-09-09 02:51:52 UTC,241,49.75,70.27,73.87,18864,0.04,1012.8,,49.53
2020-09-09 02:53:53 UTC,242,49.55,66.93,69.3,19032,0.04,1012.81,,48.38
2020-09-09 02:55:52 UTC,243,49.42,68.21,70.46,18864,0.04,1012.82,,48.88
2020-09-09 02:57:53 UTC,244,49.22,67.69,71.96,19032,0.04,1012.84,,48.53
2020-09-09 02:59:52 UTC,245,49.78,69.15,72.85,18864,0.04,1012.85,,49.29
2020-09-09 03:01:52 UTC,246,50.2,69.31,73.37,19032,0.04,1012.84,,49.07
2020-09-09 03:03:52 UTC,247,49.6,70.04,73.47,18864,0.04,1012.92,,49.49
2020-09-09 03:05:53 UTC,248,50.68,70.32,74.14,18864,0.04,1012.85,,49.64
2020-09-09 03:07:52 UTC,249,49.78,69.53,72.31,18696,0.04,1012.9,,49.36
2020-09-09 03:09:52 UTC,250,51.73,72.36,74.44,18864,0.04,1012.8,,50.31
2020-09-09 03:11:52 UTC,251,50.61,69.79,73.14,18864,0.04,1012.8,,49.39
2020-09-09 03:13:52 UTC,252,51.77,71.61,74.91,18864,0.04,1012.82,,50.07
2020-09-09 03:15:53 UTC,253,52.82,73.43,76.36,19032,0.04,1012.82,,50.71
2020-09-09 03:17:52 UTC,254,50.13,69.54,72.12,18864,0.04,1012.77,,49.33
2020-09-09 03:19:52 UTC,255,51.74,72.76,76.04,18864,0.04,1012.82,,50.48
2020-09-09 03:21:52 UTC,256,49.88,70.61,74.48,18864,0.04,1012.81,,49.79
2020-09-09 03:23:52 UTC,257,52.27,72.91,75.18,18864,0.04,1012.85,,50.55
2020-09-09 03:25:52 UTC,258,50.63,70,74.83,18864,0.04,1012.85,,49.43
2020-09-09 03:27:53 UTC,259,51.47,71.49,75.91,19032,0.04,1012.81,,49.78
2020-09-09 03:29:52 UTC,260,51.07,70.81,73.39,18864,0.04,1012.75,,49.77
2020-09-09 03:31:52 UTC,261,51.44,73.17,76.54,18864,0.04,1012.79,,50.61
2020-09-09 03:33:52 UTC,262,51.85,71.85,75.39,18864,0.04,1012.77,,50.06
2020-09-09 03:35:52 UTC,263,54.27,74.2,77.11,18864,0.04,1012.75,,51.02
2020-09-09 03:37:52 UTC,264,49.67,70.46,74.25,18864,0.04,1012.83,,49.68
2020-09-09 03:39:52 UTC,265,52.07,73.39,77.39,18864,0.04,1012.82,,50.78
2020-09-09 03:41:52 UTC,266,52.98,73.82,77.51,18864,0.04,1012.9,,50.64
2020-09-09 03:43:52 UTC,267,51.84,71.72,75.09,18864,0.04,1012.87,,49.98
2020-09-09 03:45:52 UTC,268,51.77,72.2,75.8,18864,0.04,1012.88,,50.09
2020-09-09 03:47:52 UTC,269,53,74,77.3,18864,0.04,1012.94,,50.82
2020-09-09 03:49:52 UTC,270,53.39,73.41,77.93,18864,0.04,1012.91,,50.82
2020-09-09 03:51:52 UTC,271,53.13,72.72,77.19,18864,0.04,1012.87,,50.39
2020-09-09 03:53:52 UTC,272,51.18,71.35,74.8,18864,0.04,1012.88,,49.78
2020-09-09 03:55:54 UTC,273,52.04,72.81,76.33,19032,0.04,1012.86,,50.33
2020-09-09 03:57:53 UTC,274,51.75,72.25,75.96,18864,0.04,1012.84,,50.14
2020-09-09 03:59:53 UTC,275,53.26,75.11,79.26,18864,0.04,1012.86,,51.26
2020-09-09 04:01:52 UTC,276,52.88,74.02,77.45,18864,0.04,1012.83,,50.95
2020-09-09 04:03:53 UTC,277,51.31,72.33,75.62,18864,0.04,1012.87,,50.21
2020-09-09 04:05:53 UTC,278,50.97,70.34,73.59,18696,0.04,1012.87,,49.72
2020-09-09 04:07:52 UTC,279,51.63,72.3,76.43,18696,0.04,1012.86,,50.33
2020-09-09 04:09:53 UTC,280,51.28,70.26,73.72,19032,0.04,1012.9,,49.56
2020-09-09 04:11:52 UTC,281,51.33,70.62,74.25,18864,0.04,1012.92,,49.82
2020-09-09 04:13:52 UTC,282,50.46,71.73,76.03,18864,0.04,1012.89,,49.95
2020-09-09 04:15:52 UTC,283,50.91,71.89,77.59,18864,0.04,1012.93,,49.98
2020-09-09 04:17:52 UTC,284,51.16,71.19,75.12,18864,0.04,1012.89,,49.91
2020-09-09 04:19:53 UTC,285,50.46,70.4,74.05,19032,0.04,1012.93,,49.72
2020-09-09 04:21:52 UTC,286,50.58,70.2,73.39,18864,0.04,1012.89,,49.36
2020-09-09 04:23:52 UTC,287,51.14,71.42,74.79,18864,0.04,1012.89,,50.07
2020-09-09 04:25:52 UTC,288,51.66,72.14,76.62,18864,0.04,1012.89,,50.48
2020-09-09 04:27:52 UTC,289,50.44,67.82,71.6,18864,0.04,1012.89,,48.79
2020-09-09 04:29:52 UTC,290,52.22,69.73,73.68,18864,0.04,1012.91,,49.53
2020-09-09 04:31:52 UTC,291,50.98,69.82,73.02,18864,0.04,1012.86,,49.54
2020-09-09 04:33:52 UTC,292,50.98,71.79,76.38,18864,0.04,1012.83,,50.06
2020-09-09 04:35:55 UTC,293,50.62,70.77,75.02,19200,0.04,1012.87,,49.77
2020-09-09 04:37:55 UTC,294,49.9,68.97,72.49,18864,0.04,1012.84,,48.95
2020-09-09 04:39:52 UTC,295,49.84,70.48,73.22,18864,0.04,1012.83,,49.76
2020-09-09 04:41:52 UTC,296,49.96,70.14,72.79,18864,0.04,1012.83,,49.62
2020-09-09 04:43:52 UTC,297,50.51,69.8,73.58,18864,0.04,1012.79,,49.49
2020-09-09 04:45:52 UTC,298,51,69.93,74.42,18864,0.04,1012.8,,49.44
2020-09-09 04:47:52 UTC,299,51.02,71.88,75.35,18864,0.04,1012.81,,49.88
2020-09-09 04:49:52 UTC,300,50.07,69.28,72.25,18864,0.04,1012.77,,49.12
2020-09-09 04:51:52 UTC,301,48.6,68.21,72.02,18864,0.04,1012.79,,48.68
2020-09-09 04:53:52 UTC,302,49.9,69.45,74.02,18864,0.04,1012.8,,49.16
2020-09-09 04:55:52 UTC,303,50.68,70.5,74.38,18864,0.04,1012.77,,49.73
2020-09-09 04:57:52 UTC,304,49.71,69.62,73.62,19032,0.04,1012.71,,49.25
2020-09-09 04:59:52 UTC,305,50.98,70.35,73.91,19032,0.04,1012.75,,49.47
2020-09-09 05:01:52 UTC,306,50.09,68.27,71.91,18864,0.04,1012.69,,48.95
2020-09-09 05:03:52 UTC,307,49.12,69.2,71.61,18864,0.04,1012.67,,49.07
2020-09-09 05:05:53 UTC,308,48.61,67.7,70.79,18696,0.04,1012.63,,48.55
2020-09-09 05:07:52 UTC,309,49.18,67.96,71.95,18696,0.04,1012.68,,48.74
2020-09-09 05:09:52 UTC,310,48.07,68.25,70.84,18864,0.04,1012.64,,48.64
2020-09-09 05:11:55 UTC,311,49.67,69.37,72.04,19200,0.04,1012.62,,49.2
2020-09-09 05:13:52 UTC,312,48.88,67.97,70.43,18696,0.04,1012.62,,48.78
2020-09-09 05:15:52 UTC,313,49.29,67.87,72.02,18864,0.04,1012.58,,48.75
2020-09-09 05:17:52 UTC,314,48.49,67.28,70.62,18864,0.04,1012.55,,48.49
2020-09-09 05:19:52 UTC,315,46.97,67.97,70.57,18864,0.04,1012.57,,48.57
2020-09-09 05:21:52 UTC,316,48.24,65.66,68.14,19032,0.04,1011.88,,47.83
2020-09-09 05:23:53 UTC,317,49.02,67.34,69.29,19032,0.04,1012.59,,48.48
2020-09-09 05:25:52 UTC,318,48.76,67.98,70.76,18864,0.04,1011.74,,48.8
2020-09-09 05:27:52 UTC,319,48.91,68.14,70.89,18864,0.04,1012.64,,48.81
2020-09-09 05:29:53 UTC,320,47.5,67.04,70.32,18864,0.04,1012.61,,48.38
2020-09-09 05:31:52 UTC,321,48.14,65.95,71,18864,0.04,1012.61,,47.84
2020-09-09 05:33:52 UTC,322,48.44,68.64,71.91,18864,0.04,1012.59,,48.8
2020-09-09 05:35:52 UTC,323,46.57,65.97,70.98,18864,0.04,1011.88,,47.78
2020-09-09 05:37:53 UTC,324,47.24,65.36,67.91,19032,0.04,1012.59,,47.66
2020-09-09 05:39:52 UTC,325,47.74,67.04,70.07,18864,0.04,1012.59,,48.21
2020-09-09 05:41:52 UTC,326,46.43,65.67,68.39,18864,0.04,1012.59,,47.8
2020-09-09 05:43:52 UTC,327,46.69,65.82,68.73,18864,0.04,1012.6,,47.84
2020-09-09 05:45:52 UTC,328,45.59,64.41,68.05,18864,0.04,1012.56,,47.27
2020-09-09 05:47:52 UTC,329,46.46,63.95,67.54,18864,0.04,1012.54,,47.11
2020-09-09 05:49:52 UTC,330,46.85,66.87,70.45,18864,0.04,1012.47,,48.31
2020-09-09 05:51:52 UTC,331,47.93,67.22,70.71,18864,0.04,1012.49,,48.33
2020-09-09 05:53:52 UTC,332,46.38,65.32,67.62,18864,0.04,1012.43,,47.57
2020-09-09 05:55:52 UTC,333,45.93,64.26,67.1,19032,0.04,1012.46,,47.16
2020-09-09 05:57:55 UTC,334,45.43,64.48,67.07,19200,0.04,1012.48,,47.26
2020-09-09 05:59:52 UTC,335,44.89,64.04,67,18696,0.04,1012.47,,46.78
2020-09-09 06:01:52 UTC,336,45.59,64.09,68.19,18864,0.04,1012.51,,47.2
2020-09-09 06:03:52 UTC,337,45.12,63.83,67.43,18864,0.04,1012.53,,46.97
2020-09-09 06:05:53 UTC,338,46.3,64.11,67.11,18864,0.04,1012.58,,47.16
2020-09-09 06:07:52 UTC,339,45.92,63.94,67,18696,0.04,1012.5,,47.06
2020-09-09 06:09:52 UTC,340,45.27,63.44,66.68,19032,0.04,1012.42,,47.02
2020-09-09 06:11:52 UTC,341,44.14,60.67,64,18864,0.04,1012.45,,45.6
2020-09-09 06:13:52 UTC,342,45.98,64.04,66.56,18864,0.04,1012.39,,47.42
2020-09-09 06:15:52 UTC,343,43.7,61.69,64.07,18864,0.04,1012.49,,46.26
2020-09-09 06:17:52 UTC,344,45,62.11,66.29,18864,0.04,1012.47,,46.36
2020-09-09 06:19:52 UTC,345,44.44,63.56,67.31,18864,0.04,1012.54,,47.07
2020-09-09 06:21:55 UTC,346,44.61,62.36,65.89,19200,0.04,1012.52,,46.45
2020-09-09 06:23:52 UTC,347,43.95,62.16,65.57,18864,0.04,1012.49,,46.34
2020-09-09 06:25:52 UTC,348,44.91,63.18,65.45,19032,0.04,1012.47,,46.95
2020-09-09 06:27:53 UTC,349,44.12,62.77,66.96,19032,0.04,1012.48,,46.54
2020-09-09 06:29:52 UTC,350,45,63.21,66.53,18864,0.04,1012.5,,46.72
2020-09-09 06:31:52 UTC,351,44.53,62.85,66.13,18864,0.04,1012.44,,46.7
2020-09-09 06:33:52 UTC,352,44.59,62.41,65.56,18864,0.04,1012.41,,46.57
2020-09-09 06:35:52 UTC,353,43.68,63.68,66.98,18864,0.04,1012.45,,46.93
2020-09-09 06:37:53 UTC,354,44.91,62.69,65.05,19032,0.04,1012.43,,46.69
2020-09-09 06:39:52 UTC,355,43.51,61.6,64.85,18864,0.04,1012.41,,46.18
2020-09-09 06:41:52 UTC,356,43.04,60.72,65.02,18864,0.04,1012.4,,45.79
2020-09-09 06:43:52 UTC,357,42.68,60.36,64.14,18864,0.04,1012.35,,45.54
2020-09-09 06:45:52 UTC,358,44.41,61.26,63.76,18864,0.04,1012.35,,46.05
2020-09-09 06:47:52 UTC,359,43.22,59.98,63.57,19032,0.04,1012.36,,45.45
2020-09-09 06:49:52 UTC,360,44.89,62.38,65.91,19032,0.04,1012.35,,46.49
2020-09-09 06:51:52 UTC,361,43.07,60.09,63.05,18864,0.04,1012.14,,45.37
2020-09-09 06:53:52 UTC,362,42.46,59.44,62.39,18864,0.04,1012.39,,45.44
2020-09-09 06:55:52 UTC,363,43.38,61.24,63.59,18864,0.04,1012.4,,46.16
2020-09-09 06:57:52 UTC,364,43.25,59.43,63.26,18864,0.04,1012.45,,45.23
2020-09-09 06:59:53 UTC,365,43.81,61.93,65.41,19032,0.04,1012.45,,46.35
2020-09-09 07:01:52 UTC,366,43.6,62.21,65.21,18864,0.04,1012.42,,46.36
2020-09-09 07:03:52 UTC,367,41.63,59.39,61.89,18864,0.04,1012.38,,44.96
2020-09-09 07:05:53 UTC,368,44,60.59,63.8,18864,0.04,1012.33,,45.79
2020-09-09 07:07:52 UTC,369,43,58.92,62.5,18696,0.04,1012.31,,45.1
2020-09-09 07:09:52 UTC,370,42.44,59.44,62.46,18864,0.04,1012.29,,45.37
2020-09-09 07:11:52 UTC,371,41.21,58.16,61.36,18864,0.04,1012.29,,44.81
2020-09-09 07:13:52 UTC,372,42.6,59.75,63.05,18864,0.04,1012.29,,45.38
2020-09-09 07:15:52 UTC,373,42.85,59.57,62.54,18864,0.04,1012.3,,45.35
2020-09-09 07:17:52 UTC,374,42.75,59.62,62.96,18864,0.04,1012.32,,45.42
2020-09-09 07:19:52 UTC,375,41.88,59.59,62.34,18864,0.04,1012.33,,45.3
2020-09-09 07:21:52 UTC,376,41.73,58.27,61.21,18864,0.04,1012.3,,44.89
2020-09-09 07:23:53 UTC,377,42.17,59.39,62.48,19032,0.04,1012.29,,45.37
2020-09-09 07:25:53 UTC,378,42.29,60.14,63.73,18864,0.04,1012.29,,45.7
2020-09-09 07:27:52 UTC,379,41.71,58.86,62.48,18864,0.04,1012.22,,45.05
2020-09-09 07:29:52 UTC,380,41.54,58.56,61.95,18864,0.04,1012.19,,44.89
2020-09-09 07:31:53 UTC,381,41.93,59.57,60.85,19032,0.04,1012.16,,45.5
2020-09-09 07:33:52 UTC,382,41.11,58.79,61.88,18864,0.04,1012.22,,44.8
2020-09-09 07:35:52 UTC,383,40.95,59.15,61.71,18864,0.04,1012.21,,45.11
2020-09-09 07:37:55 UTC,384,41.59,59.71,61.98,19200,0.04,1012.2,,45.3
2020-09-09 07:39:52 UTC,385,41.91,58.61,61.54,18864,0.04,1012.19,,44.98
2020-09-09 07:41:53 UTC,386,40.53,58.11,61.68,19032,0.04,1012.2,,44.74
2020-09-09 07:43:52 UTC,387,41.5,58.36,61.91,18864,0.04,1012.23,,44.91
2020-09-09 07:45:53 UTC,388,41.4,57.21,60.47,18864,0.04,1012.18,,44.33
2020-09-09 07:47:52 UTC,389,40.46,58.26,61.42,18864,0.04,1012.17,,44.86
2020-09-09 07:49:52 UTC,390,40.29,57.62,60.84,18864,0.04,1012.12,,44.39
2020-09-09 07:51:52 UTC,391,40.7,57.75,61.34,18864,0.04,1012.13,,44.55
2020-09-09 07:53:52 UTC,392,41.07,58.33,61.5,18864,0.04,1012.14,,44.78
2020-09-09 07:55:52 UTC,393,39.21,56.89,60.77,18864,0.04,1012.1,,44.25
2020-09-09 07:57:52 UTC,394,41,57.55,61.35,19032,0.04,1012.11,,44.42
2020-09-09 07:59:52 UTC,395,38.92,55.87,59.06,18864,0.04,1012.12,,43.71
2020-09-09 08:01:53 UTC,396,40,57.59,60.89,18864,0.04,1012.08,,44.55
2020-09-09 08:03:52 UTC,397,40.28,57.88,61.97,18864,0.04,1012.14,,44.62
2020-09-09 08:05:53 UTC,398,40.4,57.05,59.45,18864,0.04,1012.11,,44.25
2020-09-09 08:07:52 UTC,399,39.75,56.44,59.29,18696,0.04,1012.1,,44.17
2020-09-09 08:09:53 UTC,400,40.34,57.21,61.33,19032,0.04,1012.11,,44.59
2020-09-09 08:11:52 UTC,401,39.78,56.58,59.36,18864,0.04,1012.12,,44.11
2020-09-09 08:13:53 UTC,402,40.73,57.78,60.84,19032,0.04,1012.03,,44.67
2020-09-09 08:15:53 UTC,403,40.15,57.85,61.19,18864,0.04,1012.07,,44.66
2020-09-09 08:17:52 UTC,404,39.3,55.11,57.89,18864,0.04,1012.09,,43.43
2020-09-09 08:19:53 UTC,405,39.71,56.33,59.75,18864,0.04,1012.14,,44.02
2020-09-09 08:21:55 UTC,406,39.46,55.04,57.28,19200,0.04,1012.14,,43.39
2020-09-09 08:23:53 UTC,407,39.78,56.09,59.65,18864,0.04,1012.15,,43.87
2020-09-09 08:25:52 UTC,408,40.44,57.75,60.82,18864,0.04,1012.18,,44.56
2020-09-09 08:27:52 UTC,409,38.88,55.54,59.05,18864,0.04,1012.16,,43.63
2020-09-09 08:29:53 UTC,410,40,55.54,58.78,19032,0.04,1012.11,,43.59
2020-09-09 08:31:53 UTC,411,38.67,54.36,56.97,19032,0.04,1012.13,,42.98
2020-09-09 08:33:53 UTC,412,37.7,55.07,56.93,18864,0.04,1012.07,,43.55
2020-09-09 08:35:53 UTC,413,38.88,54.96,57.75,19032,0.04,1012.05,,43.25
